Position;Measurement;DateTime;MethodName;ResultType;SampleName;DigestionRun;StandardType;SampleType;CoreID;Top;Bottom;Replicate;CalConc;CalGroup;As 189.042;Cd 214.438;Co 228.616;Cr 267.716;Cu 324.754;Fe 259.9_2;Fe 262.829;Mn 257.611;Ni 231.604;Pb 220.353;Sn 242.949;Ti 307.864;Ti 334.941;Zn 213.856
474;Single;10.03.17 14:25;sedi_metalle;RawInt;ZH16-10 9.5-10;1;;Sample;ZH-16-10;9.5;10;;;;24049.6;46271.5;73535.1;271264;542664;10908100;1962680;1474480;98323.7;273370;91041.8;353775;1136030;470155
473;Single;10.03.17 14:26;sedi_metalle;RawInt;ZH16-10 9.5-10;1;;Sample;ZH-16-10;9.5;10;;;;24080.4;45797;72958.5;265412;541216;10699200;1988260;1463030;97279.9;271900;90073;356607;1143900;466619
472;Average;10.03.17 14:26;sedi_metalle;RawInt;ZH16-10 9.5-10;1;;Sample;ZH-16-10;9.5;10;;;;24085.8;46141.6;73479.7;267334;541485;10794000;1980690;1462930;98097.8;272163;90780.5;356210;1141340;466648
471;StdDev;10.03.17 14:26;sedi_metalle;RawInt;ZH16-10 9.5-10;1;;Sample;ZH-16-10;9.5;10;;;;39.233;301.429;495.827;3403.46;1070.59;105788;15659.7;11605.3;731.633;1099.78;619.612;2262.32;4602.57;3492.09
470;Single;10.03.17 14:21;sedi_metalle;RawInt;ZH16-10 9-9.5 3;1;;Sample;ZH-16-10;9;9.5;3;;;31441.1;47019.9;74759.5;413820;836651;11620300;2186970;1544440;99496;455553;92563.6;361702;1152020;573876
469;Single;10.03.17 14:21;sedi_metalle;RawInt;ZH16-10 9-9.5 3;1;;Sample;ZH-16-10;9;9.5;3;;;31259.2;47059.1;75022.5;411856;828319;11587400;2138350;1532340;99665;450200;92989.4;356123;1134050;567773
468;Single;10.03.17 14:22;sedi_metalle;RawInt;ZH16-10 9-9.5 3;1;;Sample;ZH-16-10;9;9.5;3;;;31530;47109.1;74717.9;415047;838672;11453100;2174060;1552120;99533.1;456844;92888.8;359808;1149760;575918
467;Average;10.03.17 14:22;sedi_metalle;RawInt;ZH16-10 9-9.5 3;1;;Sample;ZH-16-10;9;9.5;3;;;31410.1;47062.7;74833.3;413574;834547;11553600;2166460;1542970;99564.7;454199;92813.9;359211;1145280;572522
466;StdDev;10.03.17 14:22;sedi_metalle;RawInt;ZH16-10 9-9.5 3;1;;Sample;ZH-16-10;9;9.5;3;;;138.036;44.709;165.167;1609.62;5487.73;88576.5;25185.2;9971.97;88.821;3522.88;222.554;2837.01;9788.02;4237.87
465;Single;10.03.17 14:17;sedi_metalle;RawInt;ZH16-10 9-9.5 2;1;;Sample;ZH-16-10;9;9.5;2;;;30953.1;47008.1;74717.4;395642;819002;11701500;2205450;1558010;99703.5;438761;92449.6;357476;1137820;567411
464;Single;10.03.17 14:18;sedi_metalle;RawInt;ZH16-10 9-9.5 2;1;;Sample;ZH-16-10;9;9.5;2;;;30522.7;46152.9;73413.7;398875;830655;11906000;2213580;1601840;97991.4;447058;91032.6;357493;1144520;580094
463;Single;10.03.17 14:18;sedi_metalle;RawInt;ZH16-10 9-9.5 2;1;;Sample;ZH-16-10;9;9.5;2;;;30868.7;47013.4;74763.6;400915;825586;11856200;2196580;1585780;100067;442779;93325.9;355527;1134900;576172
462;Average;10.03.17 14:18;sedi_metalle;RawInt;ZH16-10 9-9.5 2;1;;Sample;ZH-16-10;9;9.5;2;;;30781.5;46724.8;74298.2;398477;825081;11821200;2205200;1581880;99254;442866;92269.4;356832;1139080;574559
461;StdDev;10.03.17 14:18;sedi_metalle;RawInt;ZH16-10 9-9.5 2;1;;Sample;ZH-16-10;9;9.5;2;;;228.066;495.287;766.377;2658.9;5842.89;106640;8502.68;22174.2;1108.42;4149.18;1157.22;1130.2;4932.22;6493.53
460;Single;10.03.17 14:14;sedi_metalle;RawInt;ZH16-10 9-9.5 1;1;;Sample;ZH-16-10;9;9.5;1;;;31991.4;47828.1;74771;426018;860020;11605000;2149120;1528030;99444.3;469937;92336.7;355172;1125790;602384
459;Single;10.03.17 14:14;sedi_metalle;RawInt;ZH16-10 9-9.5 1;1;;Sample;ZH-16-10;9;9.5;1;;;31658.4;47766.7;74446.6;420845;863642;11432700;2129180;1546420;99481.8;472084;92963.9;353044;1121940;604236
458;Single;10.03.17 14:15;sedi_metalle;RawInt;ZH16-10 9-9.5 1;1;;Sample;ZH-16-10;9;9.5;1;;;31472;47013.3;73262;426471;867341;11601800;2171700;1543590;97813.4;474428;90639;357460;1138070;607212
457;Average;10.03.17 14:15;sedi_metalle;RawInt;ZH16-10 9-9.5 1;1;;Sample;ZH-16-10;9;9.5;1;;;31707.3;47536;74159.9;424445;863668;11546500;2150000;1539350;98913.2;472150;91979.9;355225;1128600;604611
456;StdDev;10.03.17 14:15;sedi_metalle;RawInt;ZH16-10 9-9.5 1;1;;Sample;ZH-16-10;9;9.5;1;;;263.126;453.74;794.312;3125.62;3660.57;98566.7;21273.7;9902.14;952.61;2246.22;1202.82;2208.48;8424.15;2435.71
455;Single;10.03.17 14:10;sedi_metalle;RawInt;ZH16-10 8.5-9 3;1;;Sample;ZH-16-10;8.5;9;3;;;46473.7;49678.3;74998.6;674277;1437820;12159000;2297530;1328230;99975.4;847557;93339.8;340934;1064360;869224
454;Single;10.03.17 14:10;sedi_metalle;RawInt;ZH16-10 8.5-9 3;1;;Sample;ZH-16-10;8.5;9;3;;;47054.3;50039.7;75356.6;687554;1463480;12489100;2302940;1367210;100515;864514;94482.5;340659;1071270;893361
453;Single;10.03.17 14:11;sedi_metalle;RawInt;ZH16-10 8.5-9 3;1;;Sample;ZH-16-10;8.5;9;3;;;46602.7;49602.9;74680.1;679524;1446040;12217400;2317640;1338170;99742.8;851092;93197.4;342711;1072970;874913
452;Average;10.03.17 14:11;sedi_metalle;RawInt;ZH16-10 8.5-9 3;1;;Sample;ZH-16-10;8.5;9;3;;;46710.2;49773.6;75011.8;680452;1449110;12288500;2306040;1344540;100078;854388;93673.2;341435;1069530;879166
451;StdDev;10.03.17 14:11;sedi_metalle;RawInt;ZH16-10 8.5-9 3;1;;Sample;ZH-16-10;8.5;9;3;;;304.872;233.484;338.442;6686.94;13103.2;176162;10406.5;20254.9;396.14;8946.01;704.453;1113.86;4560.16;12618
450;Single;10.03.17 14:06;sedi_metalle;RawInt;ZH16-10 8.5-9 2;1;;Sample;ZH-16-10;8.5;9;2;;;49200.3;49774.3;75457.4;727624;1530680;12793600;2394290;1416260;101147;918679;94812;349243;1097770;904569
449;Single;10.03.17 14:07;sedi_metalle;RawInt;ZH16-10 8.5-9 2;1;;Sample;ZH-16-10;8.5;9;2;;;48711.8;49286.5;74765.7;745138;1572310;13092000;2448990;1467960;100345;947481;94010.2;353404;1124490;933635
448;Single;10.03.17 14:07;sedi_metalle;RawInt;ZH16-10 8.5-9 2;1;;Sample;ZH-16-10;8.5;9;2;;;48600.3;49532.5;75118.4;729199;1537540;13007900;2409470;1426470;100769;923779;94166.7;349521;1104340;908162
447;Average;10.03.17 14:07;sedi_metalle;RawInt;ZH16-10 8.5-9 2;1;;Sample;ZH-16-10;8.5;9;2;;;48837.5;49531.1;75113.8;733987;1546840;12964500;2417580;1436900;100754;929980;94329.6;350723;1108870;915455
446;StdDev;10.03.17 14:07;sedi_metalle;RawInt;ZH16-10 8.5-9 2;1;;Sample;ZH-16-10;8.5;9;2;;;319.13;243.903;345.873;9689.11;22319.9;153861;28238.1;27381.7;401.22;15369.6;425.007;2326.26;13923.3;15846.2
445;Single;10.03.17 14:03;sedi_metalle;RawInt;ZH16-10 8.5-9 1;1;;Sample;ZH-16-10;8.5;9;1;;;46463.7;48485.6;75004.9;683372;1434590;12263500;2288630;1357950;99698.5;863709;93979.3;342159;1075950;836213
444;Single;10.03.17 14:03;sedi_metalle;RawInt;ZH16-10 8.5-9 1;1;;Sample;ZH-16-10;8.5;9;1;;;46493.7;48565.7;74870.3;690562;1450030;12193700;2282200;1382940;99460.4;874641;93930.4;341615;1077220;850253
443;Single;10.03.17 14:04;sedi_metalle;RawInt;ZH16-10 8.5-9 1;1;;Sample;ZH-16-10;8.5;9;1;;;46408.1;48425.2;74986.6;678998;1426570;12264300;2274100;1347670;99779.5;857766;93951.6;341339;1068590;830744
442;Average;10.03.17 14:04;sedi_metalle;RawInt;ZH16-10 8.5-9 1;1;;Sample;ZH-16-10;8.5;9;1;;;46455.2;48492.2;74953.9;684311;1437060;12240500;2281640;1362850;99646.1;865372;93953.8;341704;1073920;839070
441;StdDev;10.03.17 14:04;sedi_metalle;RawInt;ZH16-10 8.5-9 1;1;;Sample;ZH-16-10;8.5;9;1;;;43.433;70.48;73.004;5838.87;11924;40532;7280.98;18139.1;165.87;8559.53;24.522;417.235;4659.39;10063.4
440;Single;10.03.17 13:59;sedi_metalle;RawInt;ZH16-10 8-8.5 3;1;;Sample;ZH-16-10;8;8.5;3;;;63896.3;56978.6;75614.5;964703;2018980;12724900;2372230;1395810;100554;1235670;94331.7;338567;1055270;1190450
439;Single;10.03.17 14:00;sedi_metalle;RawInt;ZH16-10 8-8.5 3;1;;Sample;ZH-16-10;8;8.5;3;;;63588.1;56890.9;75738.6;983184;2045840;12830800;2363360;1428710;100627;1255840;94995.8;336664;1057540;1213740
438;Single;10.03.17 14:00;sedi_metalle;RawInt;ZH16-10 8-8.5 3;1;;Sample;ZH-16-10;8;8.5;3;;;63963.2;57041.2;76113.5;956130;2000180;12812200;2360940;1379210;101220;1225030;95045;337949;1048890;1179240
437;Average;10.03.17 14:00;sedi_metalle;RawInt;ZH16-10 8-8.5 3;1;;Sample;ZH-16-10;8;8.5;3;;;63815.9;56970.2;75822.2;968006;2021670;12789300;2365510;1401240;100800;1238850;94790.8;337727;1053900;1194480
436;StdDev;10.03.17 14:00;sedi_metalle;RawInt;ZH16-10 8-8.5 3;1;;Sample;ZH-16-10;8;8.5;3;;;200.068;75.499;259.792;13826.1;22948.3;56542.1;5944.15;25193.3;365.27;15648.7;398.381;970.786;4484.79;17598.9
435;Single;10.03.17 13:55;sedi_metalle;RawInt;ZH16-10 8-8.5 2;1;;Sample;ZH-16-10;8;8.5;2;;;66515.3;56254.8;75933.4;1020840;2143020;13569900;2508940;1469520;101481;1308210;94899;349981;1108370;1232590
434;Single;10.03.17 13:56;sedi_metalle;RawInt;ZH16-10 8-8.5 2;1;;Sample;ZH-16-10;8;8.5;2;;;66256.1;56134;75580.9;1038250;2176150;13613100;2512480;1503770;101038;1328240;94568.8;349271;1114470;1256540
433;Single;10.03.17 13:57;sedi_metalle;RawInt;ZH16-10 8-8.5 2;1;;Sample;ZH-16-10;8;8.5;2;;;67100.2;56656.7;76442.4;1019390;2145730;13498200;2515800;1468690;102095;1309450;95544.4;350992;1110430;1232970
432;Average;10.03.17 13:57;sedi_metalle;RawInt;ZH16-10 8-8.5 2;1;;Sample;ZH-16-10;8;8.5;2;;;66623.9;56348.5;75985.6;1026160;2154970;13560400;2512410;1480660;101538;1315300;95004.1;350081;1111090;1240700
431;StdDev;10.03.17 13:57;sedi_metalle;RawInt;ZH16-10 8-8.5 2;1;;Sample;ZH-16-10;8;8.5;2;;;432.396;273.658;433.113;10495.3;18395.3;58036.1;3430.59;20018.1;530.8;11223.5;496.214;864.876;3103.1;13719.2
430;Single;10.03.17 13:52;sedi_metalle;RawInt;ZH16-10 8-8.5 1;1;;Sample;ZH-16-10;8;8.5;1;;;64044.1;56972.4;76097.6;985317;2073900;13069500;2444970;1463550;101172;1271940;95024.3;348756;1097280;1247970
429;Single;10.03.17 13:52;sedi_metalle;RawInt;ZH16-10 8-8.5 1;1;;Sample;ZH-16-10;8;8.5;1;;;64239.3;57509.1;76487.3;973187;2045160;12978400;2364060;1450960;101737;1253360;96096.3;340944;1072880;1232130
428;Single;10.03.17 13:53;sedi_metalle;RawInt;ZH16-10 8-8.5 1;1;;Sample;ZH-16-10;8;8.5;1;;;64060.9;57205.1;76219.4;972096;2049870;13257000;2429460;1440330;101159;1253310;94711;346090;1089330;1228120
427;Average;10.03.17 13:53;sedi_metalle;RawInt;ZH16-10 8-8.5 1;1;;Sample;ZH-16-10;8;8.5;1;;;64114.8;57228.9;76268.1;976867;2056310;13101600;2412830;1451610;101356;1259540;95277.2;345263;1086500;1236070
426;StdDev;10.03.17 13:53;sedi_metalle;RawInt;ZH16-10 8-8.5 1;1;;Sample;ZH-16-10;8;8.5;1;;;108.176;269.138;199.362;7338.51;15414.3;142052;42942.1;11623.8;330.02;10741.6;726.452;3971.07;12444.3;10496.1
425;Single;10.03.17 13:48;sedi_metalle;RawInt;ZH16-10 7.5-8 3;1;;Sample;ZH-16-10;7.5;8;3;;;51854.5;96511.1;76038.8;1008360;1807470;12871500;2390120;1590290;101198;1222200;94580.8;350549;1125200;2427950
424;Single;10.03.17 13:49;sedi_metalle;RawInt;ZH16-10 7.5-8 3;1;;Sample;ZH-16-10;7.5;8;3;;;51949.9;96218.7;75489.2;1010350;1816540;12971200;2445290;1589180;100506;1227180;93535.1;354843;1140160;2432060
423;Single;10.03.17 13:49;sedi_metalle;RawInt;ZH16-10 7.5-8 3;1;;Sample;ZH-16-10;7.5;8;3;;;52238.8;96642.9;76135.2;987626;1775550;13001800;2365290;1553170;101375;1197560;94801;348273;1109450;2373100
422;Average;10.03.17 13:49;sedi_metalle;RawInt;ZH16-10 7.5-8 3;1;;Sample;ZH-16-10;7.5;8;3;;;52014.4;96457.6;75887.7;1002110;1799850;12948200;2400230;1577550;101026;1215650;94305.6;351222;1124940;2411040
421;StdDev;10.03.17 13:49;sedi_metalle;RawInt;ZH16-10 7.5-8 3;1;;Sample;ZH-16-10;7.5;8;3;;;200.104;217.108;348.489;12584.6;21530.3;68135.3;40947.6;21118.1;459.23;15860.2;676.323;3336.25;15356.7;32918.3
420;Single;10.03.17 13:45;sedi_metalle;RawInt;ZH16-10 7.5-8 2;1;;Sample;ZH-16-10;7.5;8;2;;;49021.6;91118.3;75075.5;931157;1675590;12029900;2192960;1447500;99237.4;1122260;93144.3;339087;1074660;2207050
419;Single;10.03.17 13:45;sedi_metalle;RawInt;ZH16-10 7.5-8 2;1;;Sample;ZH-16-10;7.5;8;2;;;48003.5;89079.4;74073.3;920194;1660900;11840000;2224690;1426290;97954.2;1108900;91715.9;340809;1082550;2172850
418;Single;10.03.17 13:46;sedi_metalle;RawInt;ZH16-10 7.5-8 2;1;;Sample;ZH-16-10;7.5;8;2;;;47956.2;89707;74386;932655;1678280;11907100;2204530;1453420;98393.9;1122770;92197.2;339391;1078970;2210350
417;Average;10.03.17 13:46;sedi_metalle;RawInt;ZH16-10 7.5-8 2;1;;Sample;ZH-16-10;7.5;8;2;;;48327.1;89968.2;74511.6;928002;1671590;11925700;2207390;1442400;98528.5;1117980;92352.5;339762;1078730;2196750
416;StdDev;10.03.17 13:46;sedi_metalle;RawInt;ZH16-10 7.5-8 2;1;;Sample;ZH-16-10;7.5;8;2;;;601.919;1044.25;512.77;6803.28;9355;96301.8;16057.6;14265;652.103;7864.76;726.748;919.096;3950.62;20763.7
415;Single;10.03.17 13:41;sedi_metalle;RawInt;ZH16-10 7.5-8 1;1;;Sample;ZH-16-10;7.5;8;1;;;47867.8;91305.8;75080.7;900553;1639220;11980900;2150560;1446050;99015.4;1090330;93211.3;338882;1080480;2231750
414;Single;10.03.17 13:41;sedi_metalle;RawInt;ZH16-10 7.5-8 1;1;;Sample;ZH-16-10;7.5;8;1;;;47959.6;91231.6;74521.9;918969;1671700;11912300;2257190;1463050;98632.8;1115340;92388.6;349226;1117380;2277700
413;Single;10.03.17 13:42;sedi_metalle;RawInt;ZH16-10 7.5-8 1;1;;Sample;ZH-16-10;7.5;8;1;;;48136;91555.4;74985.6;904805;1647690;11849000;2178050;1451600;98985.4;1096300;93322.6;341894;1092620;2240390
412;Average;10.03.17 13:42;sedi_metalle;RawInt;ZH16-10 7.5-8 1;1;;Sample;ZH-16-10;7.5;8;1;;;47987.8;91364.3;74862.7;908109;1652870;11914100;2195270;1453570;98877.9;1100660;92974.2;343334;1096830;2249950
411;StdDev;10.03.17 13:42;sedi_metalle;RawInt;ZH16-10 7.5-8 1;1;;Sample;ZH-16-10;7.5;8;1;;;136.306;169.633;298.976;9642.33;16848.2;65967.7;55360.6;8668.96;212.763;13061.8;510.16;5320.22;18806.2;24420.2
410;Single;10.03.17 13:37;sedi_metalle;RawInt;ZH16-10 7-7.5 3;1;;Sample;ZH-16-10;7;7.5;3;;;32731.2;111690;74546.4;905692;1294120;10461800;1937060;1419620;97283.4;877501;91022.8;329834;1038260;2947610
409;Single;10.03.17 13:38;sedi_metalle;RawInt;ZH16-10 7-7.5 3;1;;Sample;ZH-16-10;7;7.5;3;;;32852.6;112920;74879.6;917212;1309400;10729900;1952770;1439210;97598.9;889739;91465.7;332115;1048200;2993040
408;Single;10.03.17 13:38;sedi_metalle;RawInt;ZH16-10 7-7.5 3;1;;Sample;ZH-16-10;7;7.5;3;;;32275.6;111186;74385.3;889998;1272550;10382500;1884710;1399080;96592.3;858730;90850.5;322719;1015610;2889740
407;Average;10.03.17 13:38;sedi_metalle;RawInt;ZH16-10 7-7.5 3;1;;Sample;ZH-16-10;7;7.5;3;;;32619.8;111932;74603.8;904301;1292020;10524700;1924850;1419300;97158.2;875323;91113;328223;1034020;2943460
406;StdDev;10.03.17 13:38;sedi_metalle;RawInt;ZH16-10 7-7.5 3;1;;Sample;ZH-16-10;7;7.5;3;;;304.203;891.971;252.094;13660.2;18514.3;182050;35635.9;20066.9;514.847;15618.8;317.364;4900.87;16703;51774.7
405;Single;10.03.17 13:34;sedi_metalle;RawInt;ZH16-10 7-7.5 2;1;;Sample;ZH-16-10;7;7.5;2;;;32029.9;108885;74547.9;870093;1279110;10342500;1928240;1383820;97156.7;859955;91277.5;329379;1033960;2865910
404;Single;10.03.17 13:34;sedi_metalle;RawInt;ZH16-10 7-7.5 2;1;;Sample;ZH-16-10;7;7.5;2;;;31830.7;108226;73682.9;872091;1281220;10427700;1895800;1394210;96073;861212;90556.7;325288;1024600;2875460
403;Single;10.03.17 13:35;sedi_metalle;RawInt;ZH16-10 7-7.5 2;1;;Sample;ZH-16-10;7;7.5;2;;;32188.9;108229;74338.6;853944;1259940;10313400;1907710;1354470;96704.3;845375;90842.5;326087;1020420;2811850
402;Average;10.03.17 13:35;sedi_metalle;RawInt;ZH16-10 7-7.5 2;1;;Sample;ZH-16-10;7;7.5;2;;;32016.5;108447;74189.8;865376;1273420;10361200;1910580;1377500;96644.7;855514;90892.2;326918;1026330;2851070
401;StdDev;10.03.17 13:35;sedi_metalle;RawInt;ZH16-10 7-7.5 2;1;;Sample;ZH-16-10;7;7.5;2;;;179.476;379.611;451.29;9950.68;11724.5;59400.3;16409.8;20610;544.306;8803.1;362.964;2168.41;6933.18;34302.4
400;Single;10.03.17 13:30;sedi_metalle;RawInt;ZH16-10 7-7.5 1;1;;Sample;ZH-16-10;7;7.5;1;;;32223.8;110405;74272.3;891832;1292480;10697100;1949670;1426760;96859.8;882119;90506.7;331205;1046470;2974990
399;Single;10.03.17 13:31;sedi_metalle;RawInt;ZH16-10 7-7.5 1;1;;Sample;ZH-16-10;7;7.5;1;;;32331.3;110988;74595.7;893563;1292530;10500800;1911380;1436930;97497;880069;91687.1;326429;1034670;2978030
398;Single;10.03.17 13:31;sedi_metalle;RawInt;ZH16-10 7-7.5 1;1;;Sample;ZH-16-10;7;7.5;1;;;32367.3;110667;74151.4;899405;1302370;10580600;1973060;1439850;96737.4;889428;90518.3;333927;1055920;3001510
397;Average;10.03.17 13:31;sedi_metalle;RawInt;ZH16-10 7-7.5 1;1;;Sample;ZH-16-10;7;7.5;1;;;32307.5;110687;74339.8;894933;1295790;10592800;1944700;1434510;97031.4;883872;90904;330520;1045690;2984840
396;StdDev;10.03.17 13:31;sedi_metalle;RawInt;ZH16-10 7-7.5 1;1;;Sample;ZH-16-10;7;7.5;1;;;74.66;291.997;229.712;3968.12;5695.62;98720.1;31138.5;6871.48;407.839;4919.6;678.18;3795.6;10646.6;14513.6
395;Single;10.03.17 13:26;sedi_metalle;RawInt;ZH16-10 6.5-7 3;1;;Sample;ZH-16-10;6.5;7;3;;;21397.9;156304;74209.5;622277;784049;9732630;1824600;1442930;95704.2;395481;87864.8;363692;1185090;4413520
394;Single;10.03.17 13:27;sedi_metalle;RawInt;ZH16-10 6.5-7 3;1;;Sample;ZH-16-10;6.5;7;3;;;21518.4;157022;75234.8;626475;786145;9858200;1811810;1463710;96274.2;396406;89127.5;359212;1184350;4506610
393;Single;10.03.17 13:28;sedi_metalle;RawInt;ZH16-10 6.5-7 3;1;;Sample;ZH-16-10;6.5;7;3;;;21405.5;155806;76304.2;609004;766248;9665590;1772510;1400460;97517.9;385194;90303.9;357902;1156220;4368270
392;Average;10.03.17 13:28;sedi_metalle;RawInt;ZH16-10 6.5-7 3;1;;Sample;ZH-16-10;6.5;7;3;;;21440.6;156377;75249.5;619252;778814;9752140;1802970;1435700;96498.8;392360;89098.7;360269;1175220;4429470
391;StdDev;10.03.17 13:28;sedi_metalle;RawInt;ZH16-10 6.5-7 3;1;;Sample;ZH-16-10;6.5;7;3;;;67.484;611.308;1047.43;9119.86;10932.8;97775.9;27146;32238.9;927.469;6223.44;1219.8;3036.19;16458.6;70535.2
390;Single;10.03.17 13:23;sedi_metalle;RawInt;ZH16-10 6.5-7 2;1;;Sample;ZH-16-10;6.5;7;2;;;20817.1;142179;74859.7;594759;744502;9298700;1724960;1392660;95741.7;374710;88651.3;351188;1133840;4129320
389;Single;10.03.17 13:23;sedi_metalle;RawInt;ZH16-10 6.5-7 2;1;;Sample;ZH-16-10;6.5;7;2;;;20824.3;143960;75403;600389;747104;9290680;1724710;1400320;96440.7;376243;89730.6;350654;1133400;4135520
388;Single;10.03.17 13:24;sedi_metalle;RawInt;ZH16-10 6.5-7 2;1;;Sample;ZH-16-10;6.5;7;2;;;20797.1;142595;76307;587666;733744;9308130;1719810;1369870;97215.2;368168;90390.8;348118;1123640;4103620
387;Average;10.03.17 13:24;sedi_metalle;RawInt;ZH16-10 6.5-7 2;1;;Sample;ZH-16-10;6.5;7;2;;;20812.8;142911;75523.2;594271;741783;9299170;1723160;1387620;96465.9;373040;89590.9;349987;1130290;4122820
386;StdDev;10.03.17 13:24;sedi_metalle;RawInt;ZH16-10 6.5-7 2;1;;Sample;ZH-16-10;6.5;7;2;;;14.093;931.687;731.103;6375.5;7082.78;8734.49;2903.88;15839.1;737.072;4288.62;878.124;1640.19;5766.15;16914.2
385;Single;10.03.17 13:19;sedi_metalle;RawInt;ZH16-10 6.5-7 1;1;;Sample;ZH-16-10;6.5;7;1;;;20737.1;142418;75180.4;558842;699159;8858170;1665110;1300590;95108.1;347242;89035.6;345030;1105790;4030500
384;Single;10.03.17 13:20;sedi_metalle;RawInt;ZH16-10 6.5-7 1;1;;Sample;ZH-16-10;6.5;7;1;;;20839.4;143109;74961.1;557062;693844;8855620;1614600;1295430;95302;343650;89253.2;338167;1086270;4051760
383;Single;10.03.17 13:20;sedi_metalle;RawInt;ZH16-10 6.5-7 1;1;;Sample;ZH-16-10;6.5;7;1;;;20980.1;141539;74969.4;556358;695939;8780210;1643330;1294210;95024.4;345003;89287.5;341685;1093980;4010040
382;Average;10.03.17 13:20;sedi_metalle;RawInt;ZH16-10 6.5-7 1;1;;Sample;ZH-16-10;6.5;7;1;;;20852.2;142355;75037;557421;696314;8831330;1641010;1296740;95144.8;345298;89192.1;341627;1095350;4030770
381;StdDev;10.03.17 13:20;sedi_metalle;RawInt;ZH16-10 6.5-7 1;1;;Sample;ZH-16-10;6.5;7;1;;;122.005;786.874;124.286;1280.25;2677.27;44292.5;25334.6;3386.7;142.399;1814.12;136.614;3431.86;9831.5;20861.3
380;Single;10.03.17 13:16;sedi_metalle;RawInt;ZH16-10 6-6.5;1;;Sample;ZH-16-10;6;6.5;;;;18032.6;254934;76032.6;423203;556539;8389800;1563280;1169570;96249.2;200443;89406.5;355464;1144890;8193600
379;Single;10.03.17 13:16;sedi_metalle;RawInt;ZH16-10 6-6.5;1;;Sample;ZH-16-10;6;6.5;;;;17879.6;255756;75642.6;425324;552212;8362600;1512120;1165320;95683.8;199302;89055.4;347448;1121320;8249480
378;Single;10.03.17 13:17;sedi_metalle;RawInt;ZH16-10 6-6.5;1;;Sample;ZH-16-10;6;6.5;;;;17819.2;248032;74864.1;414198;552878;8514280;1581350;1174350;94449;196879;88015.5;353884;1153100;8317640
377;Average;10.03.17 13:17;sedi_metalle;RawInt;ZH16-10 6-6.5;1;;Sample;ZH-16-10;6;6.5;;;;17910.5;252907;75513.1;420908;553876;8422230;1552250;1169750;95460.7;198875;88825.8;352265;1139770;8253570
376;StdDev;10.03.17 13:17;sedi_metalle;RawInt;ZH16-10 6-6.5;1;;Sample;ZH-16-10;6;6.5;;;;109.998;4242.12;594.917;5907.29;2329.86;80872.3;35908.8;4517.59;920.609;1820.02;723.365;4246.07;16497.1;62121.2
375;Single;10.03.17 13:12;sedi_metalle;RawInt;ZH16-10 5-5.5;1;;Sample;ZH-16-10;5;5.5;;;;15684;69457.4;72889.2;135584;234040;7813200;1451580;1238020;93156.6;61419;87875.4;346889;1121890;1422690
374;Single;10.03.17 13:13;sedi_metalle;RawInt;ZH16-10 5-5.5;1;;Sample;ZH-16-10;5;5.5;;;;15702.7;69796.2;72532.6;135929;233707;7838630;1432030;1241410;92535.9;61420.6;87754.9;344542;1114070;1423160
373;Single;10.03.17 13:13;sedi_metalle;RawInt;ZH16-10 5-5.5;1;;Sample;ZH-16-10;5;5.5;;;;15551.3;69666.9;73194.5;136147;235379;7700200;1441630;1214710;93732.2;61774.2;88243.2;345475;1113380;1396600
372;Average;10.03.17 13:13;sedi_metalle;RawInt;ZH16-10 5-5.5;1;;Sample;ZH-16-10;5;5.5;;;;15646;69640.2;72872.1;135887;234375;7784010;1441750;1231380;93141.6;61537.9;87957.8;345635;1116450;1414150
371;StdDev;10.03.17 13:13;sedi_metalle;RawInt;ZH16-10 5-5.5;1;;Sample;ZH-16-10;5;5.5;;;;82.544;170.975;331.281;283.877;885.004;73686.9;9775.52;14535.8;598.292;204.614;254.373;1181.69;4726.67;15200.6
370;Single;10.03.17 13:08;sedi_metalle;RawInt;ZH16-10 4-4.5;1;;Sample;ZH-16-10;4;4.5;;;;15703.3;69147.7;74171.9;123341;223116;8939110;1625600;1720630;96751.5;53418.3;89877;440202;1503680;1327030
369;Single;10.03.17 13:09;sedi_metalle;RawInt;ZH16-10 4-4.5;1;;Sample;ZH-16-10;4;4.5;;;;15630.3;70339.2;74573.2;124500;224217;9000710;1630930;1750980;97485.5;53906.5;90863.7;439503;1515650;1344770
368;Single;10.03.17 13:09;sedi_metalle;RawInt;ZH16-10 4-4.5;1;;Sample;ZH-16-10;4;4.5;;;;15511.3;69632.2;74480.1;123164;223693;8957090;1634390;1724940;97369.5;53548;90456.9;441422;1512970;1329740
367;Average;10.03.17 13:09;sedi_metalle;RawInt;ZH16-10 4-4.5;1;;Sample;ZH-16-10;4;4.5;;;;15615;69706.4;74408.4;123668;223675;8965640;1630310;1732180;97202.2;53624.3;90399.2;440376;1510770;1333850
366;StdDev;10.03.17 13:09;sedi_metalle;RawInt;ZH16-10 4-4.5;1;;Sample;ZH-16-10;4;4.5;;;;96.914;599.202;210.038;725.661;550.713;31676.9;4428.03;16420.4;394.575;252.878;495.874;971.216;6281.82;9556.43
365;Single;10.03.17 13:05;sedi_metalle;RawInt;ZH16-10 3-3.5;1;;Sample;ZH-16-10;3;3.5;;;;15517.7;113697;73768.2;136424;240230;8493160;1533490;1581940;95657.8;59862.9;89786.2;400803;1349470;3256700
