Position;Measurement;DateTime;MethodName;ResultType;SampleName;DigestionRun;StandardType;SampleType;CoreID;Top;Bottom;Replicate;CalConc;CalGroup;As 189.042;Cd 214.438;Co 228.616;Cr 267.716;Cu 324.754;Fe 259.9_2;Fe 262.829;Mn 257.611;Ni 231.604;Pb 220.353;Sn 242.949;Ti 307.864;Ti 334.941;Zn 213.856
364;Single;10.03.17 13:05;sedi_metalle;RawInt;ZH16-10 3-3.5;1;;Sample;ZH-16-10;3;3.5;;;;15561.2;111510;73617.2;134782;239151;8409370;1535400;1541290;95365.5;59147.5;89350.2;402413;1341800;3280640
363;Single;10.03.17 13:06;sedi_metalle;RawInt;ZH16-10 3-3.5;1;;Sample;ZH-16-10;3;3.5;;;;15466.6;113813;74090.3;136496;241196;8571860;1538170;1577040;96077.8;60068.6;89994.1;403158;1350080;3289420
362;Average;10.03.17 13:06;sedi_metalle;RawInt;ZH16-10 3-3.5;1;;Sample;ZH-16-10;3;3.5;;;;15515.2;113007;73825.2;135901;240192;8491460;1535690;1566760;95700.4;59693;89710.2;402125;1347120;3275590
361;StdDev;10.03.17 13:06;sedi_metalle;RawInt;ZH16-10 3-3.5;1;;Sample;ZH-16-10;3;3.5;;;;47.351;1297.45;241.652;969.462;1023.02;81258.3;2353.13;22190.4;358.053;483.483;328.615;1203.69;4614.46;16935.2
360;Single;10.03.17 13:01;sedi_metalle;RawInt;ZH16-10 2-2.5 3;1;;Sample;ZH-16-10;2;2.5;3;;;16088.4;212310;76387.3;232622;340976;8241050;1507370;1131820;99385.3;110453;89670.5;357136;1161270;8417380
359;Single;10.03.17 13:02;sedi_metalle;RawInt;ZH16-10 2-2.5 3;1;;Sample;ZH-16-10;2;2.5;3;;;16179.6;209804;76430.7;230188;339315;8320280;1507880;1121180;99266;109436;89494.2;357529;1157140;8479810
358;Single;10.03.17 13:02;sedi_metalle;RawInt;ZH16-10 2-2.5 3;1;;Sample;ZH-16-10;2;2.5;3;;;16146.7;214933;76512.8;234429;343720;8266370;1501310;1147320;99871.2;111397;89649.1;356030;1165860;8470910
357;Average;10.03.17 13:02;sedi_metalle;RawInt;ZH16-10 2-2.5 3;1;;Sample;ZH-16-10;2;2.5;3;;;16138.2;212349;76443.6;232413;341337;8275900;1505520;1133440;99507.5;110429;89604.6;356898;1161420;8456030
356;StdDev;10.03.17 13:02;sedi_metalle;RawInt;ZH16-10 2-2.5 3;1;;Sample;ZH-16-10;2;2.5;3;;;46.186;2564.72;63.737;2128.21;2224.58;40465.6;3654.87;13145.1;320.572;980.726;96.206;777.248;4362.02;33769.3
355;Single;10.03.17 12:58;sedi_metalle;RawInt;ZH16-10 2-2.5 2;1;;Sample;ZH-16-10;2;2.5;2;;;16103.5;204385;76145.5;219452;346433;8083690;1470760;1126480;99337.8;108049;89737;350710;1132890;8101020
354;Single;10.03.17 12:58;sedi_metalle;RawInt;ZH16-10 2-2.5 2;1;;Sample;ZH-16-10;2;2.5;2;;;16193;205584;76775.4;220323;348241;8242280;1491130;1140550;100133;108623;90229;354765;1144210;8293220
353;Single;10.03.17 12:59;sedi_metalle;RawInt;ZH16-10 2-2.5 2;1;;Sample;ZH-16-10;2;2.5;2;;;16063.2;205100;76705;219855;347544;8241850;1486110;1147390;100033;108348;90348;352239;1142670;8305180
352;Average;10.03.17 12:59;sedi_metalle;RawInt;ZH16-10 2-2.5 2;1;;Sample;ZH-16-10;2;2.5;2;;;16119.9;205023;76542;219877;347406;8189270;1482670;1138140;99834.6;108340;90104.7;352571;1139920;8233140
351;StdDev;10.03.17 12:59;sedi_metalle;RawInt;ZH16-10 2-2.5 2;1;;Sample;ZH-16-10;2;2.5;2;;;66.436;603.197;345.15;435.904;911.866;91438.1;10612.6;10661.3;433.137;287.084;323.92;2047.83;6139.52;114575
350;Single;10.03.17 12:54;sedi_metalle;RawInt;ZH16-10 2-2.5 1;1;;Sample;ZH-16-10;2;2.5;1;;;16544.3;237020;77534.2;240357;357133;9106300;1653730;1295800;102484;116676;91534.7;380238;1264250;9408070
349;Single;10.03.17 12:55;sedi_metalle;RawInt;ZH16-10 2-2.5 1;1;;Sample;ZH-16-10;2;2.5;1;;;16340;236529;77315.5;240001;356874;9174740;1718050;1317340;102517;116623;91138.6;390854;1301280;9419890
348;Single;10.03.17 12:55;sedi_metalle;RawInt;ZH16-10 2-2.5 1;1;;Sample;ZH-16-10;2;2.5;1;;;16479.8;238684;76804;241956;356920;9052400;1646910;1287150;101586;116953;90711.6;379387;1259920;9365850
347;Average;10.03.17 12:55;sedi_metalle;RawInt;ZH16-10 2-2.5 1;1;;Sample;ZH-16-10;2;2.5;1;;;16454.7;237411;77217.9;240771;356976;9111150;1672900;1300100;102196;116751;91128.3;383493;1275150;9397940
346;StdDev;10.03.17 12:55;sedi_metalle;RawInt;ZH16-10 2-2.5 1;1;;Sample;ZH-16-10;2;2.5;1;;;104.437;1129.45;374.756;1041.28;138.182;61313.8;39252.3;15546.9;528.245;177.218;411.647;6389;22732.6;28409.4
345;Single;10.03.17 12:50;sedi_metalle;RawInt;ZH16-10 1-1.5;1;;Sample;ZH-16-10;1;1.5;;;;16242.2;172553;76282.6;233180;343575;7824720;1410500;1026790;98717.4;101016;90540.5;331961;1051150;5902610
344;Single;10.03.17 12:51;sedi_metalle;RawInt;ZH16-10 1-1.5;1;;Sample;ZH-16-10;1;1.5;;;;16211.5;172887;76633.5;234007;344181;7908990;1442960;1027960;98934.7;101649;90615.1;336225;1067930;5991640
343;Single;10.03.17 12:51;sedi_metalle;RawInt;ZH16-10 1-1.5;1;;Sample;ZH-16-10;1;1.5;;;;16206.2;171424;75794.4;232573;342467;7882290;1446650;1049420;98370;100656;90476.2;336346;1073040;5952070
342;Average;10.03.17 12:51;sedi_metalle;RawInt;ZH16-10 1-1.5;1;;Sample;ZH-16-10;1;1.5;;;;16220;172288;76236.8;233253;343408;7872000;1433370;1034720;98674;101107;90543.9;334844;1064040;5948770
341;StdDev;10.03.17 12:51;sedi_metalle;RawInt;ZH16-10 1-1.5;1;;Sample;ZH-16-10;1;1.5;;;;19.436;766.656;421.418;719.807;869.166;43067.1;19891.7;12741.1;284.837;502.716;69.514;2497.48;11451.7;44606.5
340;Single;10.03.17 12:47;sedi_metalle;RawInt;ZH16-10 0-0.5;1;;Sample;ZH-16-10;0;0.5;;;;16106.8;127209;75772.6;188604;323346;6725270;1232120;1033520;97719.4;82101.4;90246.6;308157;954991;3218040
339;Single;10.03.17 12:47;sedi_metalle;RawInt;ZH16-10 0-0.5;1;;Sample;ZH-16-10;0;0.5;;;;16093.3;125891;75435.3;187154;321376;6808600;1247500;1036930;97396.6;81579.3;89603;310592;964365;3239600
338;Single;10.03.17 12:48;sedi_metalle;RawInt;ZH16-10 0-0.5;1;;Sample;ZH-16-10;0;0.5;;;;16166.7;125816;75417.6;187295;321244;6828380;1250090;1039940;97233.9;81623.8;89723.5;309243;964179;3250910
337;Average;10.03.17 12:48;sedi_metalle;RawInt;ZH16-10 0-0.5;1;;Sample;ZH-16-10;0;0.5;;;;16122.3;126305;75541.8;187684;321989;6787420;1243240;1036800;97450;81768.2;89857.7;309331;961178;3236180
336;StdDev;10.03.17 12:48;sedi_metalle;RawInt;ZH16-10 0-0.5;1;;Sample;ZH-16-10;0;0.5;;;;39.068;783.496;200.046;799.569;1177.34;54721.7;9714.02;3212.08;247.11;289.445;342.144;1219.86;5359.19;16699.2
335;Single;10.03.17 12:43;sedi_metalle;RawInt;Sn 5.0 mg B;;;SnCal;;;;;5;2;14439.6;38788.9;69163.9;67302.2;186542;47465.7;45284.9;56104.8;81641.4;35035.2;248569;137712;205768;39953.8
334;Single;10.03.17 12:44;sedi_metalle;RawInt;Sn 5.0 mg B;;;SnCal;;;;;5;2;14336.8;38332.3;68637.4;67047.3;185627;46947.5;45257.9;55694.3;81222.6;34830.5;245977;137231;204836;39672.4
333;Single;10.03.17 12:44;sedi_metalle;RawInt;Sn 5.0 mg B;;;SnCal;;;;;5;2;14474.5;38502.7;68986.1;66967.9;185911;47004.8;45266.7;55849.3;81501.1;35011;248355;137401;204882;39892.4
332;Average;10.03.17 12:44;sedi_metalle;RawInt;Sn 5.0 mg B;;;SnCal;;;;;5;2;14417;38541.3;68929.1;67105.8;186027;47139.3;45269.8;55882.8;81455;34958.9;247634;137448;205162;39839.5
331;StdDev;10.03.17 12:44;sedi_metalle;RawInt;Sn 5.0 mg B;;;SnCal;;;;;5;2;71.586;230.734;267.833;174.659;468.338;284.09;13.77;207.29;213.167;111.854;1438.7;243.92;525.315;147.962
330;Single;10.03.17 12:39;sedi_metalle;RawInt;Sn 2.5 mg B;;;SnCal;;;;;2.5;2;14178.1;38478.7;68272;66395.3;184012;46744.6;44781.9;55915.6;80512;34539.7;161894;135911;202756;38561.8
329;Single;10.03.17 12:40;sedi_metalle;RawInt;Sn 2.5 mg B;;;SnCal;;;;;2.5;2;14231.2;38380.7;68452.7;66629;184314;46709.2;44687.1;55929.2;80755.9;34516.9;161114;136277;203043;38497.3
328;Single;10.03.17 12:41;sedi_metalle;RawInt;Sn 2.5 mg B;;;SnCal;;;;;2.5;2;14379.2;38311.2;68510;66539.2;184729;46664.5;44821.2;55804.6;80863.8;34689.5;162284;136520;203461;38574.4
327;Average;10.03.17 12:41;sedi_metalle;RawInt;Sn 2.5 mg B;;;SnCal;;;;;2.5;2;14262.8;38390.2;68411.6;66521.2;184352;46706.1;44763.4;55883.1;80710.6;34582;161764;136236;203087;38544.5
326;StdDev;10.03.17 12:41;sedi_metalle;RawInt;Sn 2.5 mg B;;;SnCal;;;;;2.5;2;104.215;84.153;124.217;117.889;359.981;40.14;68.938;68.351;180.228;93.764;595.735;306.563;354.523;41.359
325;Single;10.03.17 12:36;sedi_metalle;RawInt;Sn 1.25 mg B;;;SnCal;;;;;1.25;2;14165.2;38785.3;68747.5;66922.6;186621;46879.2;44910.2;56848;81011.7;34650.2;122993;136370;203607;41193.2
324;Single;10.03.17 12:36;sedi_metalle;RawInt;Sn 1.25 mg B;;;SnCal;;;;;1.25;2;14081.9;38581.9;68436;66516.5;185659;46788.7;45022.4;56505.3;80916.2;34717.7;122213;136162;202949;40997.5
323;Single;10.03.17 12:37;sedi_metalle;RawInt;Sn 1.25 mg B;;;SnCal;;;;;1.25;2;14168.7;38502.6;68498.4;66468.9;186217;46793.6;44971.4;56178;80863.9;34711.1;122826;136293;203335;40735.1
322;Average;10.03.17 12:37;sedi_metalle;RawInt;Sn 1.25 mg B;;;SnCal;;;;;1.25;2;14138.6;38623.3;68560.6;66636;186166;46820.5;44968;56510.4;80930.6;34693;122677;136275;203297;40975.3
321;StdDev;10.03.17 12:37;sedi_metalle;RawInt;Sn 1.25 mg B;;;SnCal;;;;;1.25;2;49.135;145.819;164.811;249.341;483.05;50.895;56.177;335.029;74.945;37.212;410.702;105.162;330.642;229.858
320;Single;10.03.17 12:32;sedi_metalle;RawInt;Sn 0.5 mg B;;;SnCal;;;;;0.5;2;14118.8;44229.2;70556.8;68314.2;186640;48319.3;45192.2;65416.4;82335;34796.1;98030.2;136356;202937;42022.5
319;Single;10.03.17 12:33;sedi_metalle;RawInt;Sn 0.5 mg B;;;SnCal;;;;;0.5;2;14055.2;42089.3;69434.5;67179;183983;47598.6;44705.3;62007.9;80902.7;34481.8;97296.8;135566;204849;40499.4
318;Single;10.03.17 12:33;sedi_metalle;RawInt;Sn 0.5 mg B;;;SnCal;;;;;0.5;2;14154.7;41012.1;68932.3;66982.2;184173;47344.1;44766.7;60358.6;80866;34534;97809.7;135146;201948;40140.5
317;Average;10.03.17 12:33;sedi_metalle;RawInt;Sn 0.5 mg B;;;SnCal;;;;;0.5;2;14109.6;42443.5;69641.2;67491.8;184932;47754;44888.1;62594.3;81367.9;34604;97712.2;135689;203245;40887.5
316;StdDev;10.03.17 12:33;sedi_metalle;RawInt;Sn 0.5 mg B;;;SnCal;;;;;0.5;2;50.389;1637.54;831.741;718.985;1482.22;505.832;265.17;2579.39;837.734;168.427;376.289;614.356;1474.77;999.214
315;Single;10.03.17 12:29;sedi_metalle;RawInt;S 5.0 mg B;;;MerckIVCal;;;;;5;2;14455.9;8473450;3379770;2447530;2957650;1829250;360329;12801500;2414600;367756;84736.3;137000;205833;4935720
314;Single;10.03.17 12:29;sedi_metalle;RawInt;S 5.0 mg B;;;MerckIVCal;;;;;5;2;14377.9;8571780;3425290;2467070;2980990;1831810;352812;13009900;2431110;369598;83466.8;135639;203223;4975200
313;Single;10.03.17 12:30;sedi_metalle;RawInt;S 5.0 mg B;;;MerckIVCal;;;;;5;2;14396.5;8432750;3376980;2442510;2952000;1827250;359096;12771200;2404490;366674;83335.9;135152;203209;4919020
312;Average;10.03.17 12:30;sedi_metalle;RawInt;S 5.0 mg B;;;MerckIVCal;;;;;5;2;14410.1;8492660;3394010;2452370;2963550;1829440;357412;12860900;2416730;368009;83846.3;135930;204088;4943310
311;StdDev;10.03.17 12:30;sedi_metalle;RawInt;S 5.0 mg B;;;MerckIVCal;;;;;5;2;40.74;71478;27122.3;12975.7;15368.2;2285.72;4031.42;129953;13437.6;1478.37;773.508;957.827;1510.94;28849.5
310;Single;10.03.17 12:25;sedi_metalle;RawInt;S 2.5 mg B;;;MerckIVCal;;;;;2.5;2;14249.4;4265810;1745120;1263330;1571530;941627;205018;6402020;1249970;202458;82489.6;135423;202524;2535180
309;Single;10.03.17 12:26;sedi_metalle;RawInt;S 2.5 mg B;;;MerckIVCal;;;;;2.5;2;14182.1;4307630;1759140;1271600;1580200;943122;204301;6474590;1256510;202661;82121.6;134564;201937;2553870
308;Single;10.03.17 12:26;sedi_metalle;RawInt;S 2.5 mg B;;;MerckIVCal;;;;;2.5;2;14230.3;4299200;1761920;1274380;1583900;949203;205676;6441630;1262070;204244;82960.5;135899;203711;2563100
307;Average;10.03.17 12:26;sedi_metalle;RawInt;S 2.5 mg B;;;MerckIVCal;;;;;2.5;2;14220.6;4290880;1755390;1269770;1578540;944651;204998;6439410;1256180;203121;82523.9;135295;202724;2550720
306;StdDev;10.03.17 12:26;sedi_metalle;RawInt;S 2.5 mg B;;;MerckIVCal;;;;;2.5;2;34.683;22116.6;9004.89;5747.81;6349.22;4012.67;687.711;36335.7;6056.61;977.829;420.5;676.595;903.753;14224.6
305;Single;10.03.17 12:21;sedi_metalle;RawInt;S 1.25 mg B;;;MerckIVCal;;;;;1.25;2;14039.1;2203430;904075;663251;870358;489783;123931;3210580;661407;120346;82103.1;135180;202225;1259670
304;Single;10.03.17 12:22;sedi_metalle;RawInt;S 1.25 mg B;;;MerckIVCal;;;;;1.25;2;14130.1;2245340;917488;672643;881970;496030;124498;3260760;671609;121047;81878.9;134845;201516;1282680
303;Single;10.03.17 12:23;sedi_metalle;RawInt;S 1.25 mg B;;;MerckIVCal;;;;;1.25;2;14155.2;2235000;916165;669823;880696;497372;124469;3256710;669859;120285;82142.3;135199;202175;1278400
302;Average;10.03.17 12:23;sedi_metalle;RawInt;S 1.25 mg B;;;MerckIVCal;;;;;1.25;2;14108.1;2227920;912576;668572;877675;494395;124299;3242680;667625;120559;82041.4;135075;201972;1273580
301;StdDev;10.03.17 12:23;sedi_metalle;RawInt;S 1.25 mg B;;;MerckIVCal;;;;;1.25;2;61.088;21832.8;7391.74;4819.29;6368.36;4050.08;319.315;27876;5455.57;423.432;142.116;199.124;395.698;12237.9
300;Single;10.03.17 12:18;sedi_metalle;RawInt;S 0.5 mg B;;;MerckIVCal;;;;;0.5;2;14098.9;963314;428192;326583;480113;245345;79724.4;1481410;330457;71988.4;81685.6;135717;202894;559299
299;Single;10.03.17 12:18;sedi_metalle;RawInt;S 0.5 mg B;;;MerckIVCal;;;;;0.5;2;14046;969421;430934;331017;482233;246665;80389.6;1487880;332481;72881.3;82100.3;136007;203571;563726
298;Single;10.03.17 12:19;sedi_metalle;RawInt;S 0.5 mg B;;;MerckIVCal;;;;;0.5;2;14119.1;979789;434081;329658;484759;244620;80379.9;1501670;334778;72525.4;82121.8;135647;202760;568344
297;Average;10.03.17 12:19;sedi_metalle;RawInt;S 0.5 mg B;;;MerckIVCal;;;;;0.5;2;14088;970841;431069;329086;482368;245543;80164.6;1490320;332572;72465;81969.2;135790;203075;563790
296;StdDev;10.03.17 12:19;sedi_metalle;RawInt;S 0.5 mg B;;;MerckIVCal;;;;;0.5;2;37.749;8328.83;2946.82;2271.67;2325.95;1036.83;381.284;10348;2161.94;449.501;245.869;190.875;434.742;4522.84
295;Single;10.03.17 12:14;sedi_metalle;RawInt;S 0 mg B;;;MerckIVCal;;;;;0;2;14180.7;37713.1;68669.3;67072.3;185993;63356.3;48197.7;59305;81442.9;34966.7;83064;137933;207058;38650.5
294;Single;10.03.17 12:15;sedi_metalle;RawInt;S 0 mg B;;;MerckIVCal;;;;;0;2;14341.8;37363.6;67964;66371.8;184170;59532.4;47186.1;57945.6;80444;34563.5;82081.8;136516;204371;38110.3
293;Single;10.03.17 12:15;sedi_metalle;RawInt;S 0 mg B;;;MerckIVCal;;;;;0;2;14162.1;37461.8;68461.8;66853.4;185176;56858.9;47003.4;57488.2;81196.2;34739;82600.7;137104;205249;38245.6
292;Average;10.03.17 12:15;sedi_metalle;RawInt;S 0 mg B;;;MerckIVCal;;;;;0;2;14228.2;37512.8;68365;66765.8;185113;59915.9;47462.4;58246.3;81027.7;34756.4;82582.2;137184;205559;38335.5
291;StdDev;10.03.17 12:15;sedi_metalle;RawInt;S 0 mg B;;;MerckIVCal;;;;;0;2;98.819;180.252;362.47;358.366;913.131;3265.63;643.307;944.982;520.331;202.162;491.362;711.908;1370.12;281.089
290;Single;10.03.17 12:11;sedi_metalle;RawInt;Blank;2;;Blank;;;;;;;14319.5;37202.4;67872;66430.8;184029;55784;46466.6;57004.3;80491.7;34545.3;82004.7;136175;204098;37675.2
289;Single;10.03.17 12:11;sedi_metalle;RawInt;Blank;2;;Blank;;;;;;;14356.2;37631.9;68686.5;67082.5;185697;59336.8;47486.6;58281.6;81359;34909.3;82911.1;137674;206464;38508.8
288;Single;10.03.17 12:12;sedi_metalle;RawInt;Blank;2;;Blank;;;;;;;14249.1;37442.6;68229.1;66728.9;184488;58774.1;47284;57832.6;81008.8;34753.5;82384.3;136773;205248;38154.7
287;Average;10.03.17 12:12;sedi_metalle;RawInt;Blank;2;;Blank;;;;;;;14308.3;37425.6;68262.5;66747.4;184738;57965;47079.1;57706.2;80953.2;34736;82433.4;136874;205270;38112.9
286;StdDev;10.03.17 12:12;sedi_metalle;RawInt;Blank;2;;Blank;;;;;;;54.427;215.252;408.278;326.244;861.644;1909.61;539.998;647.968;436.318;182.628;455.188;754.587;1183.15;418.369
285;Single;10.03.17 12:07;sedi_metalle;RawInt;Channel Sediment 2;2;Channel Sediment;Standard;;;;2;;;16833.1;49628.3;81761;115924;234311;16804200;3025670;4585620;104406;49024.3;101595;432609;1455300;653187
284;Single;10.03.17 12:08;sedi_metalle;RawInt;Channel Sediment 2;2;Channel Sediment;Standard;;;;2;;;16737.5;49550.7;81524.2;115254;234205;16650700;3010430;4560980;104169;48846.1;101721;430575;1451170;653240
283;Single;10.03.17 12:08;sedi_metalle;RawInt;Channel Sediment 2;2;Channel Sediment;Standard;;;;2;;;16731.5;49737.2;81576.9;115380;234045;16893500;3024170;4605850;104260;48959.7;101439;432524;1450430;647269
282;Average;10.03.17 12:08;sedi_metalle;RawInt;Channel Sediment 2;2;Channel Sediment;Standard;;;;2;;;16767.4;49638.7;81620.7;115519;234187;16782800;3020090;4584150;104278;48943.4;101585;431903;1452300;651232
281;StdDev;10.03.17 12:08;sedi_metalle;RawInt;Channel Sediment 2;2;Channel Sediment;Standard;;;;2;;;57.006;93.687;124.328;356.069;133.91;122806;8399.36;22471.1;119.559;90.216;141.266;1150.58;2624.29;3432.16
280;Single;10.03.17 12:03;sedi_metalle;RawInt;Channel Sediment 1;2;Channel Sediment;Standard;;;;1;;;16586.4;48622;80270.1;111428;230084;15360100;2773660;4204860;102079;47902.2;100187;413415;1379960;605270
279;Single;10.03.17 12:04;sedi_metalle;RawInt;Channel Sediment 1;2;Channel Sediment;Standard;;;;1;;;16540.3;48070.2;79567.7;109903;228191;15198800;2800330;4105380;101219;47280.4;98606.5;416231;1376530;597220
278;Single;10.03.17 12:04;sedi_metalle;RawInt;Channel Sediment 1;2;Channel Sediment;Standard;;;;1;;;16424.1;48316.2;79829.7;110382;228703;15401800;2711050;4205000;101462;47313.7;99407.5;406540;1349510;589356
277;Average;10.03.17 12:04;sedi_metalle;RawInt;Channel Sediment 1;2;Channel Sediment;Standard;;;;1;;;16516.9;48336.1;79889.2;110571;228993;15320200;2761680;4171750;101587;47498.8;99400.3;412062;1368670;597282
276;StdDev;10.03.17 12:04;sedi_metalle;RawInt;Channel Sediment 1;2;Channel Sediment;Standard;;;;1;;;83.635;276.44;354.956;779.87;979.179;107211;45829.8;57475.3;443.347;349.78;790.274;4985.16;16678.6;7957.18
275;Single;10.03.17 12:00;sedi_metalle;RawInt;Lake Sediment 2;2;Lake Sediment;Standard;;;;2;;;17732.7;44334.6;89112.7;152778;235846;19207200;3483430;2857240;134779;52721.2;103647;1210210;4852510;411037
274;Single;10.03.17 12:00;sedi_metalle;RawInt;Lake Sediment 2;2;Lake Sediment;Standard;;;;2;;;17609.8;44380.2;89040.4;152021;235610;18760800;3378480;2687250;133993;52666.5;102990;1177650;4667360;391142
273;Single;10.03.17 12:01;sedi_metalle;RawInt;Lake Sediment 2;2;Lake Sediment;Standard;;;;2;;;17638.9;43981.3;88133.5;149668;233581;18570300;3320560;2687930;132688;52002;102788;1161020;4612870;388284
272;Average;10.03.17 12:01;sedi_metalle;RawInt;Lake Sediment 2;2;Lake Sediment;Standard;;;;2;;;17660.5;44232;88762.2;151489;235012;18846100;3394160;2744140;133820;52463.2;103142;1182960;4710910;396821
271;StdDev;10.03.17 12:01;sedi_metalle;RawInt;Lake Sediment 2;2;Lake Sediment;Standard;;;;2;;;64.226;218.335;545.669;1621.82;1245.17;326906;82558.9;97948.1;1056.18;400.375;449.135;25021.2;125616;12394.1
270;Single;10.03.17 11:56;sedi_metalle;RawInt;Lake Sediment 1;2;Lake Sediment;Standard;;;;1;;;17786.1;45049.3;90435.9;161680;240327;20439800;3589590;2959000;139574;54471.1;106120;873125;3391300;431883
269;Single;10.03.17 11:57;sedi_metalle;RawInt;Lake Sediment 1;2;Lake Sediment;Standard;;;;1;;;17923.5;44819.1;89768.6;160074;238931;20279800;3628470;2900390;138093;54050.3;104483;881229;3377280;427041
268;Single;10.03.17 11:57;sedi_metalle;RawInt;Lake Sediment 1;2;Lake Sediment;Standard;;;;1;;;17904.3;44859.1;89533.7;159511;238539;20247600;3540940;2902090;137811;53822.4;105537;858230;3301930;423436
267;Average;10.03.17 11:57;sedi_metalle;RawInt;Lake Sediment 1;2;Lake Sediment;Standard;;;;1;;;17871.3;44909.2;89912.7;160422;239266;20322400;3586330;2920490;138493;54114.6;105380;870861;3356840;427453
266;StdDev;10.03.17 11:57;sedi_metalle;RawInt;Lake Sediment 1;2;Lake Sediment;Standard;;;;1;;;74.407;122.996;468.051;1125.52;939.807;102938;43855.8;33358.6;947.018;329.095;829.716;11665.4;48064.5;4238.57
265;Single;10.03.17 11:52;sedi_metalle;RawInt;LKSD-3_2;2;LKSD-3;Standard;;;;2;;;16983.6;43770.3;107419;130173;220007;24132300;4226540;6694780;125096;42660.1;109546;698712;2605300;309668
264;Single;10.03.17 11:53;sedi_metalle;RawInt;LKSD-3_2;2;LKSD-3;Standard;;;;2;;;17035.2;43566.8;106808;129078;218597;23393200;4201130;6428870;124118;42728.2;108073;708642;2625110;305983
263;Single;10.03.17 11:54;sedi_metalle;RawInt;LKSD-3_2;2;LKSD-3;Standard;;;;2;;;16966.2;43797;107098;128929;220114;23217700;4089240;6433170;124392;42909.3;109074;693261;2576170;303190
262;Average;10.03.17 11:54;sedi_metalle;RawInt;LKSD-3_2;2;LKSD-3;Standard;;;;2;;;16995;43711.4;107108;129393;219573;23581100;4172300;6518940;124535;42765.9;108898;700205;2602190;306280
261;StdDev;10.03.17 11:54;sedi_metalle;RawInt;LKSD-3_2;2;LKSD-3;Standard;;;;2;;;35.885;125.908;305.631;679.309;846.644;485380;73048.3;152297;504.509;128.799;752.165;7798.43;24617.5;3249.22
260;Single;10.03.17 11:49;sedi_metalle;RawInt;LKSD-3_1;2;LKSD-3;Standard;;;;1;;;17044.9;42911;105545;125792;215987;22597400;3991420;6218860;122199;41582.3;107256;821447;3132570;294691
259;Single;10.03.17 11:49;sedi_metalle;RawInt;LKSD-3_1;2;LKSD-3;Standard;;;;1;;;17044.4;43261;105833;125869;216904;22429700;3956340;6169120;122593;41926.7;107385;811138;3076370;294385
258;Single;10.03.17 11:50;sedi_metalle;RawInt;LKSD-3_1;2;LKSD-3;Standard;;;;1;;;16896.3;43470.4;105589;125265;216814;21935700;3878010;6056810;122312;41943.9;107791;809339;3090150;290648
257;Average;10.03.17 11:50;sedi_metalle;RawInt;LKSD-3_1;2;LKSD-3;Standard;;;;1;;;16995.2;43214.1;105656;125642;216568;22320900;3941920;6148260;122368;41817.6;107477;813975;3099700;293241
256;StdDev;10.03.17 11:50;sedi_metalle;RawInt;LKSD-3_1;2;LKSD-3;Standard;;;;1;;;85.65;282.63;155.143;328.754;505.457;343998;58063.2;83013.9;202.882;203.986;279.196;6533.45;29291;2251.1
255;Single;10.03.17 11:45;sedi_metalle;RawInt;LKSD-2_2;2;LKSD-2;Standard;;;;2;;;15958.9;44676.2;91188.5;106336;222221;24738200;4445760;9248800;104659;44498.9;109703;847729;3211180;424645
254;Single;10.03.17 11:46;sedi_metalle;RawInt;LKSD-2_2;2;LKSD-2;Standard;;;;2;;;16066.9;44588.2;90406.2;105395;220780;24704000;4332090;9345240;103624;44235.9;109823;827900;3166660;424386
253;Single;10.03.17 11:46;sedi_metalle;RawInt;LKSD-2_2;2;LKSD-2;Standard;;;;2;;;16077.4;44595.2;90440.3;105471;220711;24212500;4339430;9032420;103896;44292.8;108873;827842;3134770;416180
252;Average;10.03.17 11:46;sedi_metalle;RawInt;LKSD-2_2;2;LKSD-2;Standard;;;;2;;;16034.4;44619.9;90678.3;105734;221237;24551600;4372430;9208820;104060;44342.5;109466;834490;3170870;421737
251;StdDev;10.03.17 11:46;sedi_metalle;RawInt;LKSD-2_2;2;LKSD-2;Standard;;;;2;;;65.595;48.911;442.146;522.73;852.579;294138;63614.5;160196;536.56;138.374;517.333;11465.1;38378.6;4814.25
250;Single;10.03.17 11:42;sedi_metalle;RawInt;LKSD-2_1;2;LKSD-2;Standard;;;;1;;;15560.3;43253.8;86952.7;101196;223622;22374600;3993410;8302730;100003;42651.8;104553;676486;2502490;382179
249;Single;10.03.17 11:42;sedi_metalle;RawInt;LKSD-2_1;2;LKSD-2;Standard;;;;1;;;15485.3;42729;86428.4;100757;222062;21969800;3834660;8267870;98969.2;42165.1;104669;657144;2437810;378592
248;Single;10.03.17 11:43;sedi_metalle;RawInt;LKSD-2_1;2;LKSD-2;Standard;;;;1;;;15579.6;43083;87249.7;101120;223757;22057300;3876770;8225140;100112;42730.6;105471;659079;2432120;377827
247;Average;10.03.17 11:43;sedi_metalle;RawInt;LKSD-2_1;2;LKSD-2;Standard;;;;1;;;15541.7;43021.9;86876.9;101024;223147;22133900;3901610;8265250;99694.7;42515.8;104898;664236;2457470;379533
246;StdDev;10.03.17 11:43;sedi_metalle;RawInt;LKSD-2_1;2;LKSD-2;Standard;;;;1;;;49.816;267.676;415.859;234.615;942.059;212994;82239.2;38861.5;630.689;306.289;499.897;10652.5;39089.2;2323.49
