202/198 raw;Error;201/198 raw;Error;200/198 raw;Error;199/198 raw;Error;204/198 raw;Error;198/196 raw;Error;202/198 Tl corr;Error;201/198 Tl corr;Error;200/198 Tl corr;Error;199/198 Tl corr;Error;204/198 Tl corr;Error;198/196 Tl corr;Error;Total Hg beam;Error;Total Tl beam;Error;Fract;Error;Hg196 beam;Error;Hg198 beam;Error;Hg199 beam;Error;Hg200 beam;Error;Hg201 beam;Error;Hg202 beam;Error;Hg204 beam;Error;Tl203 beam;Error;Tl205 beam;Error;Pt195 beam;Error;Au197 beam;Error;Pb207 beam;Error;Pb204/Hg204;Error;Pt198/Hg198;Error;Pt196/Hg196;Error;Sample Name;Date and Time;File Number
3.025016E+00; { 4.95E-05 } ;1.333544E+00; { 2.03E-05 } ;2.329819E+00; { 7.78E-05 } ;1.696768E+00; { 1.99E-05 } ;7.003777E-01; { 1.78E-05 } ;6.580204E+01; { 1.63E-02 } ;2.968568E+00; { 4.83E-05 } ;1.314789E+00; { 1.86E-05 } ;2.307865E+00; { 8.91E-05 } ;1.688738E+00; { 1.93E-05 } ;6.809500E-01; { 1.78E-05 } ;6.517590E+01; { 1.61E-02 } ;1.166874E+01; { 2.99E-03 } ;2.032278E+01; { 4.83E-02 } ;-9.416051E-01; { 1.22E-03 } ;1.755351E-02; { 5.83E-06 } ;1.155240E+00; { 3.00E-04 } ;1.960179E+00; { 5.07E-04 } ;2.691476E+00; { 7.16E-04 } ;1.540569E+00; { 3.88E-04 } ;3.494626E+00; { 8.79E-04 } ;8.090945E-01; { 2.03E-04 } ;5.960990E+00; { 1.42E-02 } ;1.436179E+01; { 3.42E-02 } ;1.664863E-05; { 3.09E-06 } ;1.869230E-05; { 3.85E-06 } ;3.554734E-04; { 3.06E-06 } ;2.795985E-05; { 2.40E-07 } ;3.097045E-06; { 5.75E-07 } ;7.110334E-04; { 1.32E-04 } ;'NIST 10ppb' run on 15 March 2017 at 11:22;;
3.019178E+00; { 8.04E-05 } ;1.331546E+00; { 2.92E-05 } ;2.327692E+00; { 9.11E-05 } ;1.696051E+00; { 1.65E-05 } ;6.983689E-01; { 2.75E-05 } ;6.580040E+01; { 1.60E-02 } ;2.964397E+00; { 4.91E-05 } ;1.313316E+00; { 1.69E-05 } ;2.306450E+00; { 9.14E-05 } ;1.688252E+00; { 1.75E-05 } ;6.795383E-01; { 1.54E-05 } ;6.518642E+01; { 1.62E-02 } ;1.123104E+01; { 2.58E-03 } ;1.857584E+01; { 4.18E-02 } ;-9.147620E-01; { 1.65E-03 } ;1.692067E-02; { 4.79E-06 } ;1.113294E+00; { 2.51E-04 } ;1.888208E+00; { 4.31E-04 } ;2.591457E+00; { 5.81E-04 } ;1.482402E+00; { 3.45E-04 } ;3.361260E+00; { 7.89E-04 } ;7.775002E-01; { 1.88E-04 } ;5.449609E+00; { 1.22E-02 } ;1.312623E+01; { 2.95E-02 } ;1.378169E-06; { 4.24E-06 } ;1.850723E-05; { 2.87E-06 } ;3.539777E-04; { 3.56E-06 } ;2.898639E-05; { 2.88E-07 } ;2.651755E-07; { 8.18E-07 } ;6.045416E-05; { 1.88E-04 } ;'Fluka 10ppb' run on 15 March 2017 at 11:35;;
3.022840E+00; { 4.96E-05 } ;1.332730E+00; { 2.19E-05 } ;2.329111E+00; { 7.47E-05 } ;1.696430E+00; { 1.67E-05 } ;6.996874E-01; { 1.92E-05 } ;6.575353E+01; { 1.34E-02 } ;2.967468E+00; { 3.02E-05 } ;1.314328E+00; { 1.53E-05 } ;2.307551E+00; { 6.85E-05 } ;1.688544E+00; { 1.57E-05 } ;6.806313E-01; { 1.18E-05 } ;6.514000E+01; { 1.35E-02 } ;1.174929E+01; { 2.16E-03 } ;1.865900E+01; { 3.50E-02 } ;-9.226433E-01; { 8.78E-04 } ;1.769880E-02; { 4.82E-06 } ;1.163767E+00; { 2.12E-04 } ;1.974243E+00; { 3.66E-04 } ;2.710484E+00; { 4.88E-04 } ;1.550973E+00; { 2.92E-04 } ;3.517861E+00; { 6.52E-04 } ;8.142632E-01; { 1.55E-04 } ;5.473631E+00; { 1.03E-02 } ;1.318537E+01; { 2.47E-02 } ;1.709015E-05; { 3.82E-06 } ;6.162931E-06; { 2.89E-06 } ;3.477930E-04; { 2.58E-06 } ;2.718418E-05; { 2.01E-07 } ;3.153849E-06; { 7.05E-07 } ;7.233576E-04; { 1.62E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 11:48;;
3.022259E+00; { 8.11E-05 } ;1.332676E+00; { 3.25E-05 } ;2.328837E+00; { 6.18E-05 } ;1.696527E+00; { 2.35E-05 } ;6.994805E-01; { 2.80E-05 } ;6.580253E+01; { 1.77E-02 } ;2.962275E+00; { 4.62E-05 } ;1.312750E+00; { 1.92E-05 } ;2.305484E+00; { 4.59E-05 } ;1.687984E+00; { 2.23E-05 } ;6.788547E-01; { 1.69E-05 } ;6.514453E+01; { 1.65E-02 } ;1.106566E+01; { 6.18E-03 } ;1.876611E+01; { 5.63E-02 } ;-1.001056E+00; { 1.86E-03 } ;1.666044E-02; { 1.21E-05 } ;1.096159E+00; { 6.29E-04 } ;1.859676E+00; { 1.06E-03 } ;2.552757E+00; { 1.44E-03 } ;1.460817E+00; { 8.10E-04 } ;3.312867E+00; { 1.83E-03 } ;7.667264E-01; { 4.12E-04 } ;5.502142E+00; { 1.65E-02 } ;1.326397E+01; { 3.99E-02 } ;3.536824E-06; { 3.92E-06 } ;-5.837706E-06; { 2.53E-06 } ;3.330233E-04; { 2.62E-06 } ;2.759738E-05; { 2.11E-07 } ;6.942784E-07; { 7.68E-07 } ;1.590606E-04; { 1.76E-04 } ;'Fluka 10 ppb' Reanalysed 15 March 2017 at 12:02;;
3.026840E+00; { 3.33E-04 } ;1.334180E+00; { 1.19E-04 } ;2.330483E+00; { 1.46E-04 } ;1.696994E+00; { 6.09E-05 } ;7.010847E-01; { 1.13E-04 } ;6.576580E+01; { 1.60E-02 } ;2.965871E+00; { 5.04E-05 } ;1.313931E+00; { 1.98E-05 } ;2.306822E+00; { 4.89E-05 } ;1.688319E+00; { 2.41E-05 } ;6.801148E-01; { 1.84E-05 } ;6.509130E+01; { 1.58E-02 } ;1.145100E+01; { 3.50E-02 } ;1.889004E+01; { 4.84E-02 } ;-1.015565E+00; { 5.43E-03 } ;1.723459E-02; { 5.39E-05 } ;1.133234E+00; { 3.54E-03 } ;1.923084E+00; { 5.95E-03 } ;2.640966E+00; { 8.11E-03 } ;1.511923E+00; { 4.60E-03 } ;3.430077E+00; { 1.04E-02 } ;7.944793E-01; { 2.36E-03 } ;5.537906E+00; { 1.43E-02 } ;1.335214E+01; { 3.41E-02 } ;4.440331E-06; { 3.66E-06 } ;8.022706E-06; { 2.68E-06 } ;3.368152E-04; { 3.12E-06 } ;2.704809E-05; { 2.65E-07 } ;8.559368E-07; { 6.96E-07 } ;1.959126E-04; { 1.60E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 12:14;;
3.023086E+00; { 5.56E-05 } ;1.332960E+00; { 2.27E-05 } ;2.329289E+00; { 7.49E-05 } ;1.696645E+00; { 2.02E-05 } ;6.997746E-01; { 1.69E-05 } ;6.590486E+01; { 1.50E-02 } ;2.961218E+00; { 5.26E-05 } ;1.312402E+00; { 2.10E-05 } ;2.305217E+00; { 7.91E-05 } ;1.687816E+00; { 1.86E-05 } ;6.784981E-01; { 1.60E-05 } ;6.521605E+01; { 1.47E-02 } ;1.092039E+01; { 5.31E-03 } ;1.894666E+01; { 4.52E-02 } ;-1.032536E+00; { 1.10E-03 } ;1.640851E-02; { 9.30E-06 } ;1.081555E+00; { 5.34E-04 } ;1.834991E+00; { 9.02E-04 } ;2.519290E+00; { 1.23E-03 } ;1.441669E+00; { 6.98E-04 } ;3.269632E+00; { 1.58E-03 } ;7.568443E-01; { 3.63E-04 } ;5.547715E+00; { 1.42E-02 } ;1.339294E+01; { 3.19E-02 } ;5.681543E-06; { 3.12E-06 } ;2.694258E-05; { 5.81E-06 } ;3.354804E-04; { 2.68E-06 } ;2.819836E-05; { 2.28E-07 } ;1.135032E-06; { 6.21E-07 } ;2.605415E-04; { 1.43E-04 } ;'Fluka 10 ppb' run on 15 March 2017 at 12:29;;
3.030039E+00; { 4.26E-05 } ;1.335345E+00; { 1.39E-05 } ;2.331966E+00; { 5.87E-05 } ;1.697484E+00; { 2.20E-05 } ;7.021794E-01; { 1.26E-05 } ;6.593437E+01; { 1.82E-02 } ;2.965485E+00; { 4.69E-05 } ;1.313888E+00; { 1.61E-05 } ;2.306838E+00; { 6.06E-05 } ;1.688294E+00; { 2.24E-05 } ;6.799519E-01; { 1.46E-05 } ;6.521764E+01; { 1.81E-02 } ;1.098724E+01; { 5.28E-03 } ;1.829306E+01; { 5.54E-02 } ;-1.075496E+00; { 7.34E-04 } ;1.648183E-02; { 8.07E-06 } ;1.086537E+00; { 5.25E-04 } ;1.844358E+00; { 8.93E-04 } ;2.533754E+00; { 1.23E-03 } ;1.450906E+00; { 6.94E-04 } ;3.292255E+00; { 1.57E-03 } ;7.629412E-01; { 3.61E-04 } ;5.360635E+00; { 1.62E-02 } ;1.293243E+01; { 3.92E-02 } ;3.436567E-06; { 4.11E-06 } ;7.475925E-06; { 5.19E-06 } ;3.180657E-04; { 3.98E-06 } ;2.647638E-05; { 3.34E-07 } ;6.787463E-07; { 8.13E-07 } ;1.555784E-04; { 1.87E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 12:42;;
3.031551E+00; { 3.66E-04 } ;1.335885E+00; { 1.41E-04 } ;2.332821E+00; { 1.52E-04 } ;1.697707E+00; { 5.15E-05 } ;7.026896E-01; { 1.22E-04 } ;6.579856E+01; { 1.13E-02 } ;2.965483E+00; { 7.62E-05 } ;1.313925E+00; { 4.39E-05 } ;2.307037E+00; { 6.36E-05 } ;1.688246E+00; { 2.35E-05 } ;6.799533E-01; { 2.65E-05 } ;6.507398E+01; { 1.21E-02 } ;1.073808E+01; { 8.51E-02 } ;1.788824E+01; { 1.51E-01 } ;-1.099968E+00; { 5.20E-03 } ;1.613174E-02; { 1.30E-04 } ;1.061552E+00; { 8.50E-03 } ;1.802142E+00; { 1.44E-02 } ;2.476240E+00; { 1.97E-02 } ;1.418070E+00; { 1.12E-02 } ;3.218041E+00; { 2.54E-02 } ;7.459055E-01; { 5.84E-03 } ;5.241173E+00; { 4.43E-02 } ;1.264706E+01; { 1.06E-01 } ;1.361628E-05; { 4.49E-06 } ;-8.349706E-07; { 4.66E-06 } ;3.168000E-04; { 4.04E-06 } ;2.683249E-05; { 2.71E-07 } ;2.833469E-06; { 9.16E-07 } ;6.495610E-04; { 2.10E-04 } ;'N1 C2-01-01 10ppb' Reanalysed 15 March 2017 at 12:57;;
3.030181E+00; { 9.55E-05 } ;1.335379E+00; { 3.54E-05 } ;2.331914E+00; { 6.84E-05 } ;1.697455E+00; { 2.22E-05 } ;7.022703E-01; { 3.19E-05 } ;6.580309E+01; { 1.20E-02 } ;2.965089E+00; { 3.51E-05 } ;1.313750E+00; { 1.78E-05 } ;2.306655E+00; { 6.00E-05 } ;1.688202E+00; { 2.01E-05 } ;6.798668E-01; { 1.01E-05 } ;6.508215E+01; { 1.21E-02 } ;1.099920E+01; { 1.82E-02 } ;1.876413E+01; { 5.24E-02 } ;-1.084731E+00; { 1.49E-03 } ;1.652663E-02; { 2.71E-05 } ;1.087694E+00; { 1.82E-03 } ;1.846310E+00; { 3.08E-03 } ;2.536440E+00; { 4.22E-03 } ;1.452467E+00; { 2.40E-03 } ;3.295904E+00; { 5.42E-03 } ;7.638534E-01; { 1.25E-03 } ;5.498365E+00; { 1.54E-02 } ;1.326576E+01; { 3.71E-02 } ;2.539819E-05; { 2.91E-06 } ;6.697788E-06; { 7.14E-06 } ;3.450388E-04; { 3.84E-06 } ;2.856774E-05; { 3.06E-07 } ;5.037498E-06; { 5.80E-07 } ;1.155114E-03; { 1.33E-04 } ;'NIST 10ppb' run on 15 March 2017 at 13:07;;
3.031071E+00; { 6.09E-05 } ;1.335667E+00; { 2.51E-05 } ;2.332155E+00; { 5.76E-05 } ;1.697580E+00; { 2.01E-05 } ;7.025464E-01; { 2.09E-05 } ;6.580402E+01; { 1.23E-02 } ;2.965051E+00; { 5.90E-05 } ;1.313736E+00; { 2.30E-05 } ;2.306466E+00; { 5.16E-05 } ;1.688172E+00; { 2.27E-05 } ;6.798177E-01; { 1.80E-05 } ;6.507238E+01; { 1.21E-02 } ;1.078814E+01; { 1.31E-02 } ;1.830995E+01; { 8.01E-02 } ;-1.099271E+00; { 1.10E-03 } ;1.621091E-02; { 2.04E-05 } ;1.066641E+00; { 1.31E-03 } ;1.810709E+00; { 2.22E-03 } ;2.487514E+00; { 3.02E-03 } ;1.424664E+00; { 1.73E-03 } ;3.233047E+00; { 3.91E-03 } ;7.493496E-01; { 9.01E-04 } ;5.364649E+00; { 2.35E-02 } ;1.294530E+01; { 5.66E-02 } ;1.878013E-05; { 2.65E-06 } ;1.649101E-05; { 4.02E-06 } ;3.214135E-04; { 2.53E-06 } ;2.728704E-05; { 2.23E-07 } ;3.784120E-06; { 5.36E-07 } ;8.674958E-04; { 1.23E-04 } ;'N2 C2-01-03' run on 15 March 2017 at 13:20;;
3.032782E+00; { 4.93E-05 } ;1.336345E+00; { 2.46E-05 } ;2.332867E+00; { 5.90E-05 } ;1.697871E+00; { 2.30E-05 } ;7.031719E-01; { 1.75E-05 } ;6.590842E+01; { 1.36E-02 } ;2.965058E+00; { 5.18E-05 } ;1.313867E+00; { 2.20E-05 } ;2.306507E+00; { 6.17E-05 } ;1.688232E+00; { 2.37E-05 } ;6.798470E-01; { 1.62E-05 } ;6.515739E+01; { 1.35E-02 } ;1.039225E+01; { 9.79E-03 } ;1.784569E+01; { 5.72E-02 } ;-1.127862E+00; { 9.86E-04 } ;1.558702E-02; { 1.54E-05 } ;1.027093E+00; { 9.76E-04 } ;1.743863E+00; { 1.66E-03 } ;2.395991E+00; { 2.24E-03 } ;1.372561E+00; { 1.29E-03 } ;3.114950E+00; { 2.93E-03 } ;7.222086E-01; { 6.75E-04 } ;5.227605E+00; { 1.67E-02 } ;1.261808E+01; { 4.04E-02 } ;1.307520E-05; { 2.83E-06 } ;2.878750E-05; { 4.14E-06 } ;3.203976E-04; { 3.06E-06 } ;2.808992E-05; { 2.88E-07 } ;2.754635E-06; { 5.94E-07 } ;6.316838E-04; { 1.36E-04 } ;'NIST 10ppb' run on 15 March 2017 at 13:33;;
3.030303E+00; { 5.36E-05 } ;1.335255E+00; { 2.12E-05 } ;2.332039E+00; { 4.61E-05 } ;1.697331E+00; { 1.67E-05 } ;7.022783E-01; { 1.91E-05 } ;6.593042E+01; { 1.41E-02 } ;2.965711E+00; { 3.83E-05 } ;1.313761E+00; { 1.28E-05 } ;2.306879E+00; { 4.39E-05 } ;1.688146E+00; { 1.54E-05 } ;6.800539E-01; { 1.23E-05 } ;6.521313E+01; { 1.40E-02 } ;1.118149E+01; { 8.21E-03 } ;1.913703E+01; { 5.16E-02 } ;-1.076838E+00; { 1.02E-03 } ;1.676960E-02; { 1.28E-05 } ;1.105735E+00; { 8.23E-04 } ;1.876795E+00; { 1.39E-03 } ;2.578532E+00; { 1.90E-03 } ;1.476417E+00; { 1.08E-03 } ;3.350713E+00; { 2.44E-03 } ;7.765251E-01; { 5.61E-04 } ;5.607904E+00; { 1.51E-02 } ;1.352912E+01; { 3.65E-02 } ;-2.048892E-06; { 3.84E-06 } ;2.691798E-05; { 3.97E-06 } ;3.310547E-04; { 2.29E-06 } ;2.709958E-05; { 1.93E-07 } ;-3.978714E-07; { 7.49E-07 } ;-9.135929E-05; { 1.72E-04 } ;'N3 D-05-02' run on 15 March 2017 at 13:46;;
3.030826E+00; { 2.09E-04 } ;1.335546E+00; { 7.94E-05 } ;2.331870E+00; { 1.01E-04 } ;1.697558E+00; { 3.55E-05 } ;7.024657E-01; { 6.72E-05 } ;6.588623E+01; { 1.31E-02 } ;2.965074E+00; { 4.96E-05 } ;1.313688E+00; { 2.25E-05 } ;2.306288E+00; { 6.76E-05 } ;1.688197E+00; { 1.58E-05 } ;6.798144E-01; { 1.71E-05 } ;6.515072E+01; { 1.37E-02 } ;1.096722E+01; { 4.78E-02 } ;1.863771E+01; { 1.08E-01 } ;-1.095885E+00; { 3.21E-03 } ;1.646391E-02; { 7.33E-05 } ;1.084435E+00; { 4.78E-03 } ;1.840885E+00; { 8.07E-03 } ;2.528699E+00; { 1.10E-02 } ;1.448300E+00; { 6.29E-03 } ;3.286699E+00; { 1.43E-02 } ;7.617408E-01; { 3.28E-03 } ;5.460889E+00; { 3.17E-02 } ;1.317682E+01; { 7.63E-02 } ;1.614477E-05; { 4.53E-06 } ;3.095217E-05; { 3.94E-06 } ;3.373249E-04; { 3.51E-06 } ;2.807905E-05; { 2.36E-07 } ;3.219900E-06; { 9.10E-07 } ;7.387496E-04; { 2.09E-04 } ;'NIST 10ppb' run on 15 March 2017 at 13:59;;
3.032973E+00; { 4.00E-04 } ;1.335627E+00; { 2.64E-05 } ;2.331476E+00; { 2.41E-04 } ;1.694997E+00; { 6.27E-04 } ;7.031690E-01; { 1.38E-04 } ;6.586900E+01; { 2.25E-02 } ;2.965936E+00; { 3.86E-04 } ;1.313353E+00; { 2.22E-05 } ;2.305442E+00; { 2.40E-04 } ;1.685476E+00; { 6.25E-04 } ;6.800946E-01; { 1.32E-04 } ;6.512589E+01; { 2.24E-02 } ;1.055146E+01; { 7.66E-03 } ;1.854187E+01; { 4.59E-02 } ;-1.115759E+00; { 8.21E-04 } ;1.583831E-02; { 1.22E-05 } ;1.043360E+00; { 7.48E-04 } ;1.768411E+00; { 1.67E-03 } ;2.432081E+00; { 1.91E-03 } ;1.393541E+00; { 9.92E-04 } ;3.166403E+00; { 2.21E-03 } ;7.342072E-01; { 5.07E-04 } ;5.431984E+00; { 1.35E-02 } ;1.310989E+01; { 3.25E-02 } ;7.542919E-06; { 3.59E-06 } ;-1.812200E-05; { 4.13E-06 } ;3.064899E-04; { 2.63E-06 } ;2.641441E-05; { 2.06E-07 } ;1.554395E-06; { 7.41E-07 } ;3.558683E-04; { 1.70E-04 } ;'N4 D-05-04' run on 15 March 2017 at 14:13;;
3.025194E+00; { 8.65E-05 } ;1.333384E+00; { 3.18E-05 } ;2.329759E+00; { 5.89E-05 } ;1.696580E+00; { 2.13E-05 } ;7.004757E-01; { 2.56E-05 } ;6.582681E+01; { 1.21E-02 } ;2.965964E+00; { 5.69E-05 } ;1.313710E+00; { 2.00E-05 } ;2.306689E+00; { 6.13E-05 } ;1.688138E+00; { 1.94E-05 } ;6.801156E-01; { 1.70E-05 } ;6.517011E+01; { 1.18E-02 } ;1.142600E+01; { 5.91E-03 } ;2.171850E+01; { 8.72E-02 } ;-9.871326E-01; { 1.29E-03 } ;1.718831E-02; { 7.97E-06 } ;1.131221E+00; { 5.69E-04 } ;1.919219E+00; { 9.73E-04 } ;2.635424E+00; { 1.36E-03 } ;1.508361E+00; { 7.85E-04 } ;3.422189E+00; { 1.80E-03 } ;7.924027E-01; { 4.21E-04 } ;6.368350E+00; { 2.56E-02 } ;1.535015E+01; { 6.16E-02 } ;7.874772E-06; { 2.18E-06 } ;1.061028E-05; { 4.53E-06 } ;3.541538E-04; { 3.35E-06 } ;2.842318E-05; { 2.71E-07 } ;1.498092E-06; { 4.15E-07 } ;3.438666E-04; { 9.53E-05 } ;'NIST 10 ppb (after power failure)' run on 15 March 2017 at 15:38;;
3.022035E+00; { 1.29E-04 } ;1.332441E+00; { 4.61E-05 } ;2.328665E+00; { 8.45E-05 } ;1.696319E+00; { 2.78E-05 } ;6.994430E-01; { 4.51E-05 } ;6.571533E+01; { 1.41E-02 } ;2.960608E+00; { 5.12E-05 } ;1.312034E+00; { 2.04E-05 } ;2.304756E+00; { 6.65E-05 } ;1.687571E+00; { 2.38E-05 } ;6.783264E-01; { 1.58E-05 } ;6.503383E+01; { 1.35E-02 } ;1.078409E+01; { 2.71E-03 } ;2.006040E+01; { 4.06E-02 } ;-1.026704E+00; { 2.05E-03 } ;1.625327E-02; { 5.76E-06 } ;1.068344E+00; { 2.76E-04 } ;1.812267E+00; { 4.57E-04 } ;2.487603E+00; { 6.03E-04 } ;1.423517E+00; { 3.57E-04 } ;3.228609E+00; { 8.10E-04 } ;7.472571E-01; { 1.87E-04 } ;5.880591E+00; { 1.19E-02 } ;1.417981E+01; { 2.86E-02 } ;-1.313615E-05; { 3.43E-06 } ;-2.079812E-05; { 1.03E-05 } ;3.281542E-04; { 2.88E-06 } ;2.790967E-05; { 2.46E-07 } ;-2.643150E-06; { 6.90E-07 } ;-6.056925E-04; { 1.58E-04 } ;'Fluka 10 ppb' run on 15 March 2017 at 15:52;;
3.015556E+00; { 1.03E-04 } ;1.329898E+00; { 3.70E-05 } ;2.326005E+00; { 5.27E-05 } ;1.695402E+00; { 2.55E-05 } ;6.971175E-01; { 3.80E-05 } ;6.569099E+01; { 1.15E-02 } ;2.970907E+00; { 1.06E-04 } ;1.315085E+00; { 3.09E-05 } ;2.308665E+00; { 5.94E-05 } ;1.689035E+00; { 2.78E-05 } ;6.817660E-01; { 3.37E-05 } ;6.519510E+01; { 1.18E-02 } ;1.029631E+01; { 1.30E-02 } ;1.746561E+01; { 4.26E-02 } ;-7.456094E-01; { 3.29E-03 } ;1.554919E-02; { 1.98E-05 } ;1.021545E+00; { 1.27E-03 } ;1.731917E+00; { 2.16E-03 } ;2.376114E+00; { 2.98E-03 } ;1.358564E+00; { 1.73E-03 } ;3.080496E+00; { 3.92E-03 } ;7.121287E-01; { 9.21E-04 } ;5.129797E+00; { 1.24E-02 } ;1.233581E+01; { 3.01E-02 } ;9.880773E-06; { 4.35E-06 } ;4.659674E-05; { 4.07E-06 } ;3.379568E-04; { 3.03E-06 } ;3.024454E-05; { 2.77E-07 } ;2.056275E-06; { 9.10E-07 } ;4.719988E-04; { 2.09E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 16:04;;
3.024595E+00; { 6.71E-05 } ;1.333159E+00; { 2.35E-05 } ;2.329396E+00; { 5.89E-05 } ;1.696610E+00; { 2.00E-05 } ;7.003030E-01; { 2.15E-05 } ;6.583660E+01; { 1.18E-02 } ;2.964936E+00; { 4.40E-05 } ;1.313331E+00; { 1.54E-05 } ;2.306172E+00; { 5.34E-05 } ;1.688103E+00; { 1.72E-05 } ;6.797903E-01; { 1.14E-05 } ;6.517483E+01; { 1.14E-02 } ;1.171777E+01; { 2.22E-03 } ;1.965737E+01; { 4.42E-02 } ;-9.941882E-01; { 1.02E-03 } ;1.762715E-02; { 4.51E-06 } ;1.160346E+00; { 2.12E-04 } ;1.968652E+00; { 3.59E-04 } ;2.702871E+00; { 4.99E-04 } ;1.546921E+00; { 2.85E-04 } ;3.509326E+00; { 6.55E-04 } ;8.125909E-01; { 1.47E-04 } ;5.763665E+00; { 1.30E-02 } ;1.389370E+01; { 3.13E-02 } ;-8.093680E-07; { 3.05E-06 } ;-1.124679E-05; { 3.96E-06 } ;3.303480E-04; { 2.15E-06 } ;2.584876E-05; { 1.68E-07 } ;-1.493963E-07; { 5.65E-07 } ;-3.438370E-05; { 1.30E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 16:18;;
3.027592E+00; { 4.17E-05 } ;1.334449E+00; { 1.77E-05 } ;2.331026E+00; { 6.90E-05 } ;1.697166E+00; { 1.71E-05 } ;7.013718E-01; { 1.17E-05 } ;6.586443E+01; { 1.35E-02 } ;2.960242E+00; { 3.99E-05 } ;1.312089E+00; { 1.73E-05 } ;2.304835E+00; { 6.52E-05 } ;1.687573E+00; { 1.86E-05 } ;6.782256E-01; { 1.18E-05 } ;6.511707E+01; { 1.33E-02 } ;1.011854E+01; { 7.65E-03 } ;1.789197E+01; { 5.70E-02 } ;-1.122995E+00; { 6.87E-04 } ;1.519937E-02; { 1.23E-05 } ;1.001175E+00; { 7.64E-04 } ;1.699153E+00; { 1.29E-03 } ;2.333682E+00; { 1.76E-03 } ;1.336021E+00; { 1.01E-03 } ;3.031108E+00; { 2.28E-03 } ;7.022016E-01; { 5.27E-04 } ;5.241371E+00; { 1.67E-02 } ;1.265060E+01; { 4.03E-02 } ;2.788521E-05; { 3.31E-06 } ;1.762927E-05; { 5.08E-06 } ;2.869016E-04; { 3.14E-06 } ;2.592982E-05; { 2.84E-07 } ;6.000939E-06; { 7.12E-07 } ;1.376601E-03; { 1.63E-04 } ;'Fluka 10 ppb' Reanalysed 15 March 2017 at 16:33;;
3.031361E+00; { 8.32E-05 } ;1.335639E+00; { 3.19E-05 } ;2.332114E+00; { 7.17E-05 } ;1.697577E+00; { 2.50E-05 } ;7.027214E-01; { 2.97E-05 } ;6.587490E+01; { 1.29E-02 } ;2.964563E+00; { 3.34E-05 } ;1.313450E+00; { 1.73E-05 } ;2.306168E+00; { 6.26E-05 } ;1.688077E+00; { 2.19E-05 } ;6.797365E-01; { 1.25E-05 } ;6.513431E+01; { 1.27E-02 } ;1.073842E+01; { 1.81E-02 } ;1.848297E+01; { 5.40E-02 } ;-1.113150E+00; { 1.17E-03 } ;1.611604E-02; { 2.79E-05 } ;1.061675E+00; { 1.80E-03 } ;1.802284E+00; { 3.05E-03 } ;2.475946E+00; { 4.18E-03 } ;1.418026E+00; { 2.38E-03 } ;3.218316E+00; { 5.39E-03 } ;7.460601E-01; { 1.24E-03 } ;5.414902E+00; { 1.59E-02 } ;1.306806E+01; { 3.81E-02 } ;8.416335E-06; { 2.88E-06 } ;1.046591E-04; { 3.53E-06 } ;3.065252E-04; { 3.31E-06 } ;2.607773E-05; { 2.96E-07 } ;1.717109E-06; { 5.88E-07 } ;3.939513E-04; { 1.35E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 16:44;;
3.025629E+00; { 5.59E-05 } ;1.333561E+00; { 2.40E-05 } ;2.329897E+00; { 7.33E-05 } ;1.696734E+00; { 1.99E-05 } ;7.007510E-01; { 1.82E-05 } ;6.575674E+01; { 1.23E-02 } ;2.964778E+00; { 2.96E-05 } ;1.313314E+00; { 1.56E-05 } ;2.306198E+00; { 6.77E-05 } ;1.688055E+00; { 1.87E-05 } ;6.798260E-01; { 1.30E-05 } ;6.508111E+01; { 1.20E-02 } ;1.148162E+01; { 2.22E-03 } ;1.951598E+01; { 3.70E-02 } ;-1.015620E+00; { 1.14E-03 } ;1.728001E-02; { 6.63E-06 } ;1.136601E+00; { 2.29E-04 } ;1.928502E+00; { 3.87E-04 } ;2.648081E+00; { 5.13E-04 } ;1.515714E+00; { 2.93E-04 } ;3.438951E+00; { 6.55E-04 } ;7.964902E-01; { 1.45E-04 } ;5.721364E+00; { 1.08E-02 } ;1.379462E+01; { 2.62E-02 } ;1.754656E-05; { 2.90E-06 } ;5.106402E-06; { 2.92E-06 } ;3.344733E-04; { 2.69E-06 } ;2.670497E-05; { 2.22E-07 } ;3.322701E-06; { 5.49E-07 } ;7.621086E-04; { 1.26E-04 } ;'NIST (after gas retuning)' run on 15 March 2017 at 16:51;;
