202/198 raw;Error;201/198 raw;Error;200/198 raw;Error;199/198 raw;Error;204/198 raw;Error;198/196 raw;Error;202/198 Tl corr;Error;201/198 Tl corr;Error;200/198 Tl corr;Error;199/198 Tl corr;Error;204/198 Tl corr;Error;198/196 Tl corr;Error;Total Hg beam;Error;Total Tl beam;Error;Fract;Error;Hg196 beam;Error;Hg198 beam;Error;Hg199 beam;Error;Hg200 beam;Error;Hg201 beam;Error;Hg202 beam;Error;Hg204 beam;Error;Tl203 beam;Error;Tl205 beam;Error;Pt195 beam;Error;Au197 beam;Error;Pb207 beam;Error;Pb204/Hg204;Error;Pt198/Hg198;Error;Pt196/Hg196;Error;Sample Name;Date and Time;File Number
3.019017E+00; { 5.56E-05 } ;1.331316E+00; { 1.95E-05 } ;2.327323E+00; { 5.49E-05 } ;1.695910E+00; { 2.24E-05 } ;6.983840E-01; { 2.00E-05 } ;6.579234E+01; { 1.18E-02 } ;2.961178E+00; { 3.93E-05 } ;1.312082E+00; { 1.70E-05 } ;2.304838E+00; { 5.07E-05 } ;1.687663E+00; { 2.23E-05 } ;6.785008E-01; { 1.23E-05 } ;6.514947E+01; { 1.14E-02 } ;1.095210E+01; { 3.12E-03 } ;1.874927E+01; { 8.05E-02 } ;-9.660448E-01; { 1.33E-03 } ;1.650390E-02; { 4.33E-06 } ;1.085746E+00; { 2.99E-04 } ;1.841325E+00; { 5.14E-04 } ;2.526880E+00; { 7.25E-04 } ;1.445472E+00; { 4.10E-04 } ;3.277893E+00; { 9.44E-04 } ;7.582775E-01; { 2.25E-04 } ;5.498505E+00; { 2.36E-02 } ;1.325076E+01; { 5.69E-02 } ;6.317130E-06; { 3.63E-06 } ;-1.997205E-05; { 4.02E-06 } ;3.279311E-04; { 2.67E-06 } ;2.760120E-05; { 2.33E-07 } ;1.247020E-06; { 7.18E-07 } ;2.861937E-04; { 1.65E-04 } ;'Fluka 10 ppb' run on 15 March 2017 at 17:04;;
3.022538E+00; { 7.27E-05 } ;1.332446E+00; { 2.63E-05 } ;2.328756E+00; { 6.27E-05 } ;1.696288E+00; { 2.15E-05 } ;6.996483E-01; { 2.47E-05 } ;6.583549E+01; { 1.14E-02 } ;2.965544E+00; { 4.77E-05 } ;1.313497E+00; { 2.14E-05 } ;2.306532E+00; { 6.11E-05 } ;1.688160E+00; { 2.02E-05 } ;6.800293E-01; { 1.66E-05 } ;6.520141E+01; { 1.09E-02 } ;1.137203E+01; { 6.43E-03 } ;1.891982E+01; { 5.13E-02 } ;-9.512253E-01; { 1.67E-03 } ;1.711717E-02; { 7.90E-06 } ;1.126513E+00; { 6.20E-04 } ;1.910892E+00; { 1.06E-03 } ;2.623311E+00; { 1.48E-03 } ;1.501023E+00; { 8.52E-04 } ;3.405001E+00; { 1.95E-03 } ;7.881785E-01; { 4.60E-04 } ;5.549015E+00; { 1.50E-02 } ;1.337080E+01; { 3.63E-02 } ;-7.667164E-06; { 3.70E-06 } ;1.321948E-05; { 3.42E-06 } ;3.251187E-04; { 3.58E-06 } ;2.623596E-05; { 2.94E-07 } ;-1.460783E-06; { 7.05E-07 } ;-3.358806E-04; { 1.62E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 17:17;;
3.022804E+00; { 6.59E-05 } ;1.332498E+00; { 2.61E-05 } ;2.328834E+00; { 6.04E-05 } ;1.696260E+00; { 1.40E-05 } ;6.997692E-01; { 1.96E-05 } ;6.578347E+01; { 1.23E-02 } ;2.965524E+00; { 3.89E-05 } ;1.313435E+00; { 1.79E-05 } ;2.306519E+00; { 6.25E-05 } ;1.688114E+00; { 1.30E-05 } ;6.800655E-01; { 1.38E-05 } ;6.515358E+01; { 1.28E-02 } ;1.143697E+01; { 4.48E-03 } ;1.917985E+01; { 3.62E-02 } ;-9.551573E-01; { 1.20E-03 } ;1.722248E-02; { 5.00E-06 } ;1.132913E+00; { 4.27E-04 } ;1.921704E+00; { 7.35E-04 } ;2.638282E+00; { 1.04E-03 } ;1.509566E+00; { 5.95E-04 } ;3.424521E+00; { 1.36E-03 } ;7.927576E-01; { 3.19E-04 } ;5.625196E+00; { 1.06E-02 } ;1.355466E+01; { 2.56E-02 } ;-3.962294E-06; { 3.36E-06 } ;-6.527896E-06; { 3.98E-06 } ;3.400660E-04; { 2.74E-06 } ;2.728294E-05; { 2.18E-07 } ;-7.501205E-07; { 6.37E-07 } ;-1.724387E-04; { 1.46E-04 } ;'N5 E-01-02 10 ppb' run on 15 March 2017 at 17:30;;
3.025660E+00; { 1.02E-04 } ;1.333567E+00; { 3.59E-05 } ;2.329787E+00; { 6.19E-05 } ;1.696759E+00; { 2.76E-05 } ;7.007089E-01; { 3.50E-05 } ;6.581437E+01; { 1.60E-02 } ;2.964987E+00; { 4.75E-05 } ;1.313421E+00; { 1.74E-05 } ;2.306194E+00; { 5.15E-05 } ;1.688114E+00; { 2.11E-05 } ;6.798224E-01; { 1.75E-05 } ;6.514210E+01; { 1.60E-02 } ;1.145289E+01; { 2.45E-03 } ;1.959942E+01; { 4.64E-02 } ;-1.011472E+00; { 2.09E-03 } ;1.722600E-02; { 5.91E-06 } ;1.133782E+00; { 2.32E-04 } ;1.923745E+00; { 4.06E-04 } ;2.641451E+00; { 5.65E-04 } ;1.511938E+00; { 3.24E-04 } ;3.430340E+00; { 7.52E-04 } ;7.944130E-01; { 1.78E-04 } ;5.745959E+00; { 1.36E-02 } ;1.385346E+01; { 3.29E-02 } ;6.849974E-06; { 3.88E-06 } ;1.875031E-05; { 4.08E-06 } ;3.237421E-04; { 2.51E-06 } ;2.591202E-05; { 2.02E-07 } ;1.299632E-06; { 7.36E-07 } ;2.987567E-04; { 1.69E-04 } ;'NIST' run on 15 March 2017 at 17:42;;
3.021264E+00; { 5.67E-05 } ;1.331969E+00; { 2.38E-05 } ;2.328261E+00; { 7.00E-05 } ;1.696070E+00; { 2.49E-05 } ;6.992544E-01; { 1.97E-05 } ;6.577041E+01; { 1.25E-02 } ;2.963826E+00; { 4.74E-05 } ;1.312888E+00; { 1.66E-05 } ;2.305979E+00; { 6.57E-05 } ;1.687868E+00; { 2.08E-05 } ;6.795092E-01; { 1.62E-05 } ;6.513295E+01; { 1.23E-02 } ;1.132535E+01; { 4.24E-03 } ;1.933378E+01; { 2.94E-02 } ;-9.586600E-01; { 1.04E-03 } ;1.706820E-02; { 5.76E-06 } ;1.122205E+00; { 4.08E-04 } ;1.903330E+00; { 7.07E-04 } ;2.612782E+00; { 9.77E-04 } ;1.494752E+00; { 5.62E-04 } ;3.390502E+00; { 1.28E-03 } ;7.847137E-01; { 3.02E-04 } ;5.670181E+00; { 8.60E-03 } ;1.366360E+01; { 2.08E-02 } ;2.928172E-05; { 3.23E-06 } ;6.791912E-06; { 4.73E-06 } ;3.416114E-04; { 3.93E-06 } ;2.781251E-05; { 3.28E-07 } ;5.606784E-06; { 6.18E-07 } ;1.286488E-03; { 1.42E-04 } ;'N6 E-02-02' Reanalysed 15 March 2017 at 17:56;;
3.024849E+00; { 4.69E-05 } ;1.333224E+00; { 1.74E-05 } ;2.329536E+00; { 7.21E-05 } ;1.696614E+00; { 1.81E-05 } ;7.004768E-01; { 1.71E-05 } ;6.580789E+01; { 1.38E-02 } ;2.965115E+00; { 3.82E-05 } ;1.313354E+00; { 1.64E-05 } ;2.306291E+00; { 7.96E-05 } ;1.688101E+00; { 1.74E-05 } ;6.798946E-01; { 1.39E-05 } ;6.514486E+01; { 1.38E-02 } ;1.143691E+01; { 2.61E-03 } ;1.958005E+01; { 2.14E-02 } ;-9.971354E-01; { 9.64E-04 } ;1.720583E-02; { 4.98E-06 } ;1.132278E+00; { 2.61E-04 } ;1.921052E+00; { 4.50E-04 } ;2.637927E+00; { 5.91E-04 } ;1.509582E+00; { 3.62E-04 } ;3.425305E+00; { 7.97E-04 } ;7.931960E-01; { 1.87E-04 } ;5.740919E+00; { 6.30E-03 } ;1.383913E+01; { 1.51E-02 } ;-1.978229E-06; { 3.17E-06 } ;-1.924508E-05; { 3.91E-06 } ;3.216957E-04; { 3.22E-06 } ;2.578737E-05; { 2.56E-07 } ;-3.754813E-07; { 6.01E-07 } ;-8.626564E-05; { 1.38E-04 } ;'NIST 10ppb' run on 15 March 2017 at 18:07;;
3.023523E+00; { 1.11E-04 } ;1.332655E+00; { 4.07E-05 } ;2.329223E+00; { 6.22E-05 } ;1.696349E+00; { 2.17E-05 } ;7.000131E-01; { 4.35E-05 } ;6.574341E+01; { 1.27E-02 } ;2.965894E+00; { 6.02E-05 } ;1.313516E+00; { 2.35E-05 } ;2.306832E+00; { 5.49E-05 } ;1.688154E+00; { 1.92E-05 } ;6.802017E-01; { 1.67E-05 } ;6.509812E+01; { 1.19E-02 } ;1.130923E+01; { 7.74E-03 } ;1.931760E+01; { 5.87E-02 } ;-9.619991E-01; { 2.67E-03 } ;1.704418E-02; { 1.10E-05 } ;1.120053E+00; { 7.42E-04 } ;1.900013E+00; { 1.27E-03 } ;2.608879E+00; { 1.77E-03 } ;1.492663E+00; { 1.03E-03 } ;3.386509E+00; { 2.35E-03 } ;7.840707E-01; { 5.65E-04 } ;5.665297E+00; { 1.71E-02 } ;1.365230E+01; { 4.15E-02 } ;2.460598E-07; { 3.27E-06 } ;-1.435711E-05; { 4.24E-06 } ;3.157612E-04; { 3.01E-06 } ;2.561844E-05; { 2.46E-07 } ;5.198172E-08; { 6.27E-07 } ;1.155844E-05; { 1.44E-04 } ;'N7 C2-02-01' run on 15 March 2017 at 18:20;;
3.026715E+00; { 7.85E-05 } ;1.333898E+00; { 2.90E-05 } ;2.330228E+00; { 6.28E-05 } ;1.696862E+00; { 2.21E-05 } ;7.011045E-01; { 2.94E-05 } ;6.591701E+01; { 1.33E-02 } ;2.964905E+00; { 4.00E-05 } ;1.313375E+00; { 1.68E-05 } ;2.306221E+00; { 6.28E-05 } ;1.688071E+00; { 1.97E-05 } ;6.798485E-01; { 1.47E-05 } ;6.523113E+01; { 1.32E-02 } ;1.143799E+01; { 2.70E-03 } ;1.968250E+01; { 3.98E-02 } ;-1.030487E+00; { 1.38E-03 } ;1.717303E-02; { 5.04E-06 } ;1.132040E+00; { 2.79E-04 } ;1.920904E+00; { 4.70E-04 } ;2.637952E+00; { 6.34E-04 } ;1.510002E+00; { 3.54E-04 } ;3.426264E+00; { 7.92E-04 } ;7.936552E-01; { 1.76E-04 } ;5.769648E+00; { 1.16E-02 } ;1.391285E+01; { 2.81E-02 } ;-1.282760E-05; { 3.60E-06 } ;3.207506E-05; { 4.66E-06 } ;3.245281E-04; { 2.99E-06 } ;2.589576E-05; { 2.30E-07 } ;-2.438079E-06; { 6.84E-07 } ;-5.604321E-04; { 1.57E-04 } ;'NIST 10ppb' run on 15 March 2017 at 18:33;;
3.023023E+00; { 8.15E-05 } ;1.332525E+00; { 2.75E-05 } ;2.328826E+00; { 6.40E-05 } ;1.696318E+00; { 1.91E-05 } ;6.998077E-01; { 3.07E-05 } ;6.577656E+01; { 1.58E-02 } ;2.965674E+00; { 5.50E-05 } ;1.313484E+00; { 2.02E-05 } ;2.306488E+00; { 5.16E-05 } ;1.688176E+00; { 1.78E-05 } ;6.800930E-01; { 1.94E-05 } ;6.514038E+01; { 1.56E-02 } ;1.126124E+01; { 7.14E-03 } ;1.936653E+01; { 2.64E-02 } ;-9.562430E-01; { 1.98E-03 } ;1.695774E-02; { 1.12E-05 } ;1.115433E+00; { 6.91E-04 } ;1.892147E+00; { 1.18E-03 } ;2.597599E+00; { 1.64E-03 } ;1.486377E+00; { 9.46E-04 } ;3.372089E+00; { 2.16E-03 } ;7.806368E-01; { 5.10E-04 } ;5.679890E+00; { 7.73E-03 } ;1.368664E+01; { 1.86E-02 } ;-6.297123E-06; { 2.83E-06 } ;3.982246E-06; { 6.00E-06 } ;3.285720E-04; { 3.33E-06 } ;2.677910E-05; { 2.66E-07 } ;-1.212374E-06; { 5.45E-07 } ;-2.783222E-04; { 1.25E-04 } ;'N9 D-04-01' run on 15 March 2017 at 18:47;;
3.025519E+00; { 9.84E-05 } ;1.333473E+00; { 4.09E-05 } ;2.329772E+00; { 6.82E-05 } ;1.696693E+00; { 2.45E-05 } ;7.007233E-01; { 3.34E-05 } ;6.588706E+01; { 1.62E-02 } ;2.965126E+00; { 5.83E-05 } ;1.313406E+00; { 1.90E-05 } ;2.306325E+00; { 6.32E-05 } ;1.688116E+00; { 2.07E-05 } ;6.799359E-01; { 2.22E-05 } ;6.522076E+01; { 1.62E-02 } ;1.140347E+01; { 4.80E-03 } ;1.966001E+01; { 4.29E-02 } ;-1.007994E+00; { 2.25E-03 } ;1.713564E-02; { 8.14E-06 } ;1.128900E+00; { 4.85E-04 } ;1.915427E+00; { 8.24E-04 } ;2.630097E+00; { 1.10E-03 } ;1.505358E+00; { 6.30E-04 } ;3.415508E+00; { 1.43E-03 } ;7.910464E-01; { 3.28E-04 } ;5.764223E+00; { 1.25E-02 } ;1.389579E+01; { 3.04E-02 } ;-1.328223E-06; { 3.28E-06 } ;2.451567E-05; { 3.31E-06 } ;3.370044E-04; { 2.76E-06 } ;2.711803E-05; { 2.33E-07 } ;-2.536178E-07; { 6.26E-07 } ;-5.867453E-05; { 1.44E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 18:59;;
3.024993E+00; { 1.04E-04 } ;1.333252E+00; { 3.86E-05 } ;2.329666E+00; { 8.25E-05 } ;1.696594E+00; { 2.46E-05 } ;7.005170E-01; { 3.62E-05 } ;6.579985E+01; { 1.34E-02 } ;2.964959E+00; { 5.43E-05 } ;1.313301E+00; { 2.14E-05 } ;2.306336E+00; { 7.37E-05 } ;1.688039E+00; { 2.09E-05 } ;6.798644E-01; { 1.85E-05 } ;6.512878E+01; { 1.24E-02 } ;1.139871E+01; { 7.92E-03 } ;1.979052E+01; { 5.06E-02 } ;-1.001361E+00; { 2.09E-03 } ;1.715626E-02; { 1.25E-05 } ;1.128569E+00; { 7.99E-04 } ;1.914713E+00; { 1.35E-03 } ;2.629190E+00; { 1.84E-03 } ;1.504650E+00; { 1.04E-03 } ;3.413869E+00; { 2.35E-03 } ;7.905667E-01; { 5.34E-04 } ;5.802432E+00; { 1.48E-02 } ;1.398809E+01; { 3.58E-02 } ;1.015347E-05; { 3.05E-06 } ;6.574787E-06; { 3.66E-06 } ;3.233764E-04; { 2.87E-06 } ;2.600771E-05; { 2.28E-07 } ;1.935698E-06; { 5.81E-07 } ;4.440396E-04; { 1.33E-04 } ;'N10 D-04-03 10 ppb' run on 15 March 2017 at 19:12;;
3.026881E+00; { 4.93E-05 } ;1.333925E+00; { 1.91E-05 } ;2.330471E+00; { 5.27E-05 } ;1.696885E+00; { 1.63E-05 } ;7.011770E-01; { 1.61E-05 } ;6.583246E+01; { 1.58E-02 } ;2.964857E+00; { 4.12E-05 } ;1.313305E+00; { 2.15E-05 } ;2.306376E+00; { 5.58E-05 } ;1.688061E+00; { 1.87E-05 } ;6.798392E-01; { 1.56E-05 } ;6.514440E+01; { 1.58E-02 } ;1.144270E+01; { 2.71E-03 } ;1.965698E+01; { 7.21E-02 } ;-1.034365E+00; { 1.10E-03 } ;1.720080E-02; { 5.63E-06 } ;1.132438E+00; { 2.68E-04 } ;1.921608E+00; { 4.52E-04 } ;2.639133E+00; { 6.41E-04 } ;1.510572E+00; { 3.57E-04 } ;3.427711E+00; { 8.05E-04 } ;7.940326E-01; { 1.84E-04 } ;5.761984E+00; { 2.11E-02 } ;1.389500E+01; { 5.10E-02 } ;-1.863609E-05; { 3.91E-06 } ;5.919705E-06; { 4.31E-06 } ;3.038394E-04; { 2.62E-06 } ;2.441167E-05; { 1.94E-07 } ;-3.539928E-06; { 7.43E-07 } ;-8.130415E-04; { 1.71E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 19:25;;
3.022583E+00; { 1.26E-04 } ;1.332357E+00; { 4.83E-05 } ;2.328547E+00; { 6.57E-05 } ;1.696188E+00; { 2.29E-05 } ;6.996903E-01; { 4.68E-05 } ;6.577714E+01; { 1.11E-02 } ;2.965583E+00; { 6.47E-05 } ;1.313413E+00; { 1.75E-05 } ;2.306391E+00; { 5.44E-05 } ;1.688072E+00; { 1.81E-05 } ;6.800792E-01; { 1.92E-05 } ;6.515017E+01; { 1.16E-02 } ;1.121162E+01; { 9.74E-03 } ;1.910629E+01; { 6.91E-02 } ;-9.502558E-01; { 3.02E-03 } ;1.688531E-02; { 1.47E-05 } ;1.110652E+00; { 9.63E-04 } ;1.883867E+00; { 1.64E-03 } ;2.586249E+00; { 2.24E-03 } ;1.479794E+00; { 1.29E-03 } ;3.357054E+00; { 2.92E-03 } ;7.771176E-01; { 6.77E-04 } ;5.603775E+00; { 2.02E-02 } ;1.350251E+01; { 4.89E-02 } ;1.675281E-05; { 2.92E-06 } ;1.538348E-05; { 3.74E-06 } ;3.425709E-04; { 2.75E-06 } ;2.807112E-05; { 2.30E-07 } ;3.239766E-06; { 5.64E-07 } ;7.433703E-04; { 1.30E-04 } ;'N11 E-01-03 10 ppb' run on 15 March 2017 at 19:38;;
3.024183E+00; { 3.50E-04 } ;1.332985E+00; { 1.27E-04 } ;2.329318E+00; { 1.46E-04 } ;1.696599E+00; { 5.57E-05 } ;7.002057E-01; { 1.23E-04 } ;6.576726E+01; { 1.32E-02 } ;2.965925E+00; { 1.36E-04 } ;1.313614E+00; { 3.72E-05 } ;2.306664E+00; { 8.88E-05 } ;1.688302E+00; { 2.74E-05 } ;6.801652E-01; { 4.68E-05 } ;6.512827E+01; { 1.46E-02 } ;1.133948E+01; { 1.62E-02 } ;1.941588E+01; { 7.93E-02 } ;-9.714696E-01; { 7.93E-03 } ;1.707629E-02; { 2.21E-05 } ;1.123428E+00; { 1.47E-03 } ;1.906008E+00; { 2.55E-03 } ;2.615561E+00; { 3.69E-03 } ;1.496795E+00; { 2.17E-03 } ;3.395826E+00; { 4.98E-03 } ;7.862562E-01; { 1.20E-03 } ;5.693684E+00; { 2.30E-02 } ;1.372219E+01; { 5.63E-02 } ;-6.454969E-06; { 3.04E-06 } ;1.738758E-05; { 3.36E-06 } ;3.221561E-04; { 3.18E-06 } ;2.604861E-05; { 2.54E-07 } ;-1.435127E-06; { 5.57E-07 } ;-3.292882E-04; { 1.28E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 19:51;;
3.022735E+00; { 5.45E-05 } ;1.332459E+00; { 2.36E-05 } ;2.328850E+00; { 6.49E-05 } ;1.696348E+00; { 2.56E-05 } ;6.996688E-01; { 2.14E-05 } ;6.582694E+01; { 1.33E-02 } ;2.966360E+00; { 4.77E-05 } ;1.313708E+00; { 1.65E-05 } ;2.306958E+00; { 6.40E-05 } ;1.688300E+00; { 2.55E-05 } ;6.802835E-01; { 1.63E-05 } ;6.520048E+01; { 1.33E-02 } ;1.131901E+01; { 3.74E-03 } ;1.947482E+01; { 2.85E-02 } ;-9.397431E-01; { 9.47E-04 } ;1.703484E-02; { 6.53E-06 } ;1.121394E+00; { 3.90E-04 } ;1.901989E+00; { 6.14E-04 } ;2.611133E+00; { 8.67E-04 } ;1.494212E+00; { 5.36E-04 } ;3.389164E+00; { 1.13E-03 } ;7.844950E-01; { 2.69E-04 } ;5.712270E+00; { 8.34E-03 } ;1.376255E+01; { 2.02E-02 } ;1.033782E-06; { 3.65E-06 } ;2.154371E-05; { 4.74E-06 } ;3.360659E-04; { 2.95E-06 } ;2.725089E-05; { 2.43E-07 } ;1.968071E-07; { 7.00E-07 } ;4.500552E-05; { 1.61E-04 } ;'NIST (after jump)' run on 15 March 2017 at 19:55;;
3.022280E+00; { 4.74E-05 } ;1.332304E+00; { 2.08E-05 } ;2.328684E+00; { 7.40E-05 } ;1.696231E+00; { 1.92E-05 } ;6.995472E-01; { 1.65E-05 } ;6.580469E+01; { 1.93E-02 } ;2.964400E+00; { 4.84E-05 } ;1.313057E+00; { 2.05E-05 } ;2.306206E+00; { 7.19E-05 } ;1.687981E+00; { 1.86E-05 } ;6.796434E-01; { 1.62E-05 } ;6.516265E+01; { 1.93E-02 } ;1.122754E+01; { 5.06E-03 } ;1.966827E+01; { 2.47E-02 } ;-9.663812E-01; { 1.32E-03 } ;1.690172E-02; { 9.21E-06 } ;1.112286E+00; { 4.94E-04 } ;1.886680E+00; { 8.41E-04 } ;2.590185E+00; { 1.16E-03 } ;1.481866E+00; { 6.71E-04 } ;3.361552E+00; { 1.53E-03 } ;7.780740E-01; { 3.60E-04 } ;5.768001E+00; { 7.20E-03 } ;1.390027E+01; { 1.75E-02 } ;1.302358E-05; { 3.62E-06 } ;8.515574E-06; { 5.37E-06 } ;3.422087E-04; { 2.87E-06 } ;2.796231E-05; { 2.31E-07 } ;2.515623E-06; { 6.99E-07 } ;5.775741E-04; { 1.61E-04 } ;'N12 E-02-04 10 ppb' run on 15 March 2017 at 20:08;;
3.024677E+00; { 7.45E-05 } ;1.333148E+00; { 2.94E-05 } ;2.329245E+00; { 5.14E-05 } ;1.696620E+00; { 2.43E-05 } ;7.003548E-01; { 2.64E-05 } ;6.585779E+01; { 1.16E-02 } ;2.965713E+00; { 4.37E-05 } ;1.313556E+00; { 1.63E-05 } ;2.306346E+00; { 4.83E-05 } ;1.688221E+00; { 1.50E-05 } ;6.800705E-01; { 1.50E-05 } ;6.520251E+01; { 1.17E-02 } ;1.142854E+01; { 3.04E-03 } ;1.982777E+01; { 2.53E-02 } ;-9.833889E-01; { 1.75E-03 } ;1.717539E-02; { 6.40E-06 } ;1.131591E+00; { 2.93E-04 } ;1.919898E+00; { 5.01E-04 } ;2.635846E+00; { 6.84E-04 } ;1.508630E+00; { 4.07E-04 } ;3.422830E+00; { 9.35E-04 } ;7.925613E-01; { 2.21E-04 } ;5.814076E+00; { 7.44E-03 } ;1.401369E+01; { 1.78E-02 } ;3.011050E-06; { 3.56E-06 } ;-2.809795E-05; { 4.11E-06 } ;3.401136E-04; { 2.75E-06 } ;2.720577E-05; { 2.08E-07 } ;5.723593E-07; { 6.75E-07 } ;1.311189E-04; { 1.55E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 20:21;;
3.017903E+00; { 7.78E-05 } ;1.330891E+00; { 3.01E-05 } ;2.327037E+00; { 1.12E-04 } ;1.695826E+00; { 3.25E-05 } ;6.979982E-01; { 2.64E-05 } ;6.574045E+01; { 1.30E-02 } ;2.962388E+00; { 7.66E-05 } ;1.312413E+00; { 3.47E-05 } ;2.305191E+00; { 7.39E-05 } ;1.687846E+00; { 2.86E-05 } ;6.789188E-01; { 3.07E-05 } ;6.511928E+01; { 1.25E-02 } ;1.077072E+01; { 8.02E-03 } ;1.953816E+01; { 3.38E-02 } ;-9.295128E-01; { 3.74E-03 } ;1.624560E-02; { 1.04E-05 } ;1.067884E+00; { 7.37E-04 } ;1.810995E+00; { 1.28E-03 } ;2.485090E+00; { 1.82E-03 } ;1.421461E+00; { 1.07E-03 } ;3.223420E+00; { 2.49E-03 } ;7.456211E-01; { 6.07E-04 } ;5.731147E+00; { 9.80E-03 } ;1.380702E+01; { 2.40E-02 } ;-8.786368E-06; { 3.16E-06 } ;2.681007E-05; { 3.03E-06 } ;3.218036E-04; { 2.69E-06 } ;2.748261E-05; { 2.32E-07 } ;-1.765291E-06; { 6.35E-07 } ;-4.052593E-04; { 1.46E-04 } ;'Fluka 10 ppb' run on 15 March 2017 at 20:33;;
3.024333E+00; { 6.51E-05 } ;1.333051E+00; { 2.50E-05 } ;2.329462E+00; { 6.71E-05 } ;1.696571E+00; { 2.06E-05 } ;7.002754E-01; { 2.38E-05 } ;6.580316E+01; { 1.55E-02 } ;2.965647E+00; { 5.22E-05 } ;1.313547E+00; { 2.20E-05 } ;2.306651E+00; { 5.72E-05 } ;1.688206E+00; { 2.17E-05 } ;6.801131E-01; { 1.91E-05 } ;6.515227E+01; { 1.53E-02 } ;1.139726E+01; { 4.10E-03 } ;1.995233E+01; { 3.75E-02 } ;-9.774924E-01; { 1.69E-03 } ;1.714958E-02; { 6.84E-06 } ;1.128563E+00; { 3.92E-04 } ;1.914675E+00; { 6.72E-04 } ;2.628970E+00; { 9.50E-04 } ;1.504427E+00; { 5.42E-04 } ;3.413147E+00; { 1.25E-03 } ;7.903253E-01; { 2.97E-04 } ;5.850818E+00; { 1.10E-02 } ;1.410151E+01; { 2.65E-02 } ;3.289769E-08; { 3.21E-06 } ;5.491201E-06; { 5.37E-06 } ;3.254375E-04; { 2.95E-06 } ;2.618719E-05; { 2.36E-07 } ;5.724392E-09; { 6.10E-07 } ;9.985214E-07; { 1.40E-04 } ;'NIST 10 ppb' run on 15 March 2017 at 20:46;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.019059E+00; { 9.53E-05 } ;1.331147E+00; { 3.79E-05 } ;2.327662E+00; { 5.97E-05 } ;1.695856E+00; { 1.51E-05 } ;6.984231E-01; { 3.62E-05 } ;6.579676E+01; { 1.03E-02 } ;2.971397E+00; { 1.03E-04 } ;1.315298E+00; { 3.19E-05 } ;2.309057E+00; { 7.69E-05 } ;1.689034E+00; { 2.47E-05 } ;6.820391E-01; { 3.36E-05 } ;6.526276E+01; { 1.18E-02 } ;1.200486E+01; { 7.79E-03 } ;2.571016E+01; { 7.60E-02 } ;-7.930213E-01; { 2.90E-03 } ;1.809349E-02; { 1.29E-05 } ;1.190094E+00; { 7.51E-04 } ;2.018207E+00; { 1.28E-03 } ;2.770107E+00; { 1.77E-03 } ;1.584191E+00; { 1.04E-03 } ;3.592966E+00; { 2.37E-03 } ;8.312077E-01; { 5.66E-04 } ;7.548727E+00; { 2.22E-02 } ;1.816143E+01; { 5.38E-02 } ;-5.547210E-06; { 3.04E-06 } ;-7.866727E-06; { 2.95E-06 } ;4.407396E-04; { 3.16E-06 } ;3.370853E-05; { 2.37E-07 } ;-9.975039E-07; { 5.47E-07 } ;-2.295005E-04; { 1.26E-04 } ;'NIST 10ppb' run on 16 March 2017 at 13:10;;
3.021189E+00; { 2.63E-04 } ;1.331943E+00; { 1.09E-04 } ;2.328381E+00; { 1.06E-04 } ;1.696133E+00; { 3.55E-05 } ;6.991676E-01; { 8.55E-05 } ;6.579614E+01; { 1.16E-02 } ;2.969521E+00; { 1.83E-04 } ;1.314777E+00; { 4.33E-05 } ;2.308209E+00; { 8.28E-05 } ;1.688761E+00; { 3.55E-05 } ;6.813933E-01; { 6.74E-05 } ;6.522828E+01; { 1.08E-02 } ;1.224704E+01; { 1.13E-02 } ;2.669253E+01; { 6.41E-02 } ;-8.614915E-01; { 7.30E-03 } ;1.844234E-02; { 1.57E-05 } ;1.213544E+00; { 1.05E-03 } ;2.058314E+00; { 1.82E-03 } ;2.825536E+00; { 2.56E-03 } ;1.616375E+00; { 1.52E-03 } ;3.666353E+00; { 3.47E-03 } ;8.484732E-01; { 8.30E-04 } ;7.833639E+00; { 1.85E-02 } ;1.885889E+01; { 4.56E-02 } ;-6.393040E-06; { 2.59E-06 } ;2.515036E-05; { 4.36E-06 } ;4.246414E-04; { 2.90E-06 } ;3.187161E-05; { 2.39E-07 } ;-1.125332E-06; { 4.58E-07 } ;-2.587160E-04; { 1.05E-04 } ;'NIST 10ppb' run on 16 March 2017 at 13:20;;
