FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ag_Area ;Ag_ DArea ;Ag_ ChiSqr;Cd_Area ;Cd_ DArea ;Cd_ ChiSqr;Sn_Area ;Sn_ DArea ;Sn_ ChiSqr;Te_Area ;Te_ DArea ;Te_ ChiSqr;Ba_Area ;Ba_ DArea ;Ba_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   45.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 00:51:00;;45;;625368;759;3.1;144;61;0.6;4285;162;11.8;308;44;0.8;1516;96;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   46.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 00:52:43;;46;;622999;758;3.5;222;61;0.5;3847;164;13.2;327;45;0.6;1718;98;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   47.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 00:54:27;;47;;624271;759;4.3;212;61;0.5;3970;164;11.5;230;46;0.6;1385;98;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   48.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 00:56:10;;48;;624939;759;3.3;157;62;0.6;3809;163;12.5;220;44;0.4;1496;98;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   49.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 00:57:53;;49;;625053;759;2.7;197;60;0.5;3958;165;11.2;211;45;0.5;1283;99;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   50.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 00:59:37;;50;;623229;758;3.5;114;61;0.6;4127;166;12.3;302;47;0.5;1509;101;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   51.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 01:01:20;;51;;624721;759;3.2;214;62;0.8;4257;166;12.1;253;46;0.7;1607;103;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   52.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 01:03:03;;52;;623329;758;3.4;155;61;0.5;4063;163;12.5;225;44;0.8;1366;99;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   53.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 01:04:47;;53;;622306;757;3.9;190;60;0.5;4297;164;14;294;45;0.4;675;94;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   54.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 01:06:30;;54;;619727;755;4.4;154;59;0.9;4259;163;14.1;232;45;0.5;665;94;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   55.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 01:08:14;;55;;623802;758;3.8;193;61;0.7;3954;163;11.1;313;45;0.6;623;95;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   56.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 01:09:57;;56;;621698;757;2.8;251;62;0.6;4118;163;12.2;286;45;0.5;676;96;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11_1mm\Run 3 at  50kV\ZH-16-11_1mm   57.0mm  90s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;90;92;28/01/2017 01:11:41;;57;;623240;758;3.8;200;60;0.7;3946;164;11.7;304;45;0.5;801;96;0.5
