FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ni_Area ;Ni_ DArea ;Ni_ ChiSqr;Cu_Area ;Cu_ DArea ;Cu_ ChiSqr;Zn_Area ;Zn_ DArea ;Zn_ ChiSqr;Ga_Area ;Ga_ DArea ;Ga_ ChiSqr;Br_Area ;Br_ DArea ;Br_ ChiSqr;Rb_Area ;Rb_ DArea ;Rb_ ChiSqr;Sr_Area ;Sr_ DArea ;Sr_ ChiSqr;Y_Area ;Y_ DArea ;Y_ ChiSqr;Zr_Area ;Zr_ DArea ;Zr_ ChiSqr;Nb_Area ;Nb_ DArea ;Nb_ ChiSqr;Mo_Area ;Mo_ DArea ;Mo_ ChiSqr;Hg_Area ;Hg_ DArea ;Hg_ ChiSqr;Pb_Area ;Pb_ DArea ;Pb_ ChiSqr;Bi_Area ;Bi_ DArea ;Bi_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   30.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;11.04.17 14:31;;30;;599;3;1.5;5244;4;1.1;2348;4;0.8;469;6;1;4355;15;1.2;4991;20;0.6;149224;25;0.6;4762;23;0.8;8608;24;0.7;-502;24;1.1;612;25;0.5;822;8;0.6;3991;10;0.7;2180;11;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   35.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;61;11.04.17 14:32;;35;;1395;3;6.4;3173;3;2;2245;4;0.7;148;5;1;3540;13;0.7;3271;17;0.5;191039;23;0.7;3125;20;0.6;10120;21;1.1;-1063;21;0.6;1856;21;0.8;803;7;0.8;3325;9;0.4;2129;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   40.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;62;11.04.17 14:33;;40;;3251;4;9.3;2208;3;4.2;1809;4;1.9;135;5;0.3;2652;13;0.8;7291;17;1.2;173749;23;0.8;2942;20;0.8;10045;21;0.7;1924;21;0.4;1601;21;0.5;919;7;0.8;3426;9;0.6;1774;10;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   45.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;62;11.04.17 14:35;;45;;3471;4;7.9;2257;3;3.5;2155;4;2;93;5;0.5;2610;13;1.3;6375;17;0.3;167103;23;0.6;3123;19;0.5;8623;21;0.6;731;20;0.3;3451;21;0.7;943;7;0.8;3097;9;0.6;1748;10;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   50.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;62;11.04.17 14:36;;50;;3357;4;10.5;2253;3;4.7;2268;4;1.9;99;5;0.4;3085;13;1.2;7481;17;0.5;179327;23;1;3053;19;0.9;11845;21;0.9;830;20;0.5;2784;21;0.5;1010;7;0.5;4209;9;0.6;1653;9;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   55.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;62;11.04.17 14:37;;55;;4047;4;9.3;1948;3;5.8;1992;4;1.7;-1;5;0.6;2226;13;1;5234;17;0.6;179333;23;0.6;2740;19;0.9;9322;21;0.6;1084;20;0.4;1805;21;0.7;1421;7;0.8;3722;9;0.9;1640;10;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   60.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;64;11.04.17 14:38;;60;;3075;4;8.6;2073;3;4.8;1980;4;1.7;8;5;0.5;3769;14;1.1;6371;17;0.8;187410;23;0.5;4030;20;0.9;10802;21;1.1;739;21;0.4;2456;21;0.6;845;7;0.8;4006;9;0.7;1900;10;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   65.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;11.04.17 14:40;;65;;3515;4;8.2;2461;3;4.1;2110;4;1.8;201;5;0.5;2885;14;1;8281;17;0.4;186415;23;0.7;2951;20;0.7;11526;21;0.9;1304;21;0.7;2505;22;0.5;1158;7;0.8;3894;9;0.6;1378;10;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   70.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;11.04.17 14:41;;70;;2895;3;8.9;2543;3;3;2070;4;1.2;275;5;0.4;2894;14;1.1;6098;18;0.4;197467;24;0.7;3601;20;1;11922;22;0.6;452;21;0.3;2117;22;0.5;1155;7;0.5;3203;9;0.6;1701;10;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-20\Run 2 at  30kV\ZH-17-20   75.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;11.04.17 14:42;;75;;3081;127;9.2;2559;112;4.5;1998;135;1.5;313;170;0.8;3301;464;0.7;6602;565;0.5;208012;869;1.1;3864;662;0.5;12050;717;1.2;748;709;0.4;4510;718;0.6;990;242;0.7;3577;289;0.5;1633;313;0.5
