FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Al_Area ;Al_ DArea ;Al_ ChiSqr;Si_Area ;Si_ DArea ;Si_ ChiSqr;P_Area ;P_ DArea ;P_ ChiSqr;S_Area ;S_ DArea ;S_ ChiSqr;Cl_Area ;Cl_ DArea ;Cl_ ChiSqr;K_Area ;K_ DArea ;K_ ChiSqr;Ca_Area ;Ca_ DArea ;Ca_ ChiSqr;Rh_Area ;Rh_ DArea ;Rh_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;36;05.01.17 18:01;;45;;389;101;1.1;45624;254;1.1;-124;124;0.4;5610;218;1.2;18176;1417;0.5;-3142;300;2.3;27773;354;2.1;205951;1413;1.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;05.01.17 18:02;;50;;1197;133;0.8;63662;309;1.1;-805;181;3;5559;236;3;19075;768;4.1;8300;370;9.4;1392208;1216;9.7;193987;1035;6.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:03;;55;;1937;146;0.9;73004;332;1;-991;206;3.2;4763;241;7.1;18780;747;5.7;16647;401;13.7;2142228;1475;18.7;181101;1018;7.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;05.01.17 18:04;;60;;1716;145;0.9;70776;327;1.3;-763;202;3.3;5535;244;4.4;18121;746;5.5;16169;399;15.9;2061948;1449;20.3;181443;1015;9.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;05.01.17 18:05;;65;;1691;143;1.7;70600;325;0.7;-821;197;3.4;6001;240;3.4;18778;731;5.4;17515;394;12;1958280;1414;18.9;175491;995;8.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:06;;70;;1745;147;1.3;73552;333;0.9;-700;204;4;7421;247;4.8;17852;747;5.6;19424;407;13.8;2134380;1473;19;182105;1021;9.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:07;;75;;1949;147;0.9;73267;332;1.5;-1105;203;3;8783;252;5.6;17727;752;4.9;18886;408;14;2118617;1470;18.6;184734;1027;8.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:08;;80;;1840;146;0.6;70947;328;0.9;-1083;202;2.2;7947;250;6.7;20287;764;4.5;18888;409;14;2055990;1451;19.6;186781;1036;6.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:09;;85;;1993;149;0.5;74184;334;1.7;-683;203;3.2;8274;252;9;18368;762;4.5;19868;415;18.8;2084255;1461;22.2;189437;1040;8.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:09;;90;;2173;151;1.5;76111;338;0.4;-1290;205;4.7;9216;254;10.3;20064;761;5;23687;421;13.1;2148277;1482;21.4;189313;1036;9.5
