FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ti_Area ;Ti_ DArea ;Ti_ ChiSqr;V_Area ;V_ DArea ;V_ ChiSqr;Cr_Area ;Cr_ DArea ;Cr_ ChiSqr;Mn_Area ;Mn_ DArea ;Mn_ ChiSqr;Fe_Area ;Fe_ DArea ;Fe_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;36;05.01.17 18:01;;45;;-435;701;0.6;1324;561;1.8;6437;447;2.6;1931;457;1.1;6544;474;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;05.01.17 18:02;;50;;3649;533;1;1442;426;1.7;6277;387;3.1;1026;394;1;68786;540;1.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:03;;55;;5540;501;1.1;1888;398;3.5;7261;363;5.7;624;367;0.4;108750;551;3.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;05.01.17 18:04;;60;;4908;498;1.9;2430;396;1.9;6691;360;4.8;890;364;0.5;101565;541;2.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;05.01.17 18:05;;65;;5786;498;1.4;1944;396;2.6;6888;361;5.3;1131;365;0.7;101102;540;2.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:06;;70;;6341;504;1.7;2508;401;2.1;7312;364;6.5;734;368;0.6;112724;555;3.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:07;;75;;7083;510;1.2;2608;405;1.7;6672;368;5.2;1172;373;0.5;128508;573;2.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:08;;80;;6593;526;0.9;1738;419;2.5;6828;378;4.2;1167;385;1;129970;572;2.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:09;;85;;7987;519;1.5;1897;409;2.7;7170;372;3.7;953;378;0.7;134727;585;3.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:09;;90;;8450;522;1.1;1813;412;2;7143;373;5.4;1763;380;0.3;150457;599;2.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;05.01.17 18:10;;95;;7607;525;0.8;1517;415;2.2;7405;378;3.9;1470;384;0.5;143998;598;3.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  100.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;05.01.17 18:11;;100;;8209;526;1.1;798;414;1.4;7244;378;3.2;1426;385;0.5;141356;595;3.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  105.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;05.01.17 18:12;;105;;7434;531;1.1;890;417;1.3;7486;381;3.6;1200;387;0.4;142152;598;3.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  110.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;05.01.17 18:13;;110;;6899;534;1.4;1393;420;1.4;7749;382;4.2;1429;388;0.3;128054;587;3.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  115.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;05.01.17 18:14;;115;;8305;538;1.3;1413;424;1.1;6199;384;2.6;1584;392;0.5;131986;593;4.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  120.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;05.01.17 18:15;;120;;6973;547;1.3;462;429;0.9;5859;388;2;1813;397;0.8;154519;619;3.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  125.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:16;;125;;5836;552;0.9;917;434;1.2;6034;392;2.4;2378;400;0.6;131807;602;3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  130.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;05.01.17 18:17;;130;;5995;558;1.5;588;439;1.6;5269;396;1.6;2147;406;0.5;134768;610;1.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  135.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;05.01.17 18:18;;135;;6451;564;1.4;725;443;1.2;4979;399;1.1;2149;408;0.8;161185;634;2.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  140.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 18:19;;140;;7934;587;1.8;1368;469;0.6;5526;416;1.1;2762;431;0.6;147221;597;31.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 1 at  10kV\ZH-16-14  145.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;05.01.17 18:20;;145;;7331;568;1.1;1386;447;1;5008;402;1.1;2998;412;0.4;141426;622;1.9
