FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ni_Area ;Ni_ DArea ;Ni_ ChiSqr;Cu_Area ;Cu_ DArea ;Cu_ ChiSqr;Zn_Area ;Zn_ DArea ;Zn_ ChiSqr;Ga_Area ;Ga_ DArea ;Ga_ ChiSqr;Br_Area ;Br_ DArea ;Br_ ChiSqr;Rb_Area ;Rb_ DArea ;Rb_ ChiSqr;Sr_Area ;Sr_ DArea ;Sr_ ChiSqr;Y_Area ;Y_ DArea ;Y_ ChiSqr;Zr_Area ;Zr_ DArea ;Zr_ ChiSqr;Nb_Area ;Nb_ DArea ;Nb_ ChiSqr;Mo_Area ;Mo_ DArea ;Mo_ ChiSqr;Hg_Area ;Hg_ DArea ;Hg_ ChiSqr;Pb_Area ;Pb_ DArea ;Pb_ ChiSqr;Bi_Area ;Bi_ DArea ;Bi_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   40.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;12.04.17 20:50;;40;;1241;3;0.9;6349;4;0.9;18055;6;0.7;-258;6;0.2;6412;15;0.8;13348;20;0.4;116210;24;0.9;8390;23;0.9;21346;24;0.5;218;24;0.8;-628;25;1.3;941;8;0.5;9077;10;0.9;1355;11;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   45.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;70;12.04.17 20:51;;45;;1956;3;4.3;6262;4;0.9;21611;6;0.7;-265;6;0.7;6336;15;0.8;14975;19;0.4;119236;23;0.5;7607;22;1.1;22958;23;0.5;1116;23;0.6;-456;24;1.1;1046;8;0.4;9117;10;0.7;1468;10;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   50.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;12.04.17 20:52;;50;;1683;3;2.4;6028;4;0.4;20741;6;0.4;-34;6;0.5;5887;15;0.8;12995;19;0.6;111529;23;1.1;7221;22;0.9;20646;23;0.6;1301;23;1;87;24;1.6;1325;8;0.9;9119;10;1.1;1633;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   55.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;12.04.17 20:54;;55;;1444;3;3.7;6056;4;0.7;18623;6;0.6;175;6;0.5;4971;14;1;13132;19;0.7;104075;23;0.5;5350;21;1;17496;23;0.6;1150;23;0.8;798;23;1.1;1068;7;0.7;9066;10;0.6;1282;10;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   60.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;12.04.17 20:55;;60;;1445;3;2.2;5393;4;0.6;17081;6;0.8;-51;6;0.7;4171;14;0.8;12105;18;0.4;99565;22;0.5;5874;21;1.1;17157;22;0.7;2044;22;0.9;1089;23;1.5;1422;7;0.9;8980;9;0.4;1652;10;0.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   65.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;12.04.17 20:56;;65;;1349;3;1.7;5425;4;0.8;18797;6;0.7;-277;6;0.4;5255;14;1;11607;19;0.5;103397;23;0.8;6665;21;1.1;17615;23;0.5;776;23;0.6;-1449;23;1.3;1151;7;0.7;8905;10;0.6;1612;10;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   70.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;12.04.17 20:58;;70;;1802;3;6;5814;4;0.6;21185;6;0.4;-11;6;0.5;4320;15;0.5;14292;19;0.6;122620;24;0.4;7033;22;0.9;23791;24;0.9;988;23;0.5;-14;24;1.6;1317;8;0.8;10979;10;0.7;1509;10;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   75.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;12.04.17 20:59;;75;;1512;3;0.7;6885;4;0.7;21635;6;0.7;-66;6;0.7;5741;15;0.7;15330;20;0.5;135243;24;0.7;6846;23;0.5;25795;24;0.9;1014;24;0.9;1000;25;1;977;8;0.7;10865;10;0.6;1516;11;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   80.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;12.04.17 21:00;;80;;1506;3;2.2;6148;4;1;23766;7;0.7;-106;6;0.5;4308;15;0.8;15113;20;0.5;133355;24;0.6;8511;23;1.1;23998;24;0.7;1974;24;0.8;671;25;1;1501;8;0.9;11747;10;0.6;1381;11;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 2 at  30kV\ZH-17-18   85.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;12.04.17 21:02;;85;;1712;3;2;5986;4;0.8;24975;7;0.9;-276;6;0.6;4867;15;0.9;14978;19;0.7;135568;24;0.8;7035;22;0.7;28130;24;1;3224;24;0.8;1731;25;1.1;1139;8;0.9;12486;10;1.2;1181;11;1.1
