FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ag_Area ;Ag_ DArea ;Ag_ ChiSqr;Cd_Area ;Cd_ DArea ;Cd_ ChiSqr;Sn_Area ;Sn_ DArea ;Sn_ ChiSqr;Te_Area ;Te_ DArea ;Te_ ChiSqr;Ba_Area ;Ba_ DArea ;Ba_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   45.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:14;;45;;702096;805;3.8;253;68;0.5;4828;178;14.8;206;52;0.4;2619;111;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   50.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:15;;50;;700336;804;3.8;258;67;0.4;5064;178;14.2;355;52;0.5;2167;110;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   55.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:16;;55;;692838;799;3.4;162;65;0.7;4441;172;13.6;263;47;0.4;759;96;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   60.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:17;;60;;692918;799;3.7;260;65;0.6;4412;171;14.2;256;46;0.6;662;94;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   65.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:17;;65;;693665;798;4.1;180;65;0.4;4425;166;14.6;308;46;0.6;609;94;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   70.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:18;;70;;693956;799;3.6;221;64;0.4;4424;169;14.1;315;45;0.6;878;91;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   75.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:19;;75;;692618;799;3.9;253;65;0.6;4578;171;15.4;205;45;0.5;727;92;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   80.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:20;;80;;695158;800;4.3;165;64;0.4;4392;168;12.8;192;44;0.5;802;90;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   85.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:20;;85;;693694;799;4.4;159;65;0.5;4193;168;13.6;311;43;0.7;572;90;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   90.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:21;;90;;694889;799;4.1;238;64;0.5;4433;168;15.4;315;44;0.9;703;90;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12   95.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:22;;95;;697082;801;4.4;214;64;0.5;5437;172;14.7;296;44;0.6;755;89;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12  100.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:23;;100;;699332;802;3.9;197;66;0.7;5078;173;14.1;248;45;0.5;666;92;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12  105.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:23;;105;;700508;804;3.9;191;66;0.7;6237;178;13.9;155;45;0.5;634;93;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 3 at  50kV\ZH-16-12  110.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 23:24;;110;;705184;807;3.9;129;65;0.4;6350;179;14.2;301;47;0.5;863;94;0.6
