FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ti_Area ;Ti_ DArea ;Ti_ ChiSqr;V_Area ;V_ DArea ;V_ ChiSqr;Cr_Area ;Cr_ DArea ;Cr_ ChiSqr;Mn_Area ;Mn_ DArea ;Mn_ ChiSqr;Fe_Area ;Fe_ DArea ;Fe_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;37;04.01.17 17:45;;45;;1796;817;0.8;-2096;656;1.7;4915;466;1.4;1227;483;0.5;7404;501;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;04.01.17 17:46;;50;;3489;580;1;-812;456;0.9;3733;410;1.4;1458;422;0.3;50288;549;1.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;04.01.17 17:47;;55;;6718;517;1.1;1165;409;2.2;6940;373;4.1;756;379;0.4;106233;559;4.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;04.01.17 17:48;;60;;7982;510;1.4;2199;404;2.2;7570;369;4.5;886;374;0.5;110993;560;2.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:49;;65;;7851;519;0.9;1463;409;1.5;7510;373;3.4;337;377;0.5;124482;574;3.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:50;;70;;7893;516;1.6;1711;408;1.3;7686;371;4.9;1219;377;0.6;131396;581;2.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:51;;75;;8820;513;1.3;2087;405;2.6;8070;370;4.6;1303;373;0.3;126363;572;3.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:52;;80;;8208;509;1.6;1370;401;2.5;7909;367;2.9;1102;372;0.3;120846;566;3.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;04.01.17 17:53;;85;;6032;498;1;1981;395;2.4;8004;362;5.3;1422;366;0.6;109615;548;4.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;04.01.17 17:53;;90;;6786;497;1.9;2164;393;1.9;8367;360;6.2;1801;365;0.4;113227;551;4.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:54;;95;;7141;501;0.8;2333;398;1.9;6849;363;5;1134;368;0.6;122612;563;3.3
