FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ti_Area ;Ti_ DArea ;Ti_ ChiSqr;V_Area ;V_ DArea ;V_ ChiSqr;Cr_Area ;Cr_ DArea ;Cr_ ChiSqr;Mn_Area ;Mn_ DArea ;Mn_ ChiSqr;Fe_Area ;Fe_ DArea ;Fe_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;35;07.01.17 21:30;;40;;-1118;603;2;2475;487;2.7;6357;402;3.8;1348;409;1.4;5612;420;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;37;07.01.17 21:31;;45;;178;518;1.8;2688;418;3;5680;375;3.6;1902;380;0.6;24231;459;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;40;07.01.17 21:31;;50;;1994;493;2.5;2421;395;2.5;5997;360;4.5;2147;363;0.6;55788;489;2.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;40;07.01.17 21:32;;55;;3043;493;2;2856;395;2.9;5430;358;4.2;1616;364;0.7;72188;510;1.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;40;07.01.17 21:33;;60;;3122;492;1.5;2636;394;3.1;6441;358;5.4;1665;362;0.7;76438;512;1.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;39;07.01.17 21:34;;65;;4894;499;2.4;2356;397;2;6333;361;4.3;2256;367;0.3;96338;537;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;39;07.01.17 21:35;;70;;3375;496;1.6;2902;398;3.5;6344;362;4;1560;365;0.6;91572;532;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;40;07.01.17 21:36;;75;;4395;494;1.5;3038;395;2.3;6628;358;5.7;1736;362;0.5;103805;540;1.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;40;07.01.17 21:36;;80;;3832;493;2.3;2840;395;2.7;7018;360;4.4;2265;363;0.5;96825;533;1.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;40;07.01.17 21:37;;85;;3536;485;1.7;2557;389;3.3;7116;355;5.7;2351;359;0.6;91375;523;1.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;07.01.17 21:38;;90;;3184;487;2;2465;389;2.6;7074;355;3.4;2033;358;0.5;87740;520;2.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;07.01.17 21:39;;95;;2180;481;1.1;2727;387;2.6;6459;353;7.4;2159;358;0.6;81328;511;1.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  100.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;07.01.17 21:40;;100;;1821;487;0.8;2909;392;4.1;7028;358;5.2;2729;363;0.5;92843;529;1.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  105.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;07.01.17 21:41;;105;;3420;497;1.8;2557;398;3;6778;363;5.2;3004;370;1;103072;545;1.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  110.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;07.01.17 21:42;;110;;3423;496;1.2;2462;397;3.6;6278;360;6.2;2097;367;0.3;99502;542;2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  115.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;40;07.01.17 21:43;;115;;2800;495;2.3;2608;397;1.6;5753;360;4.6;2368;367;0.2;96448;537;2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  120.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;07.01.17 21:43;;120;;4870;527;1.4;2730;428;3.1;6767;383;5.9;2727;396;0.5;122498;547;27
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  125.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;07.01.17 21:44;;125;;5135;507;1.6;2537;404;2.4;6266;367;4.4;2780;375;0.3;126705;572;2.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  130.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;07.01.17 21:45;;130;;5953;508;1.7;2680;405;2.7;7014;370;4;3321;378;0.5;137078;584;1.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  135.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;07.01.17 21:46;;135;;6542;510;1.6;2232;406;2.1;5798;370;3.8;2550;379;0.3;147237;595;1.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  140.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;07.01.17 21:47;;140;;7203;519;1.2;2300;412;2.9;6462;374;5.3;4128;386;0.6;160075;611;1.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  145.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;07.01.17 21:48;;145;;6451;523;1.2;2101;416;1.2;6378;379;2.7;5722;393;0.5;160321;614;1.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 1 at  10kV\ZH-16-15  150.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;07.01.17 21:49;;150;;8581;520;0.9;1928;412;2.8;6455;376;3.8;7445;393;0.6;215967;656;1.9
