FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ti_Area ;Ti_ DArea ;Ti_ ChiSqr;V_Area ;V_ DArea ;V_ ChiSqr;Cr_Area ;Cr_ DArea ;Cr_ ChiSqr;Mn_Area ;Mn_ DArea ;Mn_ ChiSqr;Fe_Area ;Fe_ DArea ;Fe_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;10.04.17 16:50;;40;;9674;597;0.4;-920;464;1.1;4408;414;1.3;2322;428;0.2;87248;596;1.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;10.04.17 16:50;;45;;14593;551;0.5;353;428;1.1;7703;388;3;3066;398;0.2;389987;779;5.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;10.04.17 16:51;;50;;14750;543;1;1258;422;1.1;7827;383;3.2;1400;389;0.6;205916;651;3.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;10.04.17 16:52;;55;;15826;545;1.1;2258;425;1.2;7896;383;4.4;1531;389;0.4;159205;613;3.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;10.04.17 16:53;;60;;14355;547;1.6;1886;427;0.7;7417;385;4.1;1715;392;0.7;167127;622;3.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;10.04.17 16:54;;65;;13835;548;1.1;1014;427;1;7664;386;4.4;2342;394;0.4;157347;616;2.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;10.04.17 16:55;;70;;14491;558;1.2;1031;432;0.8;6745;389;1.8;1690;396;0.5;151098;615;2.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;10.04.17 16:56;;75;;12595;596;0.6;344;461;0.9;4846;406;0.8;1855;415;0.3;154024;636;2.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;10.04.17 16:57;;80;;13961;593;1.2;616;457;1.2;5704;403;2.1;3658;413;0.5;172539;649;2.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;10.04.17 16:58;;85;;13680;592;1.4;901;457;0.8;5332;403;1.9;2255;414;0.5;171230;649;2.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;10.04.17 16:59;;90;;15150;587;1.6;1291;453;0.6;6236;401;1.1;2253;410;0.9;174552;648;3.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;10.04.17 17:00;;95;;16484;585;1.2;1434;451;0.6;5390;399;2.1;2391;410;0.6;173718;647;3.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  100.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;10.04.17 17:01;;100;;15915;579;1.4;1675;448;1;5836;398;2.3;2171;408;0.4;186643;655;3.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  105.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:02;;105;;17223;579;1.5;1306;447;0.6;6212;397;2.2;2580;407;0.8;199976;664;3.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  110.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:03;;110;;17148;580;2;827;446;0.7;6533;397;1.2;2356;407;0.5;194944;661;3.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  115.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:04;;115;;18026;602;1.3;1610;472;0.8;6210;413;2.2;2112;428;0.6;200481;643;38.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  120.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:05;;120;;16854;578;1.8;1153;445;0.4;5801;395;3.7;2406;407;1;194219;661;3.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  125.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:06;;125;;17172;577;1.7;1188;445;1.5;7007;396;2.2;2863;407;0.6;194705;661;3.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  130.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:07;;130;;16696;575;2;930;443;1.1;7079;395;2.8;2484;405;0.5;194176;658;4.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  135.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:08;;135;;17699;575;1.6;1496;444;1.1;6554;395;2.3;2168;405;0.4;184383;651;3.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  140.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:09;;140;;18345;576;1.8;1924;445;1;6957;396;2.7;1760;406;0.3;187687;654;4.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  145.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:10;;145;;17947;576;1.2;1023;444;1.1;6492;396;2.9;1983;407;0.4;190006;657;4.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  150.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:10;;150;;16094;572;1.2;1446;443;1;6620;394;3.2;2462;405;0.7;190655;655;4.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  155.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:11;;155;;16489;598;1.8;1075;470;0.5;6955;412;1.7;2900;428;1;194791;636;44.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  160.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:12;;160;;16898;577;1.4;968;444;1.6;6873;396;1.7;2605;407;0.5;199300;663;4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  165.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:13;;165;;19306;592;1.5;1751;457;1;7390;404;2.9;3083;417;0.6;198314;660;3.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  170.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:14;;170;;19113;580;1;1575;446;1.1;6394;397;1.6;2272;407;0.8;207668;669;3.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  175.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:15;;175;;20201;580;1.6;1320;445;0.7;6844;395;3;2454;405;0.5;214087;672;5.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  180.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:16;;180;;19228;576;1.5;1343;443;1.4;7822;394;3;3688;405;0.6;219481;676;4.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  185.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:17;;185;;19941;573;1;647;439;0.9;6940;393;1.9;2354;403;0.5;230671;682;4.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  190.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:18;;190;;21833;592;1.4;1131;462;0.7;8595;410;1.7;2165;424;0.7;236687;668;49.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  195.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:19;;195;;21967;575;0.6;1742;441;1.4;7496;392;3.4;3288;404;0.4;227407;679;6.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  200.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;10.04.17 17:20;;200;;21989;576;1.3;1430;440;0.8;7238;392;1.9;3222;403;0.4;228790;680;4.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  205.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:21;;205;;21883;575;0.8;1882;442;0.8;6971;393;3.2;2606;405;0.8;228218;679;5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  210.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:22;;210;;21566;572;1.1;1436;439;1.2;7721;392;3.3;3086;404;0.9;228872;680;5.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  215.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;10.04.17 17:23;;215;;20822;567;1;1574;437;1.1;9026;394;3.4;2122;403;0.6;226837;679;7.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  220.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;10.04.17 17:24;;220;;20998;571;1.5;1138;437;0.9;7770;392;2.9;2382;403;0.5;238560;688;5.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  225.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;10.04.17 17:25;;225;;22297;569;1;1400;437;1.4;8103;393;3.8;2809;403;0.7;236939;685;7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  230.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:26;;230;;23327;572;1.2;1528;438;0.8;7567;392;3;2279;403;0.4;252445;697;5.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  235.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:27;;235;;22064;574;1.2;1648;440;1.5;7331;393;2.6;3268;405;0.9;266607;708;5.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17  240.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;10.04.17 17:28;;240;;23206;575;1.1;1308;440;1.2;8129;394;2.4;3030;405;0.8;271581;712;5.8
