FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ti_Area ;Ti_ DArea ;Ti_ ChiSqr;V_Area ;V_ DArea ;V_ ChiSqr;Cr_Area ;Cr_ DArea ;Cr_ ChiSqr;Mn_Area ;Mn_ DArea ;Mn_ ChiSqr;Fe_Area ;Fe_ DArea ;Fe_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 18:15;;40;;9016;600;0.8;437;478;0.9;5389;421;1.7;1344;435;0.5;146548;602;31.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;12.04.17 18:16;;45;;14142;545;1.4;1133;425;0.8;8201;386;3.6;722;393;0.7;170984;627;4.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;12.04.17 18:17;;50;;12681;540;1.2;1278;421;2.1;6670;381;2.3;1295;388;0.9;157261;612;3.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:18;;55;;11196;532;1.6;1469;415;1.6;8057;376;4.2;1463;382;0.4;146544;598;4.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:19;;60;;10608;528;0.9;1531;413;1;7330;375;4.9;1020;381;0.4;152224;600;3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:20;;65;;12936;537;1.3;1371;420;2.1;7444;379;4.3;1367;386;0.4;149982;604;3.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;12.04.17 18:21;;70;;13899;557;1.4;365;431;0.5;7371;389;2.5;1206;398;0.8;178393;639;5.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:22;;75;;12721;582;1.5;1270;451;0.7;4663;399;1.2;2076;410;0.9;176033;648;3.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 18:22;;80;;11099;612;1.4;1871;483;1.1;5199;418;2;2939;434;0.4;182880;634;28.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:23;;85;;12490;586;1.7;1277;454;0.7;4595;400;1.9;1806;410;0.6;183212;653;3.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;12.04.17 18:24;;90;;14122;580;0.8;670;448;1;4809;396;1.9;1807;408;0.7;206248;669;2.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:25;;95;;14182;582;1.3;1570;450;1.1;4538;396;1.3;2534;407;0.7;209412;672;2.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18  100.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 18:26;;100;;12848;592;1.7;1311;457;0.8;4745;401;1.7;2732;412;0.5;189466;660;2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18  105.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;12.04.17 18:27;;105;;9448;601;1.2;834;467;0.2;4398;410;0.8;2176;418;0.4;182385;661;1.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18  110.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 18:28;;110;;12284;592;1.4;1369;458;0.5;4606;402;1;2605;413;0.7;193777;665;1.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18  115.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:29;;115;;15291;584;0.9;1439;451;1.2;5036;397;2.1;2492;408;0.5;208094;672;2.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18  120.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;12.04.17 18:30;;120;;16654;577;0.8;1531;446;1.2;5681;395;1.7;2458;407;0.6;216180;676;3.4
