FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ni_Area ;Ni_ DArea ;Ni_ ChiSqr;Cu_Area ;Cu_ DArea ;Cu_ ChiSqr;Zn_Area ;Zn_ DArea ;Zn_ ChiSqr;Ga_Area ;Ga_ DArea ;Ga_ ChiSqr;Br_Area ;Br_ DArea ;Br_ ChiSqr;Rb_Area ;Rb_ DArea ;Rb_ ChiSqr;Sr_Area ;Sr_ DArea ;Sr_ ChiSqr;Y_Area ;Y_ DArea ;Y_ ChiSqr;Zr_Area ;Zr_ DArea ;Zr_ ChiSqr;Nb_Area ;Nb_ DArea ;Nb_ ChiSqr;Mo_Area ;Mo_ DArea ;Mo_ ChiSqr;Hg_Area ;Hg_ DArea ;Hg_ ChiSqr;Pb_Area ;Pb_ DArea ;Pb_ ChiSqr;Bi_Area ;Bi_ DArea ;Bi_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   45.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;03.01.17 13:52;;45;;183;82;0.5;6448;138;3.1;1078;162;0.6;-63;221;0.3;5675;601;1.5;7563;758;1.6;12184;816;1.5;9260;853;2.1;4200;871;1.6;3315;883;0.7;1799;887;0.5;957;302;0.7;4574;383;1.8;2862;420;1.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   50.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;76;03.01.17 13:53;;50;;297;79;0.3;7027;135;1.1;21936;214;1.5;-122;208;0.4;5803;572;0.9;7774;731;1;27675;805;1.4;9676;836;1.1;7575;861;1.4;3729;875;1;-1640;885;0.7;1018;287;0.6;9292;368;1.4;2668;400;1.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   55.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;67;03.01.17 13:54;;55;;889;87;1;12612;153;0.9;133205;397;0.8;-1332;189;1.6;6788;501;1;8586;607;0.4;98896;820;0.7;7791;695;1.2;15840;737;0.7;4056;742;0.6;1357;895;0.5;2295;261;1;30230;344;2;939;334;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   60.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;03.01.17 13:56;;60;;1344;94;2;18144;176;1.2;265494;534;3.9;-1985;194;3.4;5814;493;0.7;8859;591;0.6;111366;803;0.7;9438;678;2.2;24239;727;0.6;2065;712;0.6;2859;849;0.7;3074;262;0.9;48989;364;4.2;1114;331;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   65.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;70;03.01.17 13:57;;65;;1602;99;1.4;19844;183;1.5;444613;671;7;-1930;200;4.5;6509;489;0.8;9551;580;0.7;114490;781;0.9;9013;662;1.6;34128;722;0.6;2314;689;0.6;1536;804;0.5;2937;265;0.6;64697;381;5.8;904;326;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   70.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;03.01.17 13:59;;70;;1952;105;2;17236;183;1.9;711553;835;15.2;-1747;210;9.6;5389;490;1.8;11047;583;0.6;116844;779;1.4;12002;671;3.2;38931;732;0.8;2627;694;0.7;1693;817;0.5;2537;266;1.3;74205;391;7.2;993;329;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   75.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;70;03.01.17 14:00;;75;;1662;101;3;14701;170;2.7;564861;748;9.8;-805;201;8.6;4453;476;0.9;14335;575;0.5;123486;776;0.8;11551;655;2;46535;730;1;2247;681;0.5;565;803;0.6;1543;256;1.2;57320;366;4.4;1135;322;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   80.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;03.01.17 14:01;;80;;1806;96;2;8166;137;0.7;160838;426;2;99;183;1.2;4079;465;1;20366;574;0.5;135138;777;1;10651;646;1.1;74508;759;1;4650;675;0.4;1527;807;0.7;1303;248;0.7;19308;311;1.3;1451;313;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   85.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;03.01.17 14:03;;85;;1850;97;2.6;8939;142;1.3;114451;373;1.5;-697;182;0.9;4710;466;1.3;22032;578;0.6;138758;778;0.7;11510;650;0.7;85854;776;0.9;4087;683;0.7;2794;820;0.6;1240;248;0.9;22665;316;1.4;1230;313;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 2 at  30kV\ZH-16-10   90.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;03.01.17 14:04;;90;;1723;3;1.2;11322;5;1.6;120702;12;1.1;-915;6;1.2;4271;15;0.6;18359;20;0.7;110288;24;0.5;10942;23;0.9;57558;25;0.7;4208;24;0.5;2631;25;0.6;1026;8;0.9;28683;11;1.1;804;11;0.6
