FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Al_Area ;Al_ DArea ;Al_ ChiSqr;Si_Area ;Si_ DArea ;Si_ ChiSqr;P_Area ;P_ DArea ;P_ ChiSqr;S_Area ;S_ DArea ;S_ ChiSqr;Cl_Area ;Cl_ DArea ;Cl_ ChiSqr;K_Area ;K_ DArea ;K_ ChiSqr;Ca_Area ;Ca_ DArea ;Ca_ ChiSqr;Rh_Area ;Rh_ DArea ;Rh_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;10.04.17 16:50;;40;;6160;160;2.4;98340;366;1.4;-820;179;2.1;12124;255;20.3;14234;766;3.9;4344;376;9.1;1190270;1146;10.4;218424;1067;4.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;10.04.17 16:50;;45;;7049;179;2.3;124578;414;1.2;-672;215;2.5;13116;271;12;13572;746;4.7;24365;429;18.3;2180734;1497;19.8;201063;1051;9.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;10.04.17 16:51;;50;;7343;179;1.3;125314;414;1.7;-623;212;2.6;15248;273;10;15146;741;5.6;24685;429;16.3;2210916;1505;20;193926;1042;9.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;10.04.17 16:52;;55;;7472;178;3.1;122601;410;2.6;-1124;210;2.3;15189;274;12.1;15665;743;5.4;22357;428;23.1;2158352;1489;18.4;194416;1044;10.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;10.04.17 16:53;;60;;6713;174;1.8;117505;402;1.7;-1475;207;3.7;17023;278;10.8;13430;746;7.7;20343;419;18.7;2054253;1455;18.8;199973;1048;11.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;10.04.17 16:54;;65;;6996;175;1.6;115696;400;1.5;-1183;208;3.1;15419;274;10.8;13701;749;5.9;20252;421;17.3;2061032;1458;20.7;199561;1053;9.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;10.04.17 16:55;;70;;6977;171;0.9;112851;393;1.9;-1189;201;3.4;13566;264;13.5;13151;736;5.5;18339;417;18.5;1947656;1422;20.7;199378;1037;7.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;10.04.17 16:56;;75;;5958;165;3.1;97085;368;3.6;-971;188;1.5;9679;256;23.5;15520;810;5.3;8866;399;11.9;1434570;1247;22.6;240863;1126;6.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;10.04.17 16:57;;80;;6153;167;1.2;97985;371;2.2;-1376;194;2.7;10836;261;25.5;15246;810;5.3;11773;410;12.3;1670574;1334;22.7;239701;1127;6.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 1 at  10kV\ZH-17-17   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;10.04.17 16:58;;85;;6128;168;1.8;98219;372;3.6;-1116;197;1.8;11110;264;23.7;14837;814;7.5;11489;413;16.3;1723157;1353;25.5;241436;1134;9.7
