FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ag_Area ;Ag_ DArea ;Ag_ ChiSqr;Cd_Area ;Cd_ DArea ;Cd_ ChiSqr;Sn_Area ;Sn_ DArea ;Sn_ ChiSqr;Te_Area ;Te_ DArea ;Te_ ChiSqr;Ba_Area ;Ba_ DArea ;Ba_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   40.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:18;;40;;705544;808;3.8;175;67;0.5;5135;181;13.1;221;54;0.6;2416;116;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   45.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:19;;45;;696744;802;4;181;67;0.4;5019;176;14.2;328;49;0.6;992;102;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   50.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:20;;50;;694431;800;4;140;65;0.6;4822;174;13.2;264;47;0.5;774;100;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   55.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:20;;55;;693992;800;3.3;196;65;0.5;4794;174;13.4;227;48;0.5;778;99;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   60.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:21;;60;;694886;800;4;133;64;0.3;4457;174;14.9;362;47;0.4;1041;98;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   65.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:22;;65;;695575;801;3.8;203;65;0.4;4683;174;14.5;254;48;0.5;781;100;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   70.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:23;;70;;695636;801;4.1;156;65;0.8;4954;173;14.4;313;48;0.5;1120;101;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   75.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:23;;75;;716744;814;4.1;190;68;0.9;5626;185;16.5;319;55;0.7;769;116;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   80.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:24;;80;;710888;811;3.1;139;69;0.3;5465;183;16;406;55;0.8;884;115;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-17\Run 3 at  50kV\ZH-17-17   85.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;10.04.17 22:25;;85;;710631;811;3.7;189;68;0.4;5439;183;14.7;442;55;0.9;1042;115;0.7
