FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ni_Area ;Ni_ DArea ;Ni_ ChiSqr;Cu_Area ;Cu_ DArea ;Cu_ ChiSqr;Zn_Area ;Zn_ DArea ;Zn_ ChiSqr;Ga_Area ;Ga_ DArea ;Ga_ ChiSqr;Br_Area ;Br_ DArea ;Br_ ChiSqr;Rb_Area ;Rb_ DArea ;Rb_ ChiSqr;Sr_Area ;Sr_ DArea ;Sr_ ChiSqr;Y_Area ;Y_ DArea ;Y_ ChiSqr;Zr_Area ;Zr_ DArea ;Zr_ ChiSqr;Nb_Area ;Nb_ DArea ;Nb_ ChiSqr;Mo_Area ;Mo_ DArea ;Mo_ ChiSqr;Hg_Area ;Hg_ DArea ;Hg_ ChiSqr;Pb_Area ;Pb_ DArea ;Pb_ ChiSqr;Bi_Area ;Bi_ DArea ;Bi_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   40.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;86;12.04.17 11:15;;40;;337;94;0.7;4704;143;1.8;5575;192;2.3;-46;240;0.5;8409;703;1.1;10031;865;1.4;44156;1005;1.3;11595;988;1.4;10196;1023;0.8;-2057;1207;0.6;-3217;1127;0.5;1235;346;0.9;6175;432;1.1;2973;474;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   45.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;69;12.04.17 11:16;;45;;1181;3;2.2;6528;4;0.8;14081;6;0.4;181;6;0.6;9831;15;0.9;11420;19;0.7;109127;23;1.3;7083;22;1.6;16049;23;1.4;-845;24;0.7;-320;24;1.3;1471;8;0.7;7289;10;0.6;1534;11;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   50.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;12.04.17 11:18;;50;;1206;3;1.7;4644;4;0.7;14514;6;0.5;-54;6;0.7;8595;15;0.9;11292;19;0.4;101031;23;1.2;5253;22;0.4;13793;23;0.9;-711;23;0.6;-399;23;1.2;1005;8;0.9;7567;10;1;1631;10;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   55.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;12.04.17 11:19;;55;;1291;3;1.7;4511;4;1;13365;6;1.1;2;6;0.7;6999;15;1;10636;19;0.5;101613;23;0.8;6681;21;1.3;17871;23;0.7;874;23;1;-1526;23;1.4;863;7;0.8;6779;10;1;1658;10;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   60.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;64;12.04.17 11:20;;60;;1180;3;2.9;4741;4;0.5;15845;6;0.8;114;6;0.8;5947;14;0.6;11519;19;0.7;104425;23;0.5;6172;21;0.8;17899;23;0.7;2110;22;0.6;865;23;1.1;997;7;0.5;6825;9;0.9;1230;10;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   65.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;12.04.17 11:22;;65;;1436;3;2.6;5084;4;1.2;15239;6;1.3;18;6;0.3;5469;14;0.8;13674;19;0.4;107611;23;1;8117;21;1.2;17368;23;0.5;1029;22;0.7;133;23;1.4;1078;7;0.6;7904;10;0.6;1266;10;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   70.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;12.04.17 11:23;;70;;2062;3;5.2;4033;4;0.9;11892;5;1.5;287;5;1;3613;14;0.7;14764;18;0.6;127483;23;0.8;5185;21;0.5;19521;22;0.8;-116;22;0.9;-457;22;1.3;1994;7;1.1;7600;9;0.5;1441;10;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   75.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;12.04.17 11:24;;75;;2185;3;4.1;3305;4;0.5;8274;5;0.8;477;6;0.4;2957;15;0.6;16483;19;0.8;149099;24;0.6;6976;22;0.6;20269;23;0.7;413;23;0.6;175;24;1;2760;8;1.3;7315;10;0.6;1074;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   80.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;12.04.17 11:26;;80;;1708;3;0.7;3315;4;0.6;7226;5;0.6;372;6;0.7;5168;15;1.8;23265;20;0.5;137418;24;1;8859;22;0.7;27206;24;0.8;636;24;0.9;843;24;1.1;1347;8;0.7;7977;10;0.6;1535;11;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 2 at  30kV\ZH-17-19   85.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;12.04.17 11:27;;85;;2014;3;0.8;3809;4;1.1;8219;5;0.6;824;6;0.7;4514;15;0.7;26417;20;0.4;129885;24;1.1;7723;22;0.8;29969;24;0.7;2114;24;1.1;-239;25;1;706;8;0.5;7394;10;0.7;1251;11;0.8
