FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ag_Area ;Ag_ DArea ;Ag_ ChiSqr;Cd_Area ;Cd_ DArea ;Cd_ ChiSqr;Sn_Area ;Sn_ DArea ;Sn_ ChiSqr;Te_Area ;Te_ DArea ;Te_ ChiSqr;Ba_Area ;Ba_ DArea ;Ba_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   45.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 15:53;;45;;698842;802;3.7;293;66;0.4;4012;170;13.4;203;46;0.5;1560;95;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   50.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 15:54;;50;;694894;800;4.6;164;63;0.5;4383;170;17;275;46;0.4;1533;96;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   55.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 15:55;;55;;696640;801;4.9;205;65;0.4;4282;172;15.6;304;47;0.7;1020;97;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   60.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 15:55;;60;;697627;802;4;163;66;0.4;4785;173;15.3;299;47;0.6;827;99;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   65.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 15:56;;65;;696916;802;3.7;135;66;0.4;4877;175;12.3;326;48;0.5;922;100;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   70.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 15:57;;70;;697847;802;3.6;156;66;0.3;4869;175;12.5;303;47;0.4;998;99;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   75.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 15:58;;75;;699552;803;4.3;105;67;0.4;5258;174;14.3;203;47;0.6;967;99;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   80.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 15:58;;80;;700352;803;4.3;256;66;0.4;4554;172;14.8;329;47;0.6;1116;101;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   85.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 15:59;;85;;701838;804;3.6;276;66;0.6;4547;174;14.2;297;47;0.7;861;99;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   90.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:00;;90;;700729;803;3.4;280;66;0.7;5029;174;11.3;361;47;0.5;911;99;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11   95.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:01;;95;;702119;805;4.4;124;66;0.5;5242;176;14.5;214;48;0.7;933;98;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  100.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:01;;100;;703911;805;3.7;164;66;0.4;4634;175;14.7;188;47;0.7;734;98;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  105.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:02;;105;;704915;806;4.1;269;66;0.4;5195;174;14.1;350;47;0.4;1034;97;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  110.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:03;;110;;701636;804;3.8;392;67;0.5;5802;178;14.2;245;47;0.5;835;98;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  115.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:04;;115;;706211;807;3.7;205;67;0.7;6073;178;14.7;213;47;0.5;1049;98;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  120.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:04;;120;;702781;806;4;264;68;0.7;6562;182;13.4;222;46;0.4;947;99;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  125.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:05;;125;;703298;806;3.4;257;68;0.8;6533;181;13.8;233;47;0.6;1077;99;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  130.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:06;;130;;702389;805;4;179;66;0.5;6412;181;13.4;305;48;0.9;947;99;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  135.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:07;;135;;702072;805;3.6;207;68;0.4;6984;182;14.3;304;48;0.7;942;100;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  140.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:07;;140;;700438;805;3.8;196;68;0.5;7643;186;12.7;299;48;0.5;1145;102;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  145.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:08;;145;;702469;806;4.1;238;68;0.6;7988;186;15.5;251;48;0.6;1057;102;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  150.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:09;;150;;701954;806;3.9;311;68;0.6;8322;188;12.3;261;49;0.4;1645;105;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  155.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:10;;155;;702035;806;3.9;156;68;0.4;7774;187;14.8;319;48;0.6;1515;105;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  160.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:10;;160;;703195;806;4.3;263;66;0.7;7745;186;13.6;252;48;0.6;1422;105;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  165.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:11;;165;;702130;805;3.8;237;67;0.4;8124;187;15.8;309;49;0.9;1145;103;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  170.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:12;;170;;703174;807;3.6;160;67;0.5;8506;191;13.4;254;50;0.7;1080;105;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  175.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:13;;175;;703345;806;4.3;247;67;0.7;7704;187;16;235;51;0.5;1288;106;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  180.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:13;;180;;701540;805;3.7;218;67;0.4;6608;184;12.5;282;51;0.7;1160;107;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  185.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:14;;185;;703874;806;4.2;209;67;0.4;6065;181;13.4;260;50;0.3;1031;105;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  190.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:15;;190;;702057;805;4.7;210;67;0.6;5480;179;14.3;310;49;0.7;1185;105;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  195.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:16;;195;;703489;805;3.7;167;66;0.5;4743;175;13.8;359;49;0.7;1205;105;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  200.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:16;;200;;704020;806;3.7;198;66;0.5;4840;177;13.6;314;50;0.4;1160;105;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  205.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:17;;205;;702767;805;4.4;232;65;0.9;4590;177;14.5;294;50;0.5;1148;105;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  210.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:18;;210;;704136;806;3.5;209;65;0.5;4834;176;11.5;308;50;0.7;1270;105;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  215.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:19;;215;;703268;805;3.8;155;66;0.5;4632;176;15;299;50;0.4;1169;105;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  220.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:19;;220;;702464;805;4.4;121;67;0.5;4945;175;13.2;393;49;0.6;1091;104;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  225.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:20;;225;;703639;806;3.9;141;67;0.4;4888;175;13.6;275;49;0.9;1341;106;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  230.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:21;;230;;703183;805;3.8;206;65;0.7;4955;177;15.8;261;50;0.4;1284;106;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  235.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:22;;235;;703646;805;4;191;67;0.5;5039;177;15.2;324;51;0.5;1070;105;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  240.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:22;;240;;704611;806;3.3;137;66;0.3;4755;178;14.1;327;51;0.5;1320;107;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  245.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:23;;245;;705092;806;3.8;143;67;0.5;4917;175;15.1;223;50;0.6;1345;106;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  250.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:24;;250;;704796;806;3.8;216;66;0.6;4908;175;17.3;350;50;0.7;1288;106;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  255.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:25;;255;;705772;807;3.9;214;66;0.7;4977;178;12.2;401;50;0.6;1375;108;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 3 at  50kV\ZH-16-11  260.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;04.01.17 16:25;;260;;704855;806;3.6;157;65;0.8;4966;177;13.5;279;50;0.6;1084;107;0.4
