FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ag_Area ;Ag_ DArea ;Ag_ ChiSqr;Cd_Area ;Cd_ DArea ;Cd_ ChiSqr;Sn_Area ;Sn_ DArea ;Sn_ ChiSqr;Te_Area ;Te_ DArea ;Te_ ChiSqr;Ba_Area ;Ba_ DArea ;Ba_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   40.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:06;;40;;713968;812;4.1;254;69;0.5;5314;182;15.5;283;55;0.5;3126;118;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   45.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:07;;45;;706332;807;3.3;165;67;0.4;4698;177;13.1;291;49;0.6;982;104;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   50.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:08;;50;;694294;800;5;136;66;0.5;4616;174;15.1;239;48;0.7;842;98;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   55.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:09;;55;;696949;801;3.5;154;64;0.7;4525;173;15.2;301;47;0.4;884;96;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   60.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:09;;60;;700175;803;4.3;237;65;0.7;4643;173;14;241;47;0.6;796;95;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   65.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:10;;65;;703493;806;3.9;295;64;0.4;4707;175;13.6;258;45;0.6;659;98;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   70.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:11;;70;;708224;808;3.8;207;66;0.3;4899;175;13.7;336;48;0.6;966;99;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   75.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:12;;75;;723104;817;3.7;237;68;0.5;5190;181;14.3;299;51;0.7;1322;110;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   80.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:12;;80;;726587;819;5;195;69;0.7;5688;182;15.9;366;54;0.6;1529;116;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   85.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:13;;85;;737993;826;4.2;181;69;0.4;5271;186;15.2;395;54;0.6;1703;119;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   90.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:14;;90;;737085;826;3.9;135;69;0.4;5423;186;15.3;317;54;0.7;1553;118;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19   95.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:15;;95;;739166;827;3.9;251;68;0.5;5338;185;14.4;446;55;0.6;1534;118;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19  100.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:15;;100;;739630;827;3.4;343;69;0.5;5169;183;13.9;327;53;0.9;1266;118;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19  105.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:16;;105;;738320;826;4;229;69;0.6;5295;185;15.1;356;55;0.7;1347;117;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19  110.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:17;;110;;739238;827;4;201;69;0.5;5398;185;14.4;508;54;0.6;1510;116;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19  115.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:18;;115;;739964;827;4.1;133;68;0.4;5368;186;14.4;295;55;0.5;1148;116;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19  120.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:18;;120;;743447;829;3.8;159;69;0.7;5167;186;15.9;417;57;0.7;1432;119;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19  125.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:19;;125;;742324;828;3.9;174;70;0.4;5526;184;14.2;472;55;0.8;1823;117;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 3 at  50kV\ZH-17-19  130.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;12.04.17 15:20;;130;;745570;830;4.1;204;69;0.4;5457;188;15.4;449;55;0.7;1278;118;0.4
