FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ni_Area ;Ni_ DArea ;Ni_ ChiSqr;Cu_Area ;Cu_ DArea ;Cu_ ChiSqr;Zn_Area ;Zn_ DArea ;Zn_ ChiSqr;Ga_Area ;Ga_ DArea ;Ga_ ChiSqr;Br_Area ;Br_ DArea ;Br_ ChiSqr;Rb_Area ;Rb_ DArea ;Rb_ ChiSqr;Sr_Area ;Sr_ DArea ;Sr_ ChiSqr;Y_Area ;Y_ DArea ;Y_ ChiSqr;Zr_Area ;Zr_ DArea ;Zr_ ChiSqr;Nb_Area ;Nb_ DArea ;Nb_ ChiSqr;Mo_Area ;Mo_ DArea ;Mo_ ChiSqr;Hg_Area ;Hg_ DArea ;Hg_ ChiSqr;Pb_Area ;Pb_ DArea ;Pb_ ChiSqr;Bi_Area ;Bi_ DArea ;Bi_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   37.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;81;11.04.17 20:27;;37;;358;86;0.4;18850;179;1.3;4545;170;0.8;-86;214;0.5;6255;590;1.1;8302;757;0.7;38166;841;0.9;7595;866;1.3;4635;895;1.1;1415;912;0.6;1350;923;0.5;1266;294;0.9;5955;375;0.9;3122;412;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   40.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;69;11.04.17 20:29;;40;;730;3;0.6;12262;5;0.5;8498;5;0.7;106;6;0.7;6349;16;0.7;7090;20;0.6;68092;24;0.7;6448;24;1.2;7133;25;0.5;-804;25;1;578;25;0.8;951;8;0.4;5501;10;1.1;2337;11;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   45.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;62;11.04.17 20:30;;45;;1029;86;1.4;4484;121;0.7;8222;169;0.9;150;174;0.6;5170;488;0.8;6624;595;0.6;71290;798;0.8;4973;682;1.3;6692;715;0.8;-1239;869;1.1;-133;839;1.5;1152;248;1.2;5306;303;0.5;1659;326;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   50.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;58;11.04.17 20:31;;50;;684;3;1.5;3475;3;0.3;7304;5;0.6;317;5;1;5267;14;0.6;6415;18;0.3;69854;21;0.7;5555;20;0.9;6886;21;0.7;197;22;1.2;-273;22;1.1;952;7;1.3;4549;9;0.6;2059;10;1.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   55.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;56;11.04.17 20:33;;55;;713;2;0.3;3069;3;0.7;7504;5;1.1;-58;5;0.4;4624;14;0.9;6775;18;0.7;56859;21;1.1;6019;20;1.2;5964;21;0.6;-757;21;1;-1182;22;0.8;703;7;0.6;5088;9;0.7;1817;10;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   60.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;55;11.04.17 20:34;;60;;639;79;1.3;2811;108;0.5;7188;162;0.4;203;167;0.6;3632;463;1;4679;558;1;54167;739;1.1;4665;637;0.9;4362;660;0.5;-367;769;0.8;-306;793;1.2;735;238;0.6;4815;290;0.9;1906;313;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   65.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;55;11.04.17 20:35;;65;;709;2;0.6;3072;3;0.6;8431;5;0.6;-111;5;0.4;4604;14;0.7;7494;18;0.7;52623;20;0.8;5990;20;1.1;5554;21;0.7;600;21;0.7;-429;21;1.1;694;7;0.6;5525;9;0.6;1992;10;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   70.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;61;11.04.17 20:36;;70;;894;3;0.7;3323;4;0.8;9453;5;0.5;-170;6;0.3;4710;15;0.9;7838;19;0.4;63206;22;0.8;7440;22;1;7639;23;0.9;1151;23;0.5;-911;23;1.4;754;7;1.1;5858;10;0.7;1594;10;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   75.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;81;11.04.17 20:37;;75;;1414;3;1.3;4067;4;0.6;12210;6;0.6;39;6;0.7;5409;16;0.7;12548;21;0.7;104418;25;0.9;7803;25;1.2;11329;26;0.9;1091;26;0.5;57;27;1.2;938;8;1;6749;11;0.8;1595;11;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   80.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;78;11.04.17 20:39;;80;;1265;3;3;4101;4;0.9;11571;6;1.1;162;6;0.7;5010;16;1.1;7934;21;0.9;112380;25;0.9;6060;24;1.5;9692;25;1;-502;26;0.8;-1263;26;1;1290;8;0.9;6154;10;0.8;1621;11;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   85.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;80;11.04.17 20:40;;85;;1549;3;2;4638;4;0.7;16195;6;0.7;-76;6;0.5;6116;16;0.7;11174;21;1.1;109030;25;0.9;6619;24;0.8;11549;26;0.8;2259;26;0.6;-373;27;1.8;1282;8;0.5;8438;10;0.6;1889;11;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 2 at  30kV\ZH-17-21   90.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;79;11.04.17 20:42;;90;;1627;3;3.4;3611;4;0.5;14988;6;0.8;-29;6;0.4;4975;16;1.2;7796;21;0.5;114795;25;0.8;5918;24;0.9;10373;25;0.5;1005;26;0.6;-2281;26;1.6;1449;8;0.6;7274;10;0.6;2065;11;1.2
