FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Al_Area ;Al_ DArea ;Al_ ChiSqr;Si_Area ;Si_ DArea ;Si_ ChiSqr;P_Area ;P_ DArea ;P_ ChiSqr;S_Area ;S_ DArea ;S_ ChiSqr;Cl_Area ;Cl_ DArea ;Cl_ ChiSqr;K_Area ;K_ DArea ;K_ ChiSqr;Ca_Area ;Ca_ DArea ;Ca_ ChiSqr;Rh_Area ;Rh_ DArea ;Rh_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;39;12.04.17 08:45;;40;;5713;144;1.9;83493;334;1.8;-650;150;0.9;8866;233;18;10031;768;2.5;-1840;335;4.7;402488;742;3.8;220080;1056;1.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:46;;45;;6858;170;1.4;104244;382;1.2;-497;207;3.3;11730;261;11.6;11903;740;4.1;18590;416;16.3;2004572;1440;22.2;201502;1041;8.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:47;;50;;6086;169;2.4;102508;380;1.8;-936;204;2.9;10117;258;8.7;12200;731;7;18749;413;15.9;2020149;1442;19.5;191094;1026;10.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:48;;55;;6299;167;1.1;102541;378;1.3;-563;202;2.9;10152;255;7.6;11667;725;4;21377;414;18.1;1996785;1434;19.1;189649;1018;7.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:48;;60;;6253;168;1.9;105813;382;1.3;-371;201;1.7;10189;254;6;12876;718;4;22062;416;16.9;1997600;1434;18.5;184668;1009;8.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:49;;65;;6861;173;1.5;113170;395;1.2;-781;206;4.3;12464;261;7.3;14280;721;3.9;27078;427;21;2094407;1468;17.8;185435;1013;8.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;12.04.17 08:50;;70;;8862;186;1.2;147448;442;3.7;-1333;212;2.5;20987;285;8.1;12060;716;6.9;47541;463;20.4;2266954;1525;21.4;191013;1019;10.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;12.04.17 08:51;;75;;8679;195;1.9;167054;472;3;-2009;228;2.2;25441;310;17.1;14798;784;8.3;51790;487;27.2;2692462;1655;26.7;232789;1115;14.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:52;;80;;7118;174;2.6;111625;393;3;-1010;202;2.2;18298;284;19.5;15098;803;6;34486;452;20.5;1776475;1374;25.1;243030;1127;10.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:53;;85;;7502;175;1.8;120954;405;2.4;-1186;197;3.2;17933;282;25.7;15482;789;7.8;44822;462;21.9;1664382;1335;24.8;239970;1112;13.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:54;;90;;7879;179;1.7;126372;413;2.7;-1120;202;1.8;18844;285;23.8;13813;784;7.6;49388;473;23.9;1855951;1401;24.9;236955;1112;13.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:55;;95;;8209;181;1.3;132078;421;4.2;-1070;203;1.7;19878;288;28.9;14980;783;7.4;56688;484;30.9;1765389;1373;23.5;235661;1110;12.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  100.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:56;;100;;7927;179;2.8;125871;412;3.7;-997;201;3.4;18855;284;24.5;16277;786;7.3;44431;468;26.5;1837005;1396;24.6;234846;1109;12.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  105.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:57;;105;;6826;170;0.7;108506;386;2.2;-748;193;2;14784;271;22.2;13715;794;5.9;30148;439;17.5;1544572;1292;23.6;240680;1117;9.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  110.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:58;;110;;7612;176;2.9;121010;405;3.4;-644;199;2.2;16192;277;22.1;16101;800;7.4;36771;451;20.5;1692026;1344;22.5;242095;1126;10.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  115.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;12.04.17 08:59;;115;;10161;194;2.2;167005;467;4.5;-1089;217;2.8;22344;298;22.9;14597;776;10.2;63684;500;29.3;2290174;1541;22.9;235293;1109;17.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  120.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;12.04.17 09:00;;120;;12822;204;1.1;201776;505;4.3;-1106;215;1.2;19839;293;26.1;16714;767;10.4;80881;522;37.3;2205441;1516;21.3;235172;1102;17.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  125.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;12.04.17 09:01;;125;;10221;192;1.9;163439;461;3.4;-1124;209;3;19280;289;26.3;13422;772;8.9;66871;496;31.2;2007371;1452;22;235621;1106;15.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  130.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;12.04.17 09:02;;130;;9713;191;1.1;163620;462;3.3;-1347;210;2.6;20347;291;24.3;13169;770;9.5;62505;493;26.3;2048425;1465;22.3;235056;1104;16.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  135.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;12.04.17 09:03;;135;;10587;198;1.9;183237;486;3.6;-955;216;2.5;22832;298;25.2;13850;764;9.6;66885;502;30;2183534;1509;21.6;230041;1095;14.1
