FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ni_Area ;Ni_ DArea ;Ni_ ChiSqr;Cu_Area ;Cu_ DArea ;Cu_ ChiSqr;Zn_Area ;Zn_ DArea ;Zn_ ChiSqr;Ga_Area ;Ga_ DArea ;Ga_ ChiSqr;Br_Area ;Br_ DArea ;Br_ ChiSqr;Rb_Area ;Rb_ DArea ;Rb_ ChiSqr;Sr_Area ;Sr_ DArea ;Sr_ ChiSqr;Y_Area ;Y_ DArea ;Y_ ChiSqr;Zr_Area ;Zr_ DArea ;Zr_ ChiSqr;Nb_Area ;Nb_ DArea ;Nb_ ChiSqr;Mo_Area ;Mo_ DArea ;Mo_ ChiSqr;Hg_Area ;Hg_ DArea ;Hg_ ChiSqr;Pb_Area ;Pb_ DArea ;Pb_ ChiSqr;Bi_Area ;Bi_ DArea ;Bi_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   45.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;04.01.17 12:45;;45;;104;86;0.3;5858;153;4.7;627;169;0.5;-57;235;0.6;5944;678;1.6;9117;818;1.1;12899;879;1.9;10565;920;2;3544;951;1.6;3308;975;0.3;733;948;0.4;852;339;0.5;4268;422;1.8;3838;462;1.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   50.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;67;04.01.17 12:46;;50;;456;3;0.3;6579;4;0.9;6967;5;0.7;29;6;0.4;5532;17;0.8;6337;21;0.7;35393;24;0.8;7643;25;1.1;4424;25;1;-3815;26;1.6;-1025;26;1;605;8;0.5;5197;11;1.2;2385;12;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   55.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;64;04.01.17 12:48;;55;;1451;3;4;7434;4;0.6;17191;6;1;-116;5;0.3;5992;14;1.6;8987;18;0.6;99127;22;0.6;5476;21;1.1;9822;22;0.5;836;22;0.6;-337;23;1.1;752;7;0.8;7595;9;0.9;1402;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   60.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;04.01.17 12:49;;60;;1690;3;8.2;8063;4;0.7;23459;6;0.9;-115;6;0.9;5062;14;0.7;10232;18;0.4;110491;23;0.6;5960;21;0.8;13487;22;0.7;621;22;1;411;23;1.2;1313;7;0.6;9893;10;1.1;1720;10;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   65.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;04.01.17 12:50;;65;;1658;95;5.4;8055;136;0.5;31226;234;0.3;-299;177;0.3;4344;482;0.7;11040;592;0.7;121908;828;0.6;7342;678;1.9;13358;721;0.6;2704;794;0.7;553;890;1.6;1140;250;0.4;12089;310;0.9;1235;323;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   70.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;04.01.17 12:51;;70;;1844;3;6.2;8449;4;0.7;36533;7;1.1;-273;6;0.6;4292;14;0.8;11220;18;0.8;119463;23;0.6;5479;21;1;13629;22;0.6;1328;22;0.8;740;23;0.9;1391;7;0.8;13707;10;1.2;1153;10;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   75.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;04.01.17 12:53;;75;;1650;3;4.4;9035;4;1;41504;8;0.7;-170;6;0.7;4192;14;0.8;10579;18;0.4;119008;23;0.7;5981;21;0.9;15072;22;0.8;2079;22;0.6;1638;23;0.9;1101;7;0.7;14908;10;1.1;1545;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   80.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;04.01.17 12:54;;80;;1924;3;5.5;9383;4;0.4;45995;8;1.6;-75;6;0.8;4321;14;0.7;11239;18;0.5;118258;23;0.5;6223;21;0.6;13499;22;0.6;1930;22;0.6;2066;23;0.7;1382;7;0.8;14991;10;1;2000;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   85.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;04.01.17 12:55;;85;;1870;95;3.6;9092;140;0.6;48285;270;1;-427;177;0.6;3225;478;0.7;12572;590;0.9;114039;818;0.6;7248;674;1.1;13714;715;1.1;2012;754;0.5;2384;878;0.8;883;249;0.7;15082;313;0.8;1701;322;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   90.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;04.01.17 12:57;;90;;1703;96;5;8747;138;0.8;48472;268;0.6;-598;176;0.4;2980;471;0.9;11317;577;0.9;107365;804;0.9;5630;659;0.9;11965;698;0.6;2192;731;0.7;1112;840;0.5;978;247;0.7;15731;311;1;1450;318;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11   95.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;04.01.17 12:58;;95;;1846;3;6.6;8962;4;0.6;48687;8;1;-500;5;1.1;3063;14;0.9;10537;18;0.6;110552;22;0.6;5168;21;1.6;11841;22;0.9;1987;22;0.5;711;22;0.5;1362;7;1;16490;10;1.6;1862;10;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  100.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;04.01.17 12:59;;100;;1721;3;9.4;8686;4;1.2;50620;8;0.6;-488;6;0.9;3146;14;0.9;9796;18;0.6;110859;22;0.7;6522;21;0.7;12788;22;0.5;1983;22;0.5;2522;23;1.2;686;7;0.4;16210;10;1.1;1853;10;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  105.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;04.01.17 13:00;;105;;1550;3;5.5;8722;4;1.7;81996;10;1.4;-795;6;0.7;3405;14;0.8;10778;18;0.8;106450;22;0.7;6441;21;0.8;16729;22;0.8;2699;22;0.7;2103;22;0.5;980;7;0.7;18759;10;1.3;1466;10;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  110.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;04.01.17 13:02;;110;;1422;94;2.7;9335;143;0.5;120645;380;1.4;-812;181;1.3;3510;477;0.7;12117;585;0.7;105688;800;0.6;6160;667;0.7;22862;718;0.6;3624;705;0.6;2519;847;1.1;1004;250;0.8;22935;324;1.4;1594;322;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  115.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;04.01.17 13:03;;115;;1518;93;3.2;10489;146;1;136969;400;1.7;-763;183;1.1;4761;480;0.6;12665;586;0.7;107456;799;0.8;7070;666;1.7;24378;718;0.8;2730;704;0.5;1831;843;0.6;922;251;0.6;26499;330;1.6;1123;323;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  120.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;04.01.17 13:04;;120;;1704;94;3.9;11299;149;0.9;136072;399;2.1;-656;183;1.3;5528;482;1;11479;587;0.3;108972;801;0.4;7081;668;1.8;25553;722;0.5;2756;707;0.9;1881;847;0.6;1096;250;1.1;29622;334;1.5;1560;323;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  125.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;67;04.01.17 13:06;;125;;1334;93;3.3;10340;147;0.4;116334;376;1.7;-900;184;1.1;4506;483;0.9;11792;591;0.5;110392;812;0.5;6093;673;1.2;18746;719;0.7;3058;717;0.7;1692;861;0.6;795;252;0.3;28820;335;1.2;1438;325;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  130.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;67;04.01.17 13:07;;130;;1411;3;3.4;10064;5;1.1;98641;11;1.1;-773;6;1;4069;14;0.9;10557;18;0.4;110270;23;0.8;7007;21;1.1;14954;22;0.7;4190;22;0.6;2146;23;0.5;748;8;0.7;30849;10;1.1;1030;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  135.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;67;04.01.17 13:08;;135;;1506;3;4;11924;5;0.7;49987;8;0.9;-1033;6;1.4;2288;14;0.7;11754;19;0.7;108969;23;1;8650;21;1.3;18693;23;0.8;2092;23;0.9;939;23;1.6;2081;8;0.5;35543;11;2;1388;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  140.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;04.01.17 13:09;;140;;1577;3;3.9;13500;5;1.3;40532;8;0.9;-1442;6;1.9;2552;14;1.1;12747;19;0.7;104933;23;0.6;8771;21;1.3;18699;23;0.7;167;23;0.7;458;23;1.5;1301;8;0.4;42487;11;2.1;1245;10;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  145.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;69;04.01.17 13:11;;145;;1621;96;2.5;16874;169;0.7;45776;266;0.9;-2551;193;6.1;2005;488;0.6;12179;598;0.5;97529;780;0.5;9063;681;2.8;18244;720;0.5;-1372;784;0.6;673;794;1.6;1857;260;0.5;79401;411;8.6;653;338;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  150.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;04.01.17 13:12;;150;;1690;99;1.8;23148;191;2;52911;283;1.7;-4718;204;11.9;849;492;1;14322;597;0.3;97038;746;1.4;11584;678;6.3;18585;710;0.5;830;745;1;2381;740;1;2475;266;0.8;160864;491;22.4;1052;348;1.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  155.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;04.01.17 13:14;;155;;1731;100;2.8;24755;195;0.9;45597;268;1.6;-4334;204;9.4;1335;493;1.4;15049;596;0.5;97019;745;1.6;10377;674;3.9;18295;707;0.7;93;735;0.9;1750;725;0.6;3001;267;0.8;162323;493;16.1;1333;347;1.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  160.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;04.01.17 13:15;;160;;1832;99;1.3;27165;201;2.1;36253;248;1.7;-4706;205;10.5;1481;495;1.6;15410;601;0.6;93470;742;1.3;10818;680;4.6;18512;711;0.8;935;729;0.8;2821;721;0.6;3250;269;0.3;170470;502;17.7;1010;351;1.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  165.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;04.01.17 13:16;;165;;1768;100;0.5;33172;217;1.5;16226;198;1.9;-4410;207;11.4;1635;503;3;16745;607;0.5;89090;740;1.7;10664;685;5.4;19010;716;1.2;1416;717;0.4;2806;721;0.8;4703;274;1.1;179857;514;15.3;237;356;1.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  170.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;04.01.17 13:18;;170;;1487;98;1;25074;198;0.7;11728;183;0.8;-3126;201;6.8;2890;507;2.2;15527;615;0.6;90580;764;0.6;10663;695;3;17985;729;0.6;2414;734;0.8;2325;736;0.4;3625;272;0.5;130300;477;6.6;535;356;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  175.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;04.01.17 13:19;;175;;1679;96;0.7;10813;152;0.6;8889;172;0.7;-1070;190;3;2196;503;1;19291;628;0.8;92718;807;0.6;9134;709;1.3;21366;755;0.4;745;769;0.6;1929;764;0.6;1875;263;0.8;54352;397;2.4;886;348;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-11\Run 2 at  30kV\ZH-16-11  180.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;04.01.17 13:21;;180;;1691;96;0.9;7737;140;0.9;6593;162;0.4;-464;185;1.3;2758;498;0.9;20776;629;0.4;96505;822;0.9;8525;708;1.1;21164;756;0.7;713;778;0.6;2880;768;0.4;1073;258;0.8;30193;358;1.2;1348;341;0.7
