FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ni_Area ;Ni_ DArea ;Ni_ ChiSqr;Cu_Area ;Cu_ DArea ;Cu_ ChiSqr;Zn_Area ;Zn_ DArea ;Zn_ ChiSqr;Ga_Area ;Ga_ DArea ;Ga_ ChiSqr;Br_Area ;Br_ DArea ;Br_ ChiSqr;Rb_Area ;Rb_ DArea ;Rb_ ChiSqr;Sr_Area ;Sr_ DArea ;Sr_ ChiSqr;Y_Area ;Y_ DArea ;Y_ ChiSqr;Zr_Area ;Zr_ DArea ;Zr_ ChiSqr;Nb_Area ;Nb_ DArea ;Nb_ ChiSqr;Mo_Area ;Mo_ DArea ;Mo_ ChiSqr;Hg_Area ;Hg_ DArea ;Hg_ ChiSqr;Pb_Area ;Pb_ DArea ;Pb_ ChiSqr;Bi_Area ;Bi_ DArea ;Bi_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   30.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;84;08.01.17 11:48;;30;;362;91;1.2;7323;152;4.6;708;178;0.3;-175;249;0.5;7386;691;1.2;10341;882;1.7;15741;954;1.7;12737;1000;2.4;5047;1026;1.4;3419;1043;0.5;2089;1050;0.7;1202;344;0.8;5120;436;1.4;3488;480;1.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   35.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;89;08.01.17 11:49;;35;;334;89;0.4;7544;145;3.3;3494;174;0.9;27;228;0.4;5863;630;1.6;9215;814;1;38020;903;0.8;10615;936;1.8;7939;968;1.4;-1374;986;0.5;191;1001;0.5;832;313;0.5;5096;398;1.5;2892;438;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   40.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 11:51;;40;;1820;3;2.9;7435;4;0.9;14995;6;0.6;-169;6;0.2;5428;15;0.4;12055;20;0.5;112766;24;0.7;6323;23;1;11236;24;0.4;-874;24;0.6;-1783;25;1.2;1007;8;0.8;7673;10;1;1520;11;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   45.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 11:53;;45;;1602;3;3.8;7316;4;0.6;18476;6;0.8;-113;6;0.4;5576;15;0.8;13469;20;0.6;117328;24;0.5;6967;23;1.2;12001;24;1.3;2177;24;0.7;-49;25;1.2;1190;8;1;8567;10;1;1674;11;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   50.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;08.01.17 11:54;;50;;1423;3;3.4;7590;4;0.5;24705;7;0.5;-287;6;0.6;5196;15;0.6;13515;20;0.4;120907;24;0.9;5955;23;0.8;11792;24;0.7;1193;24;0.6;-392;25;1;952;8;0.5;10670;10;1.1;1683;11;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   55.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;08.01.17 11:55;;55;;1565;3;4;7448;4;0.3;27017;7;1;43;6;0.7;3997;15;0.8;11355;19;0.4;117560;24;0.7;6014;22;1;11959;24;0.6;1298;24;0.6;1390;24;0.7;1263;8;0.7;10798;10;1;1880;11;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   60.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;69;08.01.17 11:57;;60;;1596;3;5;7502;4;0.5;31598;7;0.9;-99;6;0.7;3773;15;0.9;11522;19;0.5;116350;23;0.5;5660;22;0.8;10115;23;1.1;1914;23;0.5;1800;24;0.9;848;8;0.8;11693;10;0.8;1381;10;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   65.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;69;08.01.17 11:58;;65;;1732;3;9;7029;4;1.1;25398;7;1;-78;6;0.4;3030;14;0.7;9503;19;0.4;111476;23;0.5;5365;22;0.9;10733;23;0.7;1445;23;0.8;510;24;1.2;1262;8;0.7;11355;10;0.8;1383;10;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   70.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;08.01.17 11:59;;70;;1623;3;7;7124;4;0.7;21892;6;1;-171;6;0.5;2027;14;0.8;9290;19;0.6;107259;23;0.7;4715;21;1.2;8655;23;0.8;742;23;0.6;372;23;1.2;1286;8;0.7;11152;10;0.6;1603;10;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   75.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;08.01.17 12:01;;75;;1796;3;7.3;7093;4;0.5;21278;6;0.5;-147;6;0.6;2884;15;0.7;10851;19;0.6;105198;23;0.8;5417;22;1.2;9978;23;1;1217;23;0.7;-483;24;1.3;1414;8;1;11508;10;0.8;1549;10;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   80.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;08.01.17 12:02;;80;;1444;93;3.2;7387;134;0.8;23312;215;0.9;-350;180;0.7;4092;496;1;10167;614;0.4;98818;831;0.5;6413;704;1;11077;744;0.9;523;856;0.6;-66;922;1.1;1210;256;0.4;12342;319;0.7;1204;332;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   85.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;08.01.17 12:03;;85;;1423;3;2;7451;4;0.8;15423;6;0.6;-273;6;0.5;2964;15;0.7;12271;19;0.4;96586;23;0.8;4876;22;1;10469;23;0.9;-1055;23;0.7;-831;24;1.2;1572;8;1.4;13257;10;0.7;1304;10;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   90.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;70;08.01.17 12:05;;90;;1470;96;2.3;8475;143;0.4;12929;186;0.7;242;185;0.8;3060;503;0.7;19155;631;0.4;88660;827;0.5;7637;711;0.7;14214;751;0.6;-1126;865;0.9;-622;824;1.3;1417;262;0.6;19180;338;0.9;1450;341;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16   95.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;08.01.17 12:06;;95;;2111;98;2.3;8900;145;0.7;12863;187;0.7;56;186;1.2;3505;499;0.5;22610;631;0.5;86012;813;0.4;7513;705;0.9;14738;746;0.6;-397;830;0.7;-1281;798;1.3;1861;261;0.7;24531;344;1.6;1002;337;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  100.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;08.01.17 12:07;;100;;2106;98;2;9298;146;0.5;9910;176;0.7;-129;187;1.1;3358;503;0.5;24807;642;0.3;85500;814;0.7;8222;716;1;14973;756;0.7;590;825;1;1563;791;0.6;1601;262;0.7;24055;346;1.2;1415;341;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  105.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;08.01.17 12:09;;105;;2314;3;1;8595;4;0.8;8058;5;0.7;227;6;1.2;3169;15;0.8;24734;20;0.5;88427;23;0.5;8891;22;1;15287;23;0.4;19;24;0.6;-22;24;0.5;2088;8;0.6;18522;10;0.6;1525;11;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  110.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;08.01.17 12:10;;110;;1878;3;1.6;6792;4;0.9;7229;5;0.9;547;6;0.4;3745;15;0.6;25398;20;0.6;86129;23;0.8;8339;22;1.3;16170;24;0.7;-985;24;1;-1551;24;0.6;1771;8;1.5;11881;10;0.7;1693;11;1.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  115.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;08.01.17 12:12;;115;;2162;99;0.8;6670;138;0.5;6779;165;0.6;1031;185;0.5;4787;508;0.7;28112;652;0.4;87713;834;0.4;7481;721;0.8;16334;766;0.4;1651;865;0.8;1363;817;1.1;1031;263;0.6;9266;322;1.1;1461;341;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  120.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;08.01.17 12:13;;120;;2126;99;1.1;6468;137;0.6;6862;166;1.1;685;187;0.7;3736;506;1;29289;651;0.7;91421;836;0.9;8045;721;1;16328;767;0.7;-106;873;0.9;-315;826;0.9;1641;264;0.6;7731;319;1;1644;340;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  125.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:14;;125;;2240;3;1.3;6517;4;0.7;7143;5;0.2;940;6;0.8;4137;15;0.6;29623;20;0.6;92281;23;1;7589;23;0.7;16675;24;0.7;-99;24;1;294;25;1.2;1866;8;0.9;7289;10;0.5;1527;11;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  130.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;08.01.17 12:16;;130;;2054;3;0.6;6139;4;0.8;6735;5;1.3;898;6;0.6;3698;15;0.8;31034;20;0.9;92297;23;0.8;7359;23;0.9;16780;24;0.7;-131;24;0.8;-700;25;0.9;1648;8;1.1;6776;10;1;1531;11;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  135.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:17;;135;;2071;3;0.9;6436;4;0.8;7538;5;0.8;917;6;0.8;4696;15;0.6;32339;20;0.4;90425;23;0.5;9310;23;0.6;16523;24;1;-1512;24;1.1;-952;25;0.7;883;8;0.6;6634;10;1.1;1247;11;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  140.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:19;;140;;2387;101;0.6;6379;136;0.8;7476;170;0.8;926;190;0.7;3660;516;0.4;34386;672;0.5;90705;836;0.5;9896;739;0.7;18536;787;0.7;1102;906;1.1;-460;862;0.9;1688;268;0.4;6677;321;1.5;1330;345;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  145.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:20;;145;;2309;102;0.6;6532;136;0.7;8067;170;0.9;1351;190;0.6;4183;514;1.3;36865;674;0.7;89426;829;0.6;8721;737;1.2;20572;786;0.4;-180;909;0.8;890;868;1;1359;264;0.8;6487;320;1.2;1483;344;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  150.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:22;;150;;2359;102;0.6;6665;138;0.9;7796;172;0.6;700;190;0.6;4173;512;1.1;36021;672;0.7;87111;835;0.7;8790;732;0.6;20608;782;0.7;1974;913;1;-111;850;0.9;953;266;0.4;6895;320;0.8;1527;343;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  155.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;75;08.01.17 12:23;;155;;2083;3;0.8;6556;4;0.7;7782;5;0.6;911;6;0.6;4722;15;0.5;34826;20;0.8;88377;23;0.8;9514;23;0.7;19277;24;0.6;-144;24;0.9;-560;25;1;1525;8;0.6;6880;10;0.8;1385;11;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  160.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;75;08.01.17 12:24;;160;;2138;100;1;6423;138;0.9;7447;172;0.6;1053;191;0.6;4854;519;1.3;33847;676;0.6;87088;846;0.4;9280;741;0.8;16656;788;0.6;-1302;926;1;-785;868;0.9;1048;268;0.7;6113;323;0.8;1337;347;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  165.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;75;08.01.17 12:26;;165;;2409;102;0.7;6545;137;0.9;8439;174;1.1;787;190;0.7;3913;515;0.8;35967;677;0.5;84453;837;0.5;8234;737;0.6;19382;785;0.3;-347;918;0.9;-799;864;1;1256;267;0.7;6695;321;0.9;1130;345;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  170.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;75;08.01.17 12:27;;170;;2575;102;0.8;6671;137;1.2;8237;172;0.6;1357;191;0.9;5012;516;0.7;36537;678;0.6;84611;836;0.8;8305;739;0.8;18826;788;0.7;217;914;1;-85;866;0.9;1020;266;0.4;6990;321;0.9;1376;343;1.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  175.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:29;;175;;2622;3;0.7;6501;4;0.8;8380;5;0.7;1120;6;0.6;5008;15;1.2;36022;20;0.4;85410;23;0.9;9045;23;0.9;19259;24;0.6;64;24;0.8;-775;25;0.7;1075;8;0.6;6352;10;1.3;1420;11;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  180.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:30;;180;;2241;3;1;6383;4;0.2;8155;5;0.6;1178;6;1;5198;15;1.2;35120;20;0.4;87904;23;0.7;7760;23;1;18303;24;0.4;-450;24;0.8;206;25;0.6;1355;8;0.7;6194;10;0.8;1469;11;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  185.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:32;;185;;2237;100;1.2;6531;136;0.4;7764;170;0.6;1237;188;0.8;4493;511;0.8;34411;668;0.8;86969;832;0.9;10335;731;0.9;21163;781;0.8;-763;910;0.8;-1326;859;0.9;1078;264;0.3;6336;318;0.7;1472;341;1.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  190.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:33;;190;;2183;3;0.9;6467;4;0.8;8197;5;0.5;559;6;0.7;4898;15;1.4;35879;20;0.5;84709;23;0.4;9093;23;0.6;17876;24;0.6;-485;24;0.7;102;25;1.1;1070;8;0.8;7186;10;0.9;1535;11;1.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  195.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;75;08.01.17 12:34;;195;;2381;103;0.6;6754;138;1.1;8448;175;0.3;1033;192;0.9;5097;522;0.9;35058;682;0.7;84186;842;0.9;10395;746;1.3;20282;795;0.6;-1036;924;1.4;-1341;877;1;1765;270;1.1;6894;324;0.7;1443;348;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  200.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;75;08.01.17 12:36;;200;;2521;3;0.7;6743;4;0.8;8409;5;1.1;1043;6;0.7;4723;15;0.8;36517;20;0.7;81826;23;1;10056;23;1;21916;24;0.8;53;24;0.7;-1981;25;1;1563;8;0.7;7097;10;1;1387;11;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  205.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;76;08.01.17 12:37;;205;;2470;102;0.2;6551;135;0.5;8766;173;0.7;1248;190;0.2;4433;512;0.8;36806;672;0.6;81249;797;0.7;8460;738;0.7;20018;785;0.8;859;882;0.7;-202;858;0.9;1667;264;0.6;6753;320;1;1235;344;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  210.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;76;08.01.17 12:39;;210;;2625;3;2.1;6605;4;0.6;9224;5;0.8;1182;6;1;4917;15;0.9;37632;21;0.5;79758;23;0.7;10176;23;0.8;19472;24;0.4;202;25;0.9;-609;25;1.1;811;8;0.7;7251;10;0.5;1493;11;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  215.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;76;08.01.17 12:40;;215;;2850;3;1.2;6698;4;0.6;9014;5;0.3;1139;6;0.7;5280;15;0.8;39868;21;0.7;79204;23;0.8;10244;23;0.6;22953;24;0.7;483;24;1;-647;25;1;953;8;0.2;6964;10;1.2;1298;11;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  220.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;75;08.01.17 12:42;;220;;2695;3;0.5;6746;4;0.7;8732;5;0.6;1267;6;1.1;4984;15;0.9;36586;21;0.3;83594;23;1.1;11128;23;0.7;22418;24;0.5;391;24;0.9;-955;25;0.9;1512;8;0.9;7482;10;0.9;1199;11;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  225.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:43;;225;;2639;3;1.1;6725;4;0.6;8224;5;0.7;733;6;0.7;4392;15;0.9;32983;20;0.8;86279;23;0.4;8988;23;0.8;19405;24;0.8;-1210;24;1.2;33;25;0.6;1199;8;0.8;6211;10;1;1044;11;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  230.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:45;;230;;2201;100;1.2;6465;135;0.9;7905;170;0.5;752;188;0.9;4240;511;0.8;32092;664;0.2;86364;831;0.7;10266;733;0.8;18368;781;0.6;492;918;0.8;-978;860;0.6;1160;264;1;6627;318;0.6;1303;340;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  235.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;74;08.01.17 12:46;;235;;2379;3;0.7;6412;4;0.5;7818;5;0.9;988;6;1;5234;15;1.3;32441;20;0.6;85184;23;0.3;9126;23;0.6;19414;24;0.7;-6;24;0.5;-641;25;1.3;1180;8;0.9;6421;10;0.8;1188;11;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  240.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;75;08.01.17 12:48;;240;;2423;3;0.5;6825;4;0.5;8658;5;1.3;1047;6;0.9;4488;15;1;35002;21;0.5;84598;24;0.8;10154;23;0.9;20781;24;0.4;-97;25;1.2;-1123;25;0.9;1097;8;0.7;7313;10;0.5;1255;11;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 2 at  30kV\ZH-16-16  245.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;76;08.01.17 12:49;;245;;2429;3;0.9;6651;4;0.4;8871;5;0.8;1013;6;0.7;5090;15;0.7;37259;21;0.6;80247;23;0.6;9955;23;0.7;20105;24;0.7;-576;25;1;-682;25;0.7;1237;8;0.5;7088;10;1.1;1144;11;0.9
