FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Al_Area ;Al_ DArea ;Al_ ChiSqr;Si_Area ;Si_ DArea ;Si_ ChiSqr;P_Area ;P_ DArea ;P_ ChiSqr;S_Area ;S_ DArea ;S_ ChiSqr;Cl_Area ;Cl_ DArea ;Cl_ ChiSqr;K_Area ;K_ DArea ;K_ ChiSqr;Ca_Area ;Ca_ DArea ;Ca_ ChiSqr;Rh_Area ;Rh_ DArea ;Rh_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;37;04.01.17 17:45;;45;;340;106;0.2;47833;261;1;-6;128;1.4;4358;225;8.5;24627;1684;0.9;-2564;319;2.6;26364;366;1.4;240319;1588;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;04.01.17 17:46;;50;;962;125;0.6;56665;292;2.2;-740;170;3.5;3571;230;17.2;23290;837;2.6;2854;365;7.3;1012671;1068;7.3;218158;1104;4.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;04.01.17 17:47;;55;;1711;149;0.4;71124;330;1.3;-850;211;5.1;5596;250;8;21482;787;4.9;14337;413;14;2351185;1544;23.3;196973;1063;10.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;04.01.17 17:48;;60;;1569;149;1;72204;332;1.3;-1247;209;5.3;7621;254;3.3;20803;778;4.3;17762;411;13.8;2260488;1515;20.4;193085;1053;10.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:49;;65;;2192;149;1.7;75016;336;1.3;-772;206;3.9;9549;257;7.1;20157;761;4.6;19588;415;15.8;2219906;1504;20.6;188001;1034;8.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:50;;70;;1825;150;1.5;76138;338;1;-842;207;3.4;10631;259;7.4;21405;757;5.1;21078;416;17.8;2204557;1499;21.5;187565;1027;9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:51;;75;;1870;150;1.9;76035;338;1.3;-1011;205;4;10304;257;10.2;17913;745;4.2;20603;413;15.3;2155421;1482;20.2;184152;1018;8.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:52;;80;;2058;150;1;76475;338;1.6;-863;207;4.3;10378;257;5.1;18602;746;4.3;19596;413;15.6;2254228;1512;21.1;183593;1019;8.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;04.01.17 17:53;;85;;2175;153;0.7;78878;345;0.8;-1203;215;4.4;12879;267;4.3;18654;751;4.7;16440;414;17.3;2545542;1598;21.9;182745;1025;9.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;04.01.17 17:53;;90;;1954;155;2.4;82183;351;1.2;-1322;216;5;11924;266;6.3;17938;744;5.5;18437;413;15.8;2523326;1592;20.1;184431;1019;9.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:54;;95;;2354;152;1.6;86215;354;0.8;-1229;207;5.1;13178;264;4.8;18554;734;4.4;20138;413;14.9;2264503;1515;19.8;182972;1009;7.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12  100.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:55;;100;;2802;152;0.8;93246;364;1;-1169;203;2.3;12522;260;3.7;19955;726;5.6;21658;413;19;2130294;1474;17.4;181596;1001;9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12  105.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:56;;105;;2407;153;1.3;95577;368;1;-978;204;3.7;15738;270;6.2;19347;735;4.9;19677;411;15.9;2136887;1476;20.3;186601;1013;8.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12  110.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:57;;110;;3051;151;0.8;98987;371;1.9;-340;201;2.1;13032;262;5.6;18526;730;5.3;21740;416;20.5;2043866;1448;18.7;187497;1012;10.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12  115.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:58;;115;;2800;151;1;96596;368;1.1;-949;200;3.1;12181;260;5.2;20486;736;7;22461;416;14.6;1989560;1431;19.6;188139;1017;11
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12  120.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 17:59;;120;;3654;158;1.1;109677;389;1.1;-958;204;3.6;10249;258;6.7;22279;732;6.3;30489;431;19;2051883;1453;16.7;187001;1013;10.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12  125.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;04.01.17 18:00;;125;;3900;160;1.5;110616;390;1.8;-1045;201;1.8;12462;263;3;20471;736;5.8;38963;441;20.9;1921177;1412;15.8;193659;1022;11.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-12\Run 1 at  10kV\ZH-16-12  130.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;04.01.17 18:01;;130;;5847;169;1.2;126867;412;2.2;-539;202;2.4;8891;254;3.3;23809;738;6.3;56721;473;24.9;1947051;1424;18.9;195477;1030;12.9
