FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ti_Area ;Ti_ DArea ;Ti_ ChiSqr;V_Area ;V_ DArea ;V_ ChiSqr;Cr_Area ;Cr_ DArea ;Cr_ ChiSqr;Mn_Area ;Mn_ DArea ;Mn_ ChiSqr;Fe_Area ;Fe_ DArea ;Fe_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   37.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;39;11.04.17 17:07;;37;;5138;623;1;-1217;490;1.2;4581;433;1.1;2441;448;0.2;66588;599;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;11.04.17 17:08;;40;;6558;567;0.6;351;446;1.3;5210;400;2.2;3237;412;0.2;129436;612;1.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;11.04.17 17:09;;45;;7532;533;0.7;1157;421;1.5;6851;382;4.7;3292;392;0.8;116379;579;2.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;11.04.17 17:10;;50;;6662;521;1.1;1235;411;2.1;7543;374;5.2;2837;381;0.8;85297;537;4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;11.04.17 17:11;;55;;6541;525;1.1;2123;417;2.2;6570;377;4.6;2774;383;0.7;84463;539;2.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;11.04.17 17:11;;60;;5343;521;0.8;1838;413;1.8;6720;374;5.4;1793;379;0.5;86359;538;2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;11.04.17 17:12;;65;;6895;531;1.3;1511;420;2.7;6184;380;4.8;2900;387;0.5;86566;545;1.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;11.04.17 17:13;;70;;7666;544;1.3;1441;429;0.8;7219;389;4.6;2547;399;0.5;104903;576;2.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;11.04.17 17:14;;75;;10831;590;0.6;1352;461;0.7;5528;411;2.6;3642;426;0.7;162343;653;2.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;11.04.17 17:15;;80;;7979;581;1.4;22;454;0.5;5787;406;1.3;2984;419;0.7;126245;615;4.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;11.04.17 17:16;;85;;11192;583;2.2;498;454;1.1;6349;406;2.8;3762;420;0.7;124645;615;3.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;11.04.17 17:17;;90;;8930;574;1.6;891;449;0.7;5716;402;2.8;3183;416;0.6;109941;598;4.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-21\Run 1 at  10kV\ZH-17-21   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;11.04.17 17:18;;95;;10434;587;1.6;1432;459;0.7;6276;410;2.1;3656;424;0.8;168017;657;3.8
