FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ag_Area ;Ag_ DArea ;Ag_ ChiSqr;Cd_Area ;Cd_ DArea ;Cd_ ChiSqr;Sn_Area ;Sn_ DArea ;Sn_ ChiSqr;Te_Area ;Te_ DArea ;Te_ ChiSqr;Ba_Area ;Ba_ DArea ;Ba_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   45.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:15;;45;;683384;793;3.9;201;65;0.6;4089;169;14;179;45;0.8;1670;93;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   50.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:15;;50;;683849;794;3.9;214;66;0.6;4813;175;14.4;295;51;0.5;1976;106;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   55.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:16;;55;;682928;794;3.9;273;68;0.6;4934;176;14.4;254;49;0.5;982;102;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   60.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:17;;60;;683391;794;4.1;299;68;0.5;5549;178;14.5;340;50;0.6;1517;107;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   65.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:18;;65;;682628;794;3.1;617;71;0.9;6238;180;13.2;337;50;0.5;1843;110;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   70.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:18;;70;;683205;795;3.7;436;70;0.7;6320;180;14.4;321;49;0.6;1955;112;0.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   75.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:19;;75;;681167;793;4.1;636;71;0.7;6371;180;13.6;356;49;0.6;2260;112;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   80.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:20;;80;;680459;793;3.4;268;68;0.4;5248;177;12.7;398;50;0.6;1624;113;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   85.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:21;;85;;680831;793;3.8;273;67;0.6;5811;179;13.4;390;51;0.5;1517;111;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   90.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:21;;90;;679745;793;3.4;289;68;0.5;5403;179;13.7;461;51;0.6;1139;110;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10   95.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:22;;95;;680944;793;3.6;240;68;0.6;5110;178;11.9;352;53;0.6;712;109;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  100.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:23;;100;;677383;791;3.2;199;67;0.4;5419;177;14.4;411;51;0.8;1141;109;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  105.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:24;;105;;675326;789;3.8;208;66;0.7;4952;174;13.1;358;50;0.5;981;106;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  110.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:24;;110;;677908;792;3.9;572;70;0.6;7292;183;12.6;316;50;0.4;1712;110;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  115.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:25;;115;;676023;791;3.2;605;72;0.6;8796;188;15;320;50;0.9;2346;112;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  120.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:26;;120;;674718;790;3.3;489;70;0.7;10863;194;15.1;319;49;0.7;4311;121;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  125.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:27;;125;;674051;792;3.1;338;70;0.5;16233;211;11.7;296;50;0.7;4841;123;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  130.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:27;;130;;674653;793;2.8;286;69;0.6;19210;219;12.2;305;49;0.5;3535;116;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  135.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:28;;135;;674719;794;3.1;130;69;0.3;21233;227;11.4;282;50;0.6;1656;107;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  140.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:29;;140;;674531;791;3;224;67;0.5;12168;199;14.4;480;50;0.9;1103;105;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  145.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:30;;145;;675710;790;4;201;65;0.3;5818;178;14.9;346;49;0.5;1175;105;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-10\Run 3 at  50kV\ZH-16-10  150.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;03.01.17 16:30;;150;;676446;790;3.8;169;64;0.3;5038;175;15.1;268;49;0.5;1343;105;0.5
