FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ag_Area ;Ag_ DArea ;Ag_ ChiSqr;Cd_Area ;Cd_ DArea ;Cd_ ChiSqr;Sn_Area ;Sn_ DArea ;Sn_ ChiSqr;Te_Area ;Te_ DArea ;Te_ ChiSqr;Ba_Area ;Ba_ DArea ;Ba_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   30.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:34;;30;;730185;821;4.2;128;69;0.3;4874;182;13.2;387;53;0.4;2852;114;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   35.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:34;;35;;721497;817;3.4;202;69;0.3;5212;184;13.1;366;56;0.5;3025;122;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   40.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:35;;40;;717713;814;3.8;245;66;0.6;5083;180;14.2;404;53;0.3;944;107;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   45.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:36;;45;;716248;813;3.6;263;69;0.5;5155;181;12.6;384;52;0.7;985;108;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   50.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:37;;50;;715436;813;3.6;192;69;0.4;4840;179;14.6;338;53;0.8;1053;108;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   55.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:37;;55;;710085;809;3.8;151;68;0.4;4699;177;14;314;50;0.8;896;107;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   60.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:38;;60;;709637;809;3.6;244;67;0.6;4884;175;14.9;354;49;0.5;1000;102;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   65.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:39;;65;;709450;809;3.7;204;67;0.7;5140;178;13.4;234;48;0.4;1005;101;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   70.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:40;;70;;709941;809;3.8;156;67;0.5;4724;175;14.4;375;49;0.6;807;99;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 3 at  50kV\ZH-16-16   75.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;08.01.17 15:40;;75;;711009;810;4.3;250;66;0.7;5050;176;16.2;408;49;0.8;775;101;0.7
