FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ti_Area ;Ti_ DArea ;Ti_ ChiSqr;V_Area ;V_ DArea ;V_ ChiSqr;Cr_Area ;Cr_ DArea ;Cr_ ChiSqr;Mn_Area ;Mn_ DArea ;Mn_ ChiSqr;Fe_Area ;Fe_ DArea ;Fe_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   30.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;37;08.01.17 09:21;;30;;653;836;1;-1333;669;2.3;5252;478;1.1;1442;494;1.2;6952;511;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   35.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;39;08.01.17 09:22;;35;;3307;611;0.4;-1218;483;1.4;3660;430;1.9;649;444;0.9;39793;565;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;08.01.17 09:22;;40;;8652;549;1.3;165;430;0.5;6126;390;2.3;1051;400;0.3;127970;600;3.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;08.01.17 09:23;;45;;8340;551;1.2;692;432;0.6;6348;391;1.8;1737;402;0.3;135496;609;3.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;08.01.17 09:24;;50;;9940;555;1.3;1004;435;0.9;5921;393;1.9;1598;404;0.4;143796;618;3.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:25;;55;;9024;545;1.7;490;426;1.1;6360;387;3.2;1345;396;0.6;142399;610;3.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:26;;60;;8384;533;1.5;1040;419;0.9;6549;381;2.3;893;390;0.5;145834;606;4.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;08.01.17 09:27;;65;;6141;530;1.4;728;419;0.7;7644;382;3.1;1493;392;0.7;142277;603;6.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;08.01.17 09:28;;70;;7075;527;1.2;986;416;0.7;7679;381;3.2;1421;390;0.6;136647;597;6.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;08.01.17 09:29;;75;;8614;529;1.9;1025;417;1.1;7292;382;3.4;1170;391;0.7;150579;609;6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;08.01.17 09:30;;80;;8026;530;1.6;557;417;1.1;7313;381;5.3;1687;390;0.6;161667;618;3.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:31;;85;;10252;535;1.4;1138;420;1.3;6854;384;3;2766;395;0.4;171507;630;3.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:32;;90;;16326;548;1.2;1676;426;1;8279;390;4;8377;409;1;267985;706;4.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:33;;95;;20097;554;1;1972;430;1.4;8821;391;4.3;7817;408;0.6;312367;736;4.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  100.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:34;;100;;22083;560;1.2;1908;431;0.9;8684;392;3.6;7316;408;0.7;326935;746;3.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  105.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:35;;105;;21360;555;1.3;2366;429;0.9;7551;390;5.6;5934;405;0.9;305544;730;4.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  110.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;08.01.17 09:36;;110;;20106;556;1.6;2484;430;1.2;8261;390;4.1;6433;405;0.4;311646;735;3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  115.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;08.01.17 09:37;;115;;21339;559;1.2;2893;431;1.3;6736;390;3.2;5978;407;0.3;322781;744;3.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  120.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:38;;120;;22236;561;1.3;1625;432;1.2;7385;392;4;6501;410;0.6;331848;751;3.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  125.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:39;;125;;22975;565;1.3;2330;435;0.6;7052;392;2.8;7720;411;1;347485;762;4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  130.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:40;;130;;23153;564;0.5;2327;435;1.2;7020;393;2.7;6736;410;0.3;341170;758;3.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  135.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;08.01.17 09:41;;135;;24575;566;0.8;2496;435;1.3;6640;394;3.2;6869;413;0.3;362705;774;3.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  140.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;08.01.17 09:42;;140;;25849;568;1.1;3075;436;1.1;6966;393;4;7845;413;0.7;369196;777;4.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  145.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;08.01.17 09:43;;145;;27141;569;1.4;2546;437;1.1;6593;395;2.5;7514;414;0.7;380789;784;4.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  150.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;08.01.17 09:44;;150;;26348;570;1;2112;437;1.2;7760;395;3.1;8844;414;0.6;381678;783;4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  155.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;08.01.17 09:44;;155;;27319;572;1;2943;438;1.5;7237;394;2.6;7473;413;0.6;381036;783;4.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16  160.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;08.01.17 09:45;;160;;24752;571;0.9;1986;438;1.2;8003;396;3;7730;414;0.6;365739;774;4.2
