FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Al_Area ;Al_ DArea ;Al_ ChiSqr;Si_Area ;Si_ DArea ;Si_ ChiSqr;P_Area ;P_ DArea ;P_ ChiSqr;S_Area ;S_ DArea ;S_ ChiSqr;Cl_Area ;Cl_ DArea ;Cl_ ChiSqr;K_Area ;K_ DArea ;K_ ChiSqr;Ca_Area ;Ca_ DArea ;Ca_ ChiSqr;Rh_Area ;Rh_ DArea ;Rh_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 18:15;;40;;1698;146;0.9;79935;342;2.3;-707;197;2.3;484;233;21;15878;813;4.7;11096;412;17.3;1817037;1384;20.9;228094;1122;9.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;12.04.17 18:16;;45;;3980;172;1.6;119996;410;1.4;-476;224;2.8;5069;257;11.6;15053;776;5.3;33034;459;23.4;2672755;1646;21.8;216216;1093;10.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;12.04.17 18:17;;50;;3079;160;0.8;100177;378;1.4;-888;213;4.1;4759;249;8.9;12224;758;4.1;26479;437;18.4;2331278;1543;20.5;204776;1065;10.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:18;;55;;2923;156;0.7;94244;368;0.9;-686;208;3;6161;247;5.6;11442;740;5.1;26141;429;17.4;2190802;1498;19.7;189167;1038;9.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:19;;60;;2376;156;0.7;92114;366;1;-1444;209;3.5;9328;257;8.4;11819;740;4.9;25884;427;20.2;2230874;1510;19.4;190164;1034;8.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:20;;65;;2801;158;0.8;97982;375;1.6;-1463;211;3.8;8669;256;6.5;12059;743;5.4;25817;436;25.5;2328200;1541;21.6;193908;1043;10.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;12.04.17 18:21;;70;;3641;168;1.3;108698;395;1.5;-1116;224;4.6;9889;273;11.9;14586;802;6.6;30724;457;23.5;2632542;1636;22.7;229211;1122;11.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:22;;75;;805;147;0.5;71829;332;2.8;-1025;205;3.5;2966;248;25.4;11457;865;6.8;16703;430;17.9;2049980;1461;29.5;248765;1188;10.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 18:22;;80;;839;142;1.4;69545;325;1.8;-1027;195;2.5;2881;243;24.3;11735;862;5.9;14405;417;18.2;1767229;1367;28;248444;1180;8.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 1 at  10kV\ZH-17-18   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 18:23;;85;;1104;145;1.8;70618;329;1.6;-879;201;2.6;3150;247;27.6;12743;863;5.8;16327;426;19.1;1908169;1416;28.1;247245;1181;9.4
