FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ni_Area ;Ni_ DArea ;Ni_ ChiSqr;Cu_Area ;Cu_ DArea ;Cu_ ChiSqr;Zn_Area ;Zn_ DArea ;Zn_ ChiSqr;Ga_Area ;Ga_ DArea ;Ga_ ChiSqr;Br_Area ;Br_ DArea ;Br_ ChiSqr;Rb_Area ;Rb_ DArea ;Rb_ ChiSqr;Sr_Area ;Sr_ DArea ;Sr_ ChiSqr;Y_Area ;Y_ DArea ;Y_ ChiSqr;Zr_Area ;Zr_ DArea ;Zr_ ChiSqr;Nb_Area ;Nb_ DArea ;Nb_ ChiSqr;Mo_Area ;Mo_ DArea ;Mo_ ChiSqr;Hg_Area ;Hg_ DArea ;Hg_ ChiSqr;Pb_Area ;Pb_ DArea ;Pb_ ChiSqr;Bi_Area ;Bi_ DArea ;Bi_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   40.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;60;08.01.17 00:07;;40;;74;79;0.6;5978;136;2.5;750;151;0.4;180;207;0.4;4389;563;1.4;6243;701;1.2;10162;754;1.6;8747;788;2;2828;804;1.3;2842;818;0.4;808;817;0.4;834;286;1;4434;359;1.1;3360;393;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   45.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;64;08.01.17 00:08;;45;;200;80;0.5;6651;144;2.3;2492;162;0.7;5;214;0.5;5783;609;1.4;6419;732;0.7;28859;835;0.9;7105;825;1.9;4869;854;1.4;372;935;0.6;19;870;0.4;1263;306;0.6;5709;375;0.8;3392;409;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   50.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;59;08.01.17 00:09;;50;;558;3;1.1;6437;4;0.6;6759;5;0.5;173;5;0.3;4670;14;0.7;5883;18;0.6;59919;21;0.5;4172;21;0.9;5332;22;0.9;-2398;22;1.5;-368;22;0.9;554;7;0.7;5069;9;0.7;1717;10;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   55.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;58;08.01.17 00:11;;55;;670;81;0.4;6274;125;0.5;8903;161;0.7;113;172;0.4;4554;455;0.7;7073;582;0.3;61754;678;0.4;5924;665;1.4;6532;693;0.5;-2521;699;0.7;-1296;711;1.4;1022;233;0.9;6162;297;0.4;2228;321;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   60.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;58;08.01.17 00:12;;60;;592;82;0.9;6477;130;1;10674;175;1.2;9;172;0.6;3729;477;1.6;8402;583;0.5;67259;768;0.7;5509;662;1;7359;691;0.6;-1534;878;1.2;-500;814;1.1;815;245;0.9;7718;303;1;1701;322;1.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   65.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;57;08.01.17 00:13;;65;;746;79;0.4;6519;127;0.5;11975;178;0.8;-376;171;0.5;3320;471;1;8243;576;0.8;63045;747;0.6;4830;653;1.1;10425;686;0.5;-1427;843;0.7;96;801;1.6;947;244;0.8;8847;302;0.3;1909;319;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   70.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;58;08.01.17 00:14;;70;;1050;82;0.6;7324;131;0.8;13799;185;0.4;-295;172;0.6;3886;473;0.9;7620;576;0.6;65480;761;0.8;5099;654;1.2;6322;682;0.9;-1394;842;1;-778;803;1.6;1017;243;0.7;9912;303;0.9;1712;319;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   75.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;58;08.01.17 00:15;;75;;957;82;0.9;6869;127;0.5;15726;187;0.8;-287;168;0.8;3775;462;1.1;7772;569;0.6;71193;709;0.9;5524;647;1.2;6807;674;0.6;-1347;783;0.6;-1630;785;1.3;782;238;0.6;9488;298;1.2;1590;314;1.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   80.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;58;08.01.17 00:16;;80;;1088;84;0.6;7617;130;0.4;26529;220;0.9;-238;173;0.7;4383;471;0.8;7187;575;0.5;67091;754;0.7;6035;653;1.2;7587;681;0.7;852;773;0.6;503;853;0.9;522;243;0.5;10837;304;0.8;2052;319;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-15\Run 2 at  30kV\ZH-16-15   85.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;57;08.01.17 00:18;;85;;1127;3;1.2;7411;4;0.6;23403;6;0.8;-222;5;0.9;3588;14;0.9;6766;17;1;66936;21;0.8;4449;20;1.2;6028;21;0.8;100;21;0.7;427;21;1.6;744;7;0.6;10589;9;0.9;1890;10;1.4
