FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ti_Area ;Ti_ DArea ;Ti_ ChiSqr;V_Area ;V_ DArea ;V_ ChiSqr;Cr_Area ;Cr_ DArea ;Cr_ ChiSqr;Mn_Area ;Mn_ DArea ;Mn_ ChiSqr;Fe_Area ;Fe_ DArea ;Fe_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;39;12.04.17 08:45;;40;;6298;615;0.6;-648;482;0.9;3507;430;1;2385;444;0.7;40232;566;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:46;;45;;11688;551;1.3;678;430;1.1;6086;387;2.2;5096;401;0.3;176575;636;2.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:47;;50;;10650;535;0.6;1531;420;1.6;7184;380;3.9;2853;388;0.5;138049;594;2.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:48;;55;;10237;530;0.9;1853;417;1.4;6870;377;2.8;2297;385;0.4;144647;596;2.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:48;;60;;11712;544;1.7;1875;429;1.5;6807;384;3.1;2573;394;0.7;147001;592;3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:49;;65;;13089;534;1.3;1456;416;1;8230;378;4.7;2056;383;0.6;150446;601;2.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;12.04.17 08:50;;70;;17672;543;1.1;2000;421;1.4;8466;380;4.9;2835;388;0.7;214086;655;3.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;12.04.17 08:51;;75;;18011;567;1.2;1222;438;0.7;8299;395;3.3;2107;405;0.5;260322;704;6.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:52;;80;;19400;597;1.4;1379;457;1.2;5766;403;3.1;6011;418;0.9;290575;734;2.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:53;;85;;23196;598;0.8;1524;457;0.9;5140;403;1.8;4458;418;0.2;335745;764;3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:54;;90;;21508;594;0.8;938;455;1;6307;402;1.5;5731;417;0.5;293647;735;3.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19   95.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:55;;95;;24497;598;1.4;1433;456;0.7;5526;403;1.1;5496;418;0.6;339707;765;3.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  100.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:56;;100;;21054;593;0.7;1700;455;0.8;5356;402;2.2;4170;416;0.4;290648;734;3.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  105.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;12.04.17 08:57;;105;;16058;598;1;1288;461;0.7;5549;407;1.7;5020;421;0.8;249318;709;2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  110.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;45;12.04.17 08:58;;110;;17828;596;0.7;1353;459;0.6;5218;406;1.8;3840;419;0.5;258423;714;2.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  115.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;48;12.04.17 08:59;;115;;22821;582;0.9;1228;447;0.9;6688;400;2.7;4067;414;0.5;290623;731;4.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  120.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;12.04.17 09:00;;120;;28528;585;1.4;2170;446;1.9;8129;399;4.6;5098;414;0.7;307679;743;4.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-19\Run 1 at  10kV\ZH-17-19  125.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;12.04.17 09:01;;125;;24729;590;1.1;1801;451;1.1;6580;401;3.4;5605;417;0.4;302072;741;3.8
