FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ti_Area ;Ti_ DArea ;Ti_ ChiSqr;V_Area ;V_ DArea ;V_ ChiSqr;Cr_Area ;Cr_ DArea ;Cr_ ChiSqr;Mn_Area ;Mn_ DArea ;Mn_ ChiSqr;Fe_Area ;Fe_ DArea ;Fe_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;38;05.01.17 10:10;;45;;2470;614;1.1;-995;485;1;3543;430;1.3;2090;446;0.5;34107;558;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 10:10;;50;;6392;535;0.9;706;421;1.2;5608;383;1.7;1609;391;0.4;112852;578;3.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;44;05.01.17 10:11;;55;;6897;503;0.9;1554;399;1.4;6608;364;6.4;708;370;0.5;110626;555;4.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;43;05.01.17 10:12;;60;;6157;498;0.6;1428;395;1.6;6574;360;6.1;763;364;0.5;106129;544;2.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;05.01.17 10:13;;65;;6346;493;1.2;2199;392;2.3;7213;358;5.5;915;361;0.8;111224;547;2.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;05.01.17 10:14;;70;;5808;494;1.2;2228;393;2.5;6368;357;5.6;1122;362;0.4;108355;544;2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;05.01.17 10:15;;75;;4804;491;1.9;2218;392;3;6847;357;5.5;1235;360;0.7;102965;537;2.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   80.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;05.01.17 10:16;;80;;5027;489;1.2;2999;391;2.7;6898;356;5.2;1143;359;0.6;111640;543;2.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   85.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;41;05.01.17 10:17;;85;;5424;491;1.4;2865;393;3.7;6918;357;5.4;1456;360;0.3;106894;540;2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-13\Run 1 at  10kV\ZH-16-13   90.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;42;05.01.17 10:18;;90;;5227;512;1.3;2061;415;3.8;7355;373;3.7;1485;380;0.6;113574;523;34
