FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ag_Area ;Ag_ DArea ;Ag_ ChiSqr;Cd_Area ;Cd_ DArea ;Cd_ ChiSqr;Sn_Area ;Sn_ DArea ;Sn_ ChiSqr;Te_Area ;Te_ DArea ;Te_ ChiSqr;Ba_Area ;Ba_ DArea ;Ba_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   40.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:50:07;;40;;702605;806;4.6;155;67;0.5;4993;181;14.2;273;53;0.4;1355;112;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   45.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:50:52;;45;;699555;804;3.7;151;66;0.7;4988;177;13.9;348;50;0.8;857;105;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   50.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:51:36;;50;;694927;801;4.2;184;66;0.3;4818;175;15.8;279;48;0.6;814;101;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   55.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:52:21;;55;;693924;800;3.6;305;65;0.6;4699;174;13.9;239;47;0.7;748;98;0.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   60.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:53:06;;60;;695553;801;4.1;146;64;0.6;4798;173;15.3;264;47;0.6;702;96;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   65.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:53:51;;65;;702771;805;3.8;201;66;0.4;4726;175;13.5;326;47;0.6;731;98;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   70.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:54:36;;70;;721556;816;3.7;273;66;0.8;4821;179;15.1;295;51;0.4;1011;106;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   75.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:55:20;;75;;727658;820;4;319;68;0.5;5467;185;13.3;446;54;0.9;1341;116;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   80.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:56:05;;80;;710723;811;4.3;167;68;0.7;5247;182;14.6;352;54;0.8;1379;115;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZH-17\ZH-17-18\Run 3 at  50kV\ZH-17-18   85.0mm  30s  50kV 2000uA Cu   0.0mm Run3 Rep0.wax;30;33;13/04/2017 00:56:50;;85;;707165;809;4.4;191;69;0.5;5199;182;17;411;54;0.5;1183;116;0.5
