FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Ni_Area ;Ni_ DArea ;Ni_ ChiSqr;Cu_Area ;Cu_ DArea ;Cu_ ChiSqr;Zn_Area ;Zn_ DArea ;Zn_ ChiSqr;Ga_Area ;Ga_ DArea ;Ga_ ChiSqr;Br_Area ;Br_ DArea ;Br_ ChiSqr;Rb_Area ;Rb_ DArea ;Rb_ ChiSqr;Sr_Area ;Sr_ DArea ;Sr_ ChiSqr;Y_Area ;Y_ DArea ;Y_ ChiSqr;Zr_Area ;Zr_ DArea ;Zr_ ChiSqr;Nb_Area ;Nb_ DArea ;Nb_ ChiSqr;Mo_Area ;Mo_ DArea ;Mo_ ChiSqr;Hg_Area ;Hg_ DArea ;Hg_ ChiSqr;Pb_Area ;Pb_ DArea ;Pb_ ChiSqr;Bi_Area ;Bi_ DArea ;Bi_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   45.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;05.01.17 20:57;;45;;162;84;0.3;6667;154;3.4;1000;164;0.6;365;228;0.6;5808;657;1.4;8338;790;1.4;12861;849;1.4;9457;885;1.7;3376;914;1.5;4301;944;0.5;545;919;0.5;1121;329;0.5;4705;406;1.3;3980;444;1.4
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   50.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;05.01.17 20:58;;50;;442;88;0.3;6898;135;2.2;5563;164;1.3;49;199;0.5;5343;545;1;7944;699;0.9;34920;777;0.7;7957;800;1.7;4934;824;0.8;-1437;838;1.4;-2010;846;0.6;781;272;0.8;4884;346;1.1;2311;380;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   55.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;61;05.01.17 21:00;;55;;1167;85;2.4;6649;131;0.6;9391;168;0.7;141;171;0.7;4115;478;1;8632;588;0.7;74768;777;0.8;5379;672;1.5;7088;705;0.3;-1337;888;1;385;810;1;1010;244;1;5697;297;0.7;1631;320;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   60.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;59;05.01.17 21:01;;60;;913;3;1.2;6932;4;1.1;10905;5;1.1;-94;5;0.5;4026;14;1.1;8665;18;0.9;77075;21;0.8;5003;20;1.1;7412;21;0.7;-2549;22;0.8;-1058;22;1.4;891;7;1.1;6417;9;0.6;1786;10;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   65.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;59;05.01.17 21:02;;65;;868;83;0.9;7094;131;0.7;12227;178;0.9;-239;168;0.8;3986;466;0.9;9323;572;0.7;76704;766;0.7;4544;651;1.2;7169;682;0.5;-906;874;1.1;-9;812;1;612;241;0.4;6765;294;1;1240;313;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   70.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;59;05.01.17 21:03;;70;;1058;3;1;7733;4;0.5;15884;6;0.9;144;5;0.4;4032;14;0.6;8441;18;0.5;80528;21;0.7;5152;20;0.6;8150;21;0.7;-493;21;0.4;-479;22;1.4;677;7;0.6;7915;9;0.7;1829;10;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   75.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;60;05.01.17 21:04;;75;;1117;3;3.8;7838;4;1;15930;6;0.8;-147;5;0.7;3183;14;0.8;10346;18;0.5;82930;22;0.5;5589;21;1.1;9045;22;0.4;-533;22;0.8;-441;22;1.3;757;7;0.7;8305;9;0.9;1521;10;1.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   80.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;61;05.01.17 21:06;;80;;1117;87;2.1;7736;134;0.9;16274;193;1;-189;172;0.7;3992;472;1.2;9159;580;0.5;81480;785;0.5;4778;660;1.1;7898;693;0.3;-717;859;0.9;-1036;837;1.4;619;244;0.5;8270;299;0.6;1473;317;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   85.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;62;05.01.17 21:07;;85;;1256;3;1.3;8113;4;0.4;19499;6;0.7;165;5;0.4;3537;14;1;9684;18;0.6;87755;22;0.8;6573;21;0.6;8064;22;0.5;-1154;22;0.7;-334;22;0.9;789;7;0.5;9607;9;0.7;1703;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   90.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;62;05.01.17 21:08;;90;;1371;90;1.7;8041;135;0.4;23866;215;0.9;-173;174;0.5;3068;475;0.4;8849;585;0.2;92858;793;0.5;5944;668;0.8;9008;702;0.6;551;819;0.7;1268;872;1;738;247;0.5;10625;305;0.9;1560;320;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14   95.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;63;05.01.17 21:09;;95;;1475;3;2.9;8003;4;0.9;24278;7;0.7;-247;5;0.6;4471;14;1.2;10812;18;0.7;94642;22;0.5;5803;21;0.7;9517;22;0.6;-43;22;0.9;468;22;1.2;1087;7;0.9;10509;9;1.1;1788;10;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  100.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;63;05.01.17 21:11;;100;;1764;3;3.3;8568;4;0.3;26604;7;0.7;-285;5;0.8;3874;14;0.6;9920;18;0.5;97170;22;0.6;6102;21;1;9060;22;0.6;-31;22;0.7;-1394;23;1.4;1546;7;1.1;11399;10;0.9;1512;10;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  105.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;64;05.01.17 21:12;;105;;1612;92;3.9;8679;138;0.2;28001;226;1;-394;174;0.7;4204;479;1.3;9475;588;0.8;101228;807;0.6;5197;673;1.2;9136;709;0.6;1462;812;0.6;491;878;0.8;1104;248;0.5;11899;308;0.9;1764;321;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  110.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;05.01.17 21:13;;110;;1593;93;6.7;8924;138;0.8;26786;222;0.8;-389;175;0.5;3559;480;1.3;11058;592;0.5;102620;814;0.5;5830;678;0.8;8518;714;0.8;777;831;0.6;480;885;0.9;712;249;0.7;11873;310;1;1392;323;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  115.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;65;05.01.17 21:14;;115;;1741;3;5.5;8693;4;0.5;24899;7;0.6;-273;6;0.4;2756;14;0.9;8569;18;0.4;99211;22;0.7;5946;21;1.2;9432;22;0.7;931;22;0.7;-263;23;1;1258;7;0.5;11535;10;0.8;1580;10;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  120.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;05.01.17 21:16;;120;;1469;3;4.3;7690;4;0.9;23052;6;0.6;248;6;0.7;2908;14;0.7;10522;19;0.6;98680;23;1.1;5866;21;0.9;9915;22;0.5;1942;23;0.7;467;23;1.6;1332;8;0.6;11567;10;0.8;1909;10;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  125.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;66;05.01.17 21:17;;125;;1419;92;4.7;7829;136;0.6;24556;218;0.9;-147;178;0.7;2932;488;1.3;10856;604;0.4;101837;820;1;6275;692;1.4;9670;729;0.5;1671;845;1;-32;910;1.2;467;254;0.6;11223;315;1.5;1734;330;0.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  130.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;67;05.01.17 21:18;;130;;1189;90;2.3;8175;138;1;24529;221;1.3;-214;181;0.9;2998;493;1.2;11172;610;0.9;99184;832;0.7;6513;695;0.8;10355;731;0.7;1553;848;0.7;-217;899;0.8;1111;256;0.3;12474;318;0.7;1565;332;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  135.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;05.01.17 21:20;;135;;1086;89;1.8;7270;135;0.5;23979;220;0.9;-41;183;1.1;2837;500;1.1;11315;620;0.9;96008;838;0.9;7378;709;1.3;9961;744;0.7;1099;851;0.8;39;922;0.9;900;259;0.6;13360;325;0.6;1888;338;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  140.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;68;05.01.17 21:21;;140;;1050;3;0.7;7672;4;0.5;27594;7;0.8;136;6;0.9;3527;15;1.4;10236;19;0.8;98038;23;1;6582;22;1.1;9697;23;0.5;1415;23;0.7;645;24;0.9;708;8;0.5;13327;10;0.8;1704;11;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  145.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;69;05.01.17 21:22;;145;;1418;91;3.3;8949;140;1.3;30987;238;0.6;-483;184;0.6;3206;504;1.2;11347;624;0.5;98762;847;0.9;6474;715;1;11070;753;1.2;2400;856;0.6;914;943;1;1093;260;0.6;14682;327;0.6;1434;339;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  150.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;69;05.01.17 21:24;;150;;1086;3;0.9;8297;4;0.7;20378;6;0.4;-374;6;0.6;3423;15;0.8;11460;19;0.8;102810;23;0.7;6192;22;0.8;9691;23;1;-1074;24;0.6;-934;24;1.6;719;8;0.5;13352;10;0.6;1950;11;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  155.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;69;05.01.17 21:25;;155;;1156;3;1.1;8123;4;0.3;14983;6;1.1;237;6;0.5;3560;15;0.6;11191;19;0.4;99777;23;0.4;5695;22;0.8;10709;23;0.7;-1506;23;1.5;-2506;24;1.4;1272;8;0.8;12600;10;0.7;1569;11;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  160.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;05.01.17 21:26;;160;;1084;91;0.9;7883;141;0.6;12352;186;0.7;-45;187;0.7;3324;515;1;13793;641;0.5;96091;851;0.5;6746;730;1.4;13206;772;0.5;-2841;937;1.5;-2121;878;1.1;1018;265;0.8;13435;333;0.6;1397;346;1.1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  165.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;05.01.17 21:28;;165;;1468;3;1.1;8215;4;0.6;11794;6;0.2;-77;6;0.7;3300;15;0.9;17761;20;0.4;85470;23;0.9;6454;23;0.7;12220;24;0.5;-2039;24;1.3;-771;25;1;1073;8;0.4;16017;10;0.9;1346;11;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  170.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;70;05.01.17 21:29;;170;;1727;95;0.6;9458;146;1.2;13801;189;1;197;186;1.1;4328;499;1.4;20501;631;0.7;83926;802;0.8;7198;709;1;14171;748;0.5;-1573;855;1.1;-904;813;1.4;1436;261;0.6;21618;339;1.4;1298;338;0.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  175.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;71;05.01.17 21:30;;175;;1685;3;0.6;8866;4;0.6;12424;6;0.8;-50;6;0.9;3334;15;1;22767;20;0.6;81035;23;0.7;8096;22;0.7;14256;23;0.6;-709;24;0.7;-4;24;0.9;1261;8;0.7;22249;11;1.1;1306;11;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  180.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;05.01.17 21:32;;180;;1993;97;0.7;9012;145;0.9;10414;178;0.7;323;189;0.7;3802;514;0.7;24300;653;0.2;78824;817;0.7;9048;727;1.1;16091;768;0.6;-777;857;1.2;-678;813;0.9;1004;266;0.6;21014;347;1.4;1555;348;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  185.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;05.01.17 21:33;;185;;1899;96;0.3;8932;145;0.7;9273;174;0.3;109;190;0.6;4449;514;1.2;26195;655;0.6;83258;824;0.7;7999;729;0.8;14824;770;0.3;-932;855;1;35;811;0.6;1107;267;0.4;20007;345;1.7;1302;347;1.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  190.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;05.01.17 21:35;;190;;2250;3;0.8;9372;4;0.5;8964;5;0.5;378;6;0.9;4226;15;1.2;25709;20;0.5;88635;23;0.8;9491;22;0.8;16521;24;0.4;-682;24;0.5;-455;24;0.6;1375;8;0.9;18049;10;1.4;1117;11;1.2
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  195.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;05.01.17 21:36;;195;;1896;3;0.8;8223;4;1;7972;5;0.7;423;6;1.3;3959;15;0.6;27622;20;0.7;89505;23;0.7;9274;23;1.1;15761;24;0.5;-2033;24;0.6;-162;25;0.5;1020;8;0.9;13248;10;0.8;1427;11;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  200.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;05.01.17 21:37;;200;;2201;100;0.8;7448;142;0.5;7607;169;0.7;669;187;0.7;4029;511;0.4;29062;658;0.4;89362;838;0.6;8623;729;1;16081;774;0.6;-1074;880;0.7;6;828;1.2;1058;265;1;11090;326;0.6;1152;341;0.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  205.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;05.01.17 21:39;;205;;2234;3;1.4;7767;4;0.6;7535;5;0.8;802;6;0.7;3793;15;0.6;29667;20;0.9;91273;23;0.6;8880;23;1.1;17345;24;0.4;24;24;1;-218;25;0.7;1541;8;1.2;9450;10;1;1238;11;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  210.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;05.01.17 21:40;;210;;2039;99;1;8156;145;0.5;6855;166;0.5;463;187;0.7;4449;511;0.6;28806;657;0.6;89359;839;1;8797;726;0.8;16753;773;0.4;558;885;0.9;313;822;0.7;1876;265;0.4;8407;321;0.7;1504;342;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  215.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;72;05.01.17 21:42;;215;;2060;96;1.2;7410;140;0.7;6629;164;0.8;690;187;0.6;3935;509;1.5;28495;657;0.6;88404;835;0.9;8891;726;1.2;17023;774;0.8;-1304;888;0.8;-30;828;0.8;1431;264;0.8;8071;320;0.9;1055;341;0.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  220.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;05.01.17 21:43;;220;;2097;3;0.3;7315;4;0.5;6952;5;1.3;811;6;0.9;4650;15;0.9;28612;20;0.7;89987;24;0.8;9055;23;0.8;17008;24;0.4;-571;24;0.6;-67;25;0.8;1047;8;0.7;7189;10;0.8;1777;11;0.7
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-14\Run 2 at  30kV\ZH-16-14  225.0mm  30s  30kV 2000uA Pd-Thick   0.0mm Run2 Rep0.wax;30;73;05.01.17 21:45;;225;;2159;100;0.8;7226;141;1;7172;168;0.4;671;189;0.7;4729;514;0.8;31883;666;0.7;90104;844;0.9;8696;732;1.1;16712;780;0.3;-50;913;1;2455;840;1;933;265;0.7;7054;321;0.9;1522;344;0.9
