FileName;LiveTime ; RealTime ; MeasurementDate ; MeasurementTime ; Sample_ID ; User_ID;Al_Area ;Al_ DArea ;Al_ ChiSqr;Si_Area ;Si_ DArea ;Si_ ChiSqr;P_Area ;P_ DArea ;P_ ChiSqr;S_Area ;S_ DArea ;S_ ChiSqr;Cl_Area ;Cl_ DArea ;Cl_ ChiSqr;K_Area ;K_ DArea ;K_ ChiSqr;Ca_Area ;Ca_ DArea ;Ca_ ChiSqr;Rh_Area ;Rh_ DArea ;Rh_ ChiSqr
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   30.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;37;08.01.17 09:21;;30;;553;103;0.7;47293;258;1.3;29;124;0.6;6507;225;9.5;17821;1685;1.9;-3151;318;2.6;21816;354;2.7;220008;1573;1
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   35.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;39;08.01.17 09:22;;35;;714;116;0.4;53163;280;1.2;-691;151;1.7;5426;227;9.4;21514;849;1.9;646;345;7.3;509489;811;3.6;223275;1112;2.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   40.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;08.01.17 09:22;;40;;1572;155;1.5;78057;345;1.1;-796;215;3.4;3074;248;17.2;24554;820;6.6;19355;434;20.2;2480042;1588;23.9;213784;1109;10.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   45.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;08.01.17 09:23;;45;;1750;157;1.8;75195;342;1.6;-1115;218;4.1;4662;258;20.9;25231;871;6.4;18790;435;17.7;2496339;1593;24.6;241939;1169;11.6
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   50.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;47;08.01.17 09:24;;50;;1685;153;1;74477;339;1.4;-1335;214;3.8;4783;257;15.7;25399;844;5;21364;436;19.5;2412024;1569;25.2;225968;1133;8.9
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   55.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:25;;55;;1783;153;1.7;73607;337;1.2;-1183;213;4.9;5913;258;17.8;23816;844;4.2;20082;431;18.5;2361827;1552;26;227105;1135;8.3
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   60.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;46;08.01.17 09:26;;60;;2026;156;1.8;78289;345;1.7;-1402;215;5.2;10187;264;12.5;19181;782;6.7;20240;432;19.2;2467512;1584;22.7;201346;1067;10.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   65.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;08.01.17 09:27;;65;;2406;164;1;84914;361;1.3;-1737;232;5.2;14237;285;10.3;22130;820;4.8;17463;440;19.1;3022019;1738;26.7;217272;1113;10.8
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   70.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;08.01.17 09:28;;70;;2387;166;1.2;88479;367;1;-1752;231;8.1;14178;285;12.2;22113;812;6.2;18501;439;16.9;3029807;1740;27;214507;1105;11.5
e:\XRF_Data\Nathalie Dubois\Zurichsee\ZUR-16\XRF\ZH-16-16\Run 1 at  10kV\ZH-16-16   75.0mm  30s  10kV 1500uA No-Filter   0.0mm Run1 Rep0.wax;30;49;08.01.17 09:29;;75;;2565;165;1.8;94352;374;1.6;-1280;227;3.7;16062;285;12;21485;795;4.7;20576;440;20.5;2911666;1708;26.4;212488;1089;9.4
